 ÅE,,,,,,
1,1,1,3,0.123112,0.123112,0.123112
1,1,1,3,0.09261898,0.09261898,0.09261898
1,1,1,3,0.09261898,0.09261898,0.09261898
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.35195212,0.35195212,0.35195212
1,1,1,3,0.27985181,0.27985181,0.27985181
1,1,1,3,0.26218296,0.26218296,0.26218296
1,1,1,3,0.1860929,0.1860929,0.1860929
1,1,1,3,0.123112,0.123112,0.123112
1,1,1,3,0.123112,0.123112,0.123112
1,1,1,3,0.123112,0.123112,0.123112
1,1,1,3,0.123112,0.123112,0.123112
1,1,1,3,0.123112,0.123112,0.123112
1,1,1,3,0.11285266,0.11285266,0.11285266
1,1,1,3,0.07523511,0.07523511,0.07523511
1,1,1,3,0.07523511,0.07523511,0.07523511
1,1,1,3,0.05129666,0.05129666,0.05129666
1,1,1,3,0.02479339,0.02479339,0.02479339
1,1,1,3,0.02479339,0.02479339,0.02479339
1,1,1,3,0.35195212,0.35195212,0.35195212
1,1,1,3,0.35195212,0.35195212,0.35195212
1,1,1,3,0.15018524,0.15018524,0.15018524
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.123112,0.123112,0.123112
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.80564263,0.80564263,0.80564263
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.35195212,0.35195212,0.35195212
1,1,1,3,0.44542605,0.44542605,0.44542605
1,1,1,3,0.44542605,0.44542605,0.44542605
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.123112,0.123112,0.123112
1,1,1,3,0.09261898,0.09261898,0.09261898
1,1,1,3,0.09261898,0.09261898,0.09261898
1,1,1,3,0.0723853,0.0723853,0.0723853
1,1,1,3,0.0723853,0.0723853,0.0723853
1,1,1,3,0.03163294,0.03163294,0.03163294
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.123112,0.123112,0.123112
1,1,1,3,0.11285266,0.11285266,0.11285266
1,1,1,3,0.09261898,0.09261898,0.09261898
1,1,1,3,0.07523511,0.07523511,0.07523511
1,1,1,3,0.05129666,0.05129666,0.05129666
1,1,1,3,0.05129666,0.05129666,0.05129666
1,1,1,3,0.03163294,0.03163294,0.03163294
1,1,1,3,0.200057,0.200057,0.200057
1,1,1,3,0.09261898,0.09261898,0.09261898
1,1,1,3,0.07523511,0.07523511,0.07523511
1,1,1,3,0.07523511,0.07523511,0.07523511
1,1,1,3,0.07523511,0.07523511,0.07523511
1,1,1,3,0.07523511,0.07523511,0.07523511
1,1,1,3,0.07523511,0.07523511,0.07523511
1,1,1,3,0.07523511,0.07523511,0.07523511
1,1,1,3,0.0230835,0.0230835,0.0230835
1,1,1,3,0.6477629,0.6477629,0.6477629
1,1,1,3,0.41151325,0.41151325,0.41151325
1,1,1,3,0.41151325,0.41151325,0.41151325
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.35195212,0.35195212,0.35195212
1,1,1,3,0.27985181,0.27985181,0.27985181
1,1,1,3,0.26218296,0.26218296,0.26218296
1,1,1,3,0.1860929,0.1860929,0.1860929
1,1,1,3,0.123112,0.123112,0.123112
1,1,1,3,0.123112,0.123112,0.123112
1,1,1,3,0.123112,0.123112,0.123112
1,1,1,3,0.123112,0.123112,0.123112
1,1,1,3,0.123112,0.123112,0.123112
1,1,1,3,0.11285266,0.11285266,0.11285266
1,1,1,3,0.07523511,0.07523511,0.07523511
1,1,1,3,0.07523511,0.07523511,0.07523511
1,1,1,3,0.05129666,0.05129666,0.05129666
1,1,1,3,0.02479339,0.02479339,0.02479339
1,1,1,3,0.02479339,0.02479339,0.02479339
1,1,1,3,0.35195212,0.35195212,0.35195212
1,1,1,3,0.35195212,0.35195212,0.35195212
1,1,1,3,0.15018524,0.15018524,0.15018524
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.123112,0.123112,0.123112
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.80564263,0.80564263,0.80564263
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.38244514,0.38244514,0.38244514
1,1,1,3,0.35195212,0.35195212,0.35195212
1,1,1,3,0.44542605,0.44542605,0.44542605
