ward,no.,Çãíl,material,joint,diameter,length(m),leakage year,construction year,ñÑê›îNêî,çXê∂îNìx,çXê∂éÌï ,éñåÃçáåvåèêî,ìπòHåí îÌäQäzÅiâ~Åj,ésñØìôÇ÷ÇÃîÌäQäzÅiâ~Åj,ífêÖîÌäQäzÅiâ~Åj,èCëUîÔópÅiâ~Åj,òRêÖëπé∏(â~Åj,äOñ ïÖêHï‚ê≥åWêî,ì‡ñ ïÖêHï‚ê≥åWêî,ïzê›îNìxï‚ê≥åWêî,åpéËï‚ê≥åWêî,å˚åaï‚ê≥åWêî,âﬂãéÇÃéñåÃóRL(ÇòÅj,éñåÃî≠ê∂ó\ë™éÆRN,RNÇÃãtêî,ï÷âvÇÃä∑éZåWêî,îÔópÅiêÁâ~Åj,ï÷âvÅiêÁâ~Åj,îÔópï÷âvî‰,âﬂãéÇÃéñåÃóRL(Çò+1Åj,éñåÃî≠ê∂ó\ë™éÆRN',RN'ÇÃãtêî,ï÷âvÇÃä∑éZåWêî(2),ï÷âv(2)ÅiêÁâ~Åj,îÔópï÷âvî‰(2),ÉâÉìÉN
N,426,1.06,Çc,Çj,300,19,,1992,15,0,,0,"133,758","505,248","1,077,235","2,786,096","86,707",1,1,1,1,1,0.205,0.004,253,0.96,"3,481","4,405",1.15,1.218,0.023,43,1.02,"4,681",1.22,A
N,427,1.06,Çc,Çs,150,39,,1987,20,0,,0,"1,610,800","505,248","1,077,235","2,786,096","173,656",1,1,1,1,1,0.205,0.008,126,0.96,"6,971","5,907",0.77,1.218,0.047,21,1.47,"9,045",1.18,B
N,428,1.18,Çc,ÇrÇQ,300,91,,2000,7,0,,0,"2,954,136","505,248","1,077,235","2,786,096","408,370",1,1,1,1,1,0.205,0.019,54,0.96,"16,393","7,422",0.41,1.218,0.111,9,2.77,"21,415",1.19,B
N,429,1.06,Çc,Çs,150,77,,1987,20,0,,0,"133,758","505,248","1,077,235","2,786,096","347,190",1,1,1,1,1,0.205,0.016,63,0.96,"13,937","4,656",0.3,1.218,0.094,11,2.35,"11,396",0.74,C
N,430,1.33,Çc,Çs,150,42,,1994,13,0,,0,"53,133","505,248","1,077,235","2,786,096","188,942",1,1,1,1,1,0.205,0.009,116,0.96,"7,584","4,426",0.53,1.218,0.051,20,1.52,"7,008",0.84,C
N,431,1.33,Çc,Ç`,300,20,,1971,36,0,,0,"1,610,800","505,248","1,077,235","2,786,096","87,711",1,1,1,1,1,0.205,0.004,250,0.96,"3,521","5,824",1.5,1.218,0.024,42,1.03,"6,249",1.61,A
N,432,1.33,Çc,Ç`,200,72,,1968,39,0,,0,"53,133","505,248","1,077,235","2,786,096","324,741",1,1,1,1,1,0.205,0.015,68,0.96,"13,036","4,557",0.32,1.218,0.088,11,2.35,"11,154",0.78,C
N,433,1.06,Çc,Çs,200,9,,1987,20,0,,0,"1,610,800","505,248","1,077,235","2,786,096","38,655",1,1,1,1,1,0.205,0.002,567,0.96,"1,552","5,777",3.38,1.218,0.01,96,0.96,"5,777",3.38,A
N,434,0.77,Çc,Çs,150,95,,1987,20,0,,0,"133,758","505,248","1,077,235","2,786,096","429,251",1,1,1,1,1,0.205,0.02,51,0.96,"17,231","4,734",0.25,1.218,0.116,9,2.77,"13,660",0.72,C
N,435,1.18,Çc,ÇrÇQ,200,1,,2000,7,0,,0,0,"505,248","1,077,235","2,786,096","5,789",1,1,1,1,1,0.205,0,3787,0.96,232,"4,199",16.42,1.218,0.002,638,0.96,"4,199",16.42,A
N,436,1.33,Çc,Çs,150,27,,1994,13,0,,0,"53,133","505,248","1,077,235","2,786,096","119,354",1,1,1,1,1,0.205,0.005,184,0.96,"4,791","4,359",0.83,1.218,0.032,31,1.19,"5,404",1.02,B
N,437,1.06,Çc,Çs,150,93,,1987,20,0,,0,"53,133","505,248","1,077,235","2,786,096","419,790",1,1,1,1,1,0.205,0.019,52,0.96,"16,851","4,648",0.25,1.218,0.114,9,2.77,"13,411",0.72,C
N,438,1.06,Çc,Çs,150,36,,1993,14,0,,0,"133,758","505,248","1,077,235","2,786,096","160,600",1,1,1,1,1,0.205,0.007,136,0.96,"6,447","4,476",0.63,1.218,0.043,23,1.39,"6,481",0.91,C
N,439,1.06,Çc,Çs,200,112,,1978,29,0,,0,"1,610,800","505,248","1,077,235","2,786,096","505,040",1,1,1,1,1,0.205,0.023,43,1.02,"20,273","6,614",0.3,1.218,0.137,7,3.42,"22,177",0.99,C
N,440,1.24,Çc,Çs,200,40,,1989,18,0,,0,"1,610,800","505,248","1,077,235","2,786,096","181,180",1,1,1,1,1,0.205,0.008,121,0.96,"7,273","5,914",0.74,1.218,0.049,20,1.52,"9,364",1.17,B
N,441,1.18,Çc,Çj,200,14,,2005,2,0,,0,0,"505,248","1,077,235","2,786,096","65,135",1,1,1,1,1,0.205,0.003,337,0.96,"2,615","4,256",1.48,1.218,0.018,57,0.96,"4,256",1.48,A
N,442,0.77,Çc,Çs,200,3,,1990,17,0,,0,"133,758","505,248","1,077,235","2,786,096","11,570",1,1,1,1,1,0.205,0.001,1895,0.96,464,"4,333",8.47,1.218,0.003,319,0.96,"4,333",8.47,A
N,443,0.77,Çc,Çs,100,4,,1996,11,0,,0,"133,758","505,248","1,077,235","2,786,096","19,607",1,1,1,1,1,0.205,0.001,1118,0.96,787,"4,341",5.01,1.218,0.005,188,0.96,"4,341",5.01,A
N,444,1.18,Çc,Ç`,300,18,,1969,38,0,,0,0,"505,248","1,077,235","2,786,096","80,023",1,1,1,1,1,0.205,0.004,274,0.96,"3,212","4,271",1.21,1.218,0.022,46,0.99,"4,404",1.24,A
N,445,1.06,Çc,Çs,150,6,,1977,30,0,,0,"1,610,800","505,248","1,077,235","2,786,096","26,303",1,1,1,1,1,0.205,0.001,833,0.96,"1,056","5,765",4.95,1.218,0.007,140,0.96,"5,765",4.95,A
N,446,1.33,Çc,Çs,150,132,,1992,15,0,,0,"53,133","505,248","1,077,235","2,786,096","592,349",1,1,1,1,1,0.205,0.027,37,1.09,"23,778","5,465",0.21,1.218,0.16,6,3.92,"19,655",0.75,C
N,447,1.18,Çc,Ç`,300,20,,1974,33,0,,0,0,"505,248","1,077,235","2,786,096","91,220",1,1,1,1,1,0.205,0.004,240,0.96,"3,662","4,281",1.06,1.218,0.025,40,1.05,"4,683",1.16,A
N,448,1.18,Çc,Ç`,300,13,,1974,33,0,,0,0,"505,248","1,077,235","2,786,096","58,128",1,1,1,1,1,0.205,0.003,377,0.96,"2,333","4,250",1.65,1.218,0.016,64,0.96,"4,250",1.65,A
N,449,1.18,Çc,Çs,75,2,,1993,14,0,,0,"53,133","505,248","1,077,235","2,786,096","10,888",1,1,1,1,1,0.205,0,2013,0.96,437,"4,255",8.84,1.218,0.003,339,0.96,"4,255",8.84,A
N,450,1.33,Çc,Çs,75,5,,1992,15,0,,0,"53,133","505,248","1,077,235","2,786,096","23,333",1,1,1,1,1,0.205,0.001,939,0.96,937,"4,267",4.13,1.218,0.006,158,0.96,"4,267",4.13,A
N,451,1.18,Çc,ÇrÇQ,300,13,,2005,2,0,,0,"133,758","505,248","1,077,235","2,786,096","58,448",1,1,1,1,1,0.205,0.003,375,0.96,"2,346","4,378",1.69,1.218,0.016,63,0.96,"4,378",1.69,A
N,452,1.18,Çc,Çj,300,4,,2005,2,0,,0,0,"505,248","1,077,235","2,786,096","19,172",1,1,1,1,1,0.205,0.001,1143,0.96,770,"4,212",4.96,1.218,0.005,193,0.96,"4,212",4.96,A
N,453,1.06,Çc,Çs,200,164,,1993,14,0,,0,"1,610,800","505,248","1,077,235","2,786,096","736,015",1,1,1,1,1,0.205,0.034,30,1.21,"29,545","8,126",0.25,1.218,0.199,5,4.61,"30,958",0.95,C
N,454,1.06,Çc,Çj,300,7,,1992,15,0,,0,"133,758","505,248","1,077,235","2,786,096","33,480",1,1,1,1,1,0.205,0.002,655,0.96,"1,344","4,354",2.94,1.218,0.009,110,0.96,"4,354",2.94,A
N,455,1.18,Çc,Çj,300,3,,2004,3,0,,0,0,"505,248","1,077,235","2,786,096","14,408",1,1,1,1,1,0.205,0.001,1521,0.96,578,"4,208",6.61,1.218,0.004,256,0.96,"4,208",6.61,A
N,456,1.18,Çc,Çj,300,36,,2000,7,0,,0,0,"505,248","1,077,235","2,786,096","163,930",1,1,1,1,1,0.205,0.007,134,0.96,"6,580","4,351",0.6,1.218,0.044,23,1.39,"6,300",0.87,C
N,457,0.77,Çc,Çj,300,4,,1990,17,0,,0,"133,758","505,248","1,077,235","2,786,096","17,846",1,1,1,1,1,0.205,0.001,1228,0.96,716,"4,339",5.5,1.218,0.005,207,0.96,"4,339",5.5,A
N,458,1.18,Çc,ÇrÇQ,300,26,,2005,2,0,,0,0,"505,248","1,077,235","2,786,096","116,144",1,1,1,1,1,0.205,0.005,189,0.96,"4,662","4,305",0.84,1.218,0.031,32,1.17,"5,247",1.02,B
N,459,1.18,Çc,Ç`,300,23,,1974,33,0,,0,0,"505,248","1,077,235","2,786,096","101,661",1,1,1,1,1,0.205,0.005,216,0.96,"4,081","4,291",0.95,1.218,0.028,36,1.11,"4,962",1.1,B
N,460,1.18,Çc,Ç`,300,46,,1969,38,0,,0,0,"505,248","1,077,235","2,786,096","206,401",1,1,1,1,1,0.205,0.009,106,0.96,"8,285","4,392",0.48,1.218,0.056,18,1.63,"7,457",0.82,C
N,461,1.18,Çc,Çs,200,32,,1977,30,0,,0,0,"505,248","1,077,235","2,786,096","145,391",1,1,1,1,1,0.205,0.007,151,0.96,"5,836","4,333",0.67,1.218,0.039,25,1.32,"5,958",0.93,C
N,462,1.06,Çc,Çs,200,29,,1978,29,0,,0,"1,610,800","505,248","1,077,235","2,786,096","128,426",1,1,1,1,1,0.205,0.006,171,0.96,"5,155","5,863",1.03,1.218,0.035,29,1.23,"7,513",1.32,A
N,463,1.18,Çc,Çj,300,3,,2005,2,0,,0,0,"505,248","1,077,235","2,786,096","14,727",1,1,1,1,1,0.205,0.001,1488,0.96,591,"4,208",6.46,1.218,0.004,251,0.96,"4,208",6.46,A
N,464,1.18,Çc,Ç`,300,56,,1969,38,0,,0,0,"505,248","1,077,235","2,786,096","251,953",1,1,1,1,1,0.205,0.011,87,0.96,"10,114","4,436",0.4,1.218,0.068,15,1.85,"8,548",0.77,C
N,465,0.82,Çc,Çs,150,2,,1989,18,0,,0,"133,758","505,248","1,077,235","2,786,096","8,779",1,1,1,1,1,0.205,0,2497,0.96,352,"4,331",11.17,1.218,0.002,421,0.96,"4,331",11.17,A
N,466,0.82,Çc,Çs,150,3,,1980,27,0,,0,"133,758","505,248","1,077,235","2,786,096","13,437",1,1,1,1,1,0.205,0.001,1631,0.96,539,"4,335",7.3,1.218,0.004,275,0.96,"4,335",7.3,A
N,467,0.69,Çc,Çs,200,2,,1986,21,0,,0,"536,574","505,248","1,077,235","2,786,096","7,573",1,1,1,1,1,0.205,0,2895,0.96,304,"4,716",14.08,1.218,0.002,488,0.96,"4,716",14.08,A
N,468,0.82,Çc,Çs,200,5,,1985,22,0,,0,"536,574","505,248","1,077,235","2,786,096","22,856",1,1,1,1,1,0.205,0.001,959,0.96,917,"4,731",4.68,1.218,0.006,162,0.96,"4,731",4.68,A
N,469,0.82,Çc,Ç`,200,5,,1985,22,0,,0,"536,574","505,248","1,077,235","2,786,096","21,541",1,1,1,1,1,0.205,0.001,1018,0.96,865,"4,730",4.96,1.218,0.006,171,0.96,"4,730",4.96,A
N,470,1.24,Çc,Çs,200,84,,1978,29,0,,0,"2,954,136","505,248","1,077,235","2,786,096","377,086",1,1,1,1,1,0.205,0.017,58,0.96,"15,137","7,392",0.44,1.218,0.102,10,2.53,"19,480",1.17,B
N,471,1,Çc,Çs,150,3,,1974,33,0,,0,"133,758","505,248","1,077,235","2,786,096","12,399",1,1,1,1,1,0.205,0.001,1768,0.96,498,"4,334",7.9,1.218,0.003,298,0.96,"4,334",7.9,A
N,472,1.32,Çc,Çs,200,3,,1984,23,0,,0,"133,758","505,248","1,077,235","2,786,096","12,265",1,1,1,1,1,0.205,0.001,1787,0.96,492,"4,334",7.99,1.218,0.003,301,0.96,"4,334",7.99,A
N,473,0.82,Çc,ÇrÇQ,300,7,,1986,21,0,,0,"536,574","505,248","1,077,235","2,786,096","29,577",1,1,1,1,1,0.205,0.001,741,0.96,"1,187","4,737",3.62,1.218,0.008,125,0.96,"4,737",3.62,A
N,474,0.82,Çc,Çs,100,1,,1977,30,0,,0,"133,758","505,248","1,077,235","2,786,096","2,447",1,1,1,1,1,0.205,0,8958,0.96,98,"4,325",40.05,1.218,0.001,1509,0.96,"4,325",40.05,A
N,475,0.82,Çc,Ç`,150,2,,1985,22,0,,0,"133,758","505,248","1,077,235","2,786,096","8,350",1,1,1,1,1,0.205,0,2625,0.96,335,"4,330",11.73,1.218,0.002,442,0.96,"4,330",11.73,A
N,476,0.82,Çc,Çs,150,3,,1988,19,0,,0,"133,758","505,248","1,077,235","2,786,096","15,009",1,1,1,1,1,0.205,0.001,1460,0.96,602,"4,337",6.54,1.218,0.004,246,0.96,"4,337",6.54,A
N,477,0.82,Çc,Çs,150,14,,1988,19,0,,0,"133,758","505,248","1,077,235","2,786,096","61,022",1,1,1,1,1,0.205,0.003,359,0.96,"2,450","4,381",1.62,1.218,0.017,61,0.96,"4,381",1.62,A
N,478,0.82,Çc,ÇrÇQ,150,58,,1996,11,0,,0,"133,758","505,248","1,077,235","2,786,096","260,372",1,1,1,1,1,0.205,0.012,84,0.96,"10,452","4,572",0.4,1.218,0.071,14,1.95,"9,287",0.81,C
N,479,0.82,Çc,Çs,150,1,,1985,22,0,,0,"133,758","505,248","1,077,235","2,786,096","4,299",1,1,1,1,1,0.205,0,5099,0.96,173,"4,326",22.69,1.218,0.001,859,0.96,"4,326",22.69,A
N,480,1.32,Çc,Ç`,200,4,,1985,22,0,,0,"133,758","505,248","1,077,235","2,786,096","17,200",1,1,1,1,1,0.205,0.001,1274,0.96,690,"4,339",5.71,1.218,0.005,215,0.96,"4,339",5.71,A
N,481,1.32,Çc,ÇrÇQ,300,4,,1985,22,0,,0,"536,574","505,248","1,077,235","2,786,096","17,920",1,1,1,1,1,0.205,0.001,1223,0.96,719,"4,726",5.96,1.218,0.005,206,0.96,"4,726",5.96,A
N,482,0.69,Çc,ÇrÇQ,300,3,,1986,21,0,,0,"536,574","505,248","1,077,235","2,786,096","13,707",1,1,1,1,1,0.205,0.001,1599,0.96,550,"4,722",7.79,1.218,0.004,269,0.96,"4,722",7.79,A
N,483,1,Çc,Çs,200,6,,1987,20,0,,0,"536,574","505,248","1,077,235","2,786,096","26,551",1,1,1,1,1,0.205,0.001,826,0.96,"1,066","4,734",4.03,1.218,0.007,139,0.96,"4,734",4.03,A
N,484,1.32,Çc,Çs,200,6,,1984,23,0,,0,"133,758","505,248","1,077,235","2,786,096","26,579",1,1,1,1,1,0.205,0.001,825,0.96,"1,067","4,348",3.7,1.218,0.007,139,0.96,"4,348",3.7,A
N,485,1.32,Çc,ÇrÇQ,300,8,,1986,21,0,,0,"536,574","505,248","1,077,235","2,786,096","36,052",1,1,1,1,1,0.205,0.002,608,0.96,"1,447","4,744",2.98,1.218,0.01,102,0.96,"4,744",2.98,A
N,486,0.82,Çc,ÇrÇQ,300,7,,1986,21,0,,0,"536,574","505,248","1,077,235","2,786,096","30,673",1,1,1,1,1,0.205,0.001,715,0.96,"1,231","4,738",3.49,1.218,0.008,120,0.96,"4,738",3.49,A
N,487,0.82,Çc,ÇrÇQ,300,7,,1985,22,0,,0,"536,574","505,248","1,077,235","2,786,096","29,501",1,1,1,1,1,0.205,0.001,743,0.96,"1,184","4,737",3.63,1.218,0.008,125,0.96,"4,737",3.63,A
N,488,1,Çc,Çs,200,73,2006,1974,33,0,,1,"133,758","505,248","1,077,235","2,786,096","326,672",1,1,1,1,1,1.218,0.088,11,2.35,"13,113","11,348",0.79,1.746,0.127,8,3.05,"14,728",1.02,B
N,489,0.82,Çc,Çj,300,253,,1988,19,0,,0,"133,758","505,248","1,077,235","2,786,096","1,135,857",1,1,1,1,1,0.205,0.052,19,1.58,"45,595","8,908",0.18,1.218,0.308,3,7.4,"41,723",0.83,C
N,490,0.82,Çc,Ç`,150,75,,1967,40,0,,0,"133,758","505,248","1,077,235","2,786,096","338,266",1,1,1,1,1,0.205,0.015,65,0.96,"13,578","4,647",0.31,1.218,0.092,11,2.35,"11,375",0.76,C
N,491,0.82,Çc,Çs,150,10,,1977,30,0,,0,"133,758","505,248","1,077,235","2,786,096","45,630",1,1,1,1,1,0.205,0.002,480,0.96,"1,832","4,366",2.16,1.218,0.012,81,0.96,"4,366",2.16,A
N,492,0.82,Çc,Çs,150,11,,1985,22,0,,0,"133,758","505,248","1,077,235","2,786,096","48,255",1,1,1,1,1,0.205,0.002,454,0.96,"1,937","4,369",2.05,1.218,0.013,77,0.96,"4,369",2.05,A
N,493,0.82,Çc,Ç`,300,12,,1985,22,0,,0,"133,758","505,248","1,077,235","2,786,096","55,381",1,1,1,1,1,0.205,0.003,396,0.96,"2,223","4,375",1.79,1.218,0.015,67,0.96,"4,375",1.79,A
N,494,0.69,Çc,Ç`,200,28,,1967,40,0,,0,"536,574","505,248","1,077,235","2,786,096","127,700",1,1,1,1,1,0.205,0.006,172,0.96,"5,126","4,832",0.86,1.218,0.035,29,1.23,"6,190",1.1,B
N,495,1,Çc,Ç`,300,3,,1987,20,0,,0,0,"505,248","1,077,235","2,786,096","14,898",1,1,1,1,1,0.205,0.001,1471,0.96,598,"4,208",6.39,1.218,0.004,248,0.96,"4,208",6.39,A
N,496,0.69,Çc,Ç`,200,75,,1967,40,0,,0,"536,574","505,248","1,077,235","2,786,096","337,790",1,1,1,1,1,0.205,0.015,65,0.96,"13,559","5,033",0.34,1.218,0.091,11,2.35,"12,321",0.82,C
N,497,1.32,Çc,Çs,150,167,,1992,15,0,,0,"133,758","505,248","1,077,235","2,786,096","749,573",1,1,1,1,1,0.205,0.034,29,1.23,"30,089","6,460",0.19,1.218,0.203,5,4.61,"24,211",0.73,C
N,498,1.32,Çc,Çs,200,29,,1992,15,0,,0,"133,758","505,248","1,077,235","2,786,096","131,077",1,1,1,1,1,0.205,0.006,167,0.96,"5,262","4,448",0.77,1.218,0.035,28,1.25,"5,792",1,C
N,499,0.82,Çc,Çs,150,74,,1988,19,0,,0,"133,758","505,248","1,077,235","2,786,096","334,976",1,1,1,1,1,0.205,0.015,65,0.96,"13,446","4,644",0.31,1.218,0.091,11,2.35,"11,368",0.77,C
N,500,0.82,Çc,Çs,150,22,,1989,18,0,,0,"133,758","505,248","1,077,235","2,786,096","98,470",1,1,1,1,1,0.205,0.004,223,0.96,"3,953","4,417",1.01,1.218,0.027,37,1.09,"5,015",1.15,A
N,501,1.32,Çc,Çs,200,11,,1982,25,0,,0,"133,758","505,248","1,077,235","2,786,096","48,183",1,1,1,1,1,0.205,0.002,455,0.96,"1,934","4,368",2.05,1.218,0.013,77,0.96,"4,368",2.05,A
N,502,1.32,Çc,Çs,200,40,,1986,21,0,,0,"133,758","505,248","1,077,235","2,786,096","179,313",1,1,1,1,1,0.205,0.008,122,0.96,"7,198","4,494",0.57,1.218,0.049,21,1.47,"6,882",0.87,C
N,503,1.32,Çc,Çs,200,13,,1986,21,0,,0,"133,758","505,248","1,077,235","2,786,096","56,660",1,1,1,1,1,0.205,0.003,387,0.96,"2,274","4,377",1.75,1.218,0.015,65,0.96,"4,377",1.75,A
N,504,1.32,Çc,Çs,200,3,,1984,23,0,,0,"133,758","505,248","1,077,235","2,786,096","13,609",1,1,1,1,1,0.205,0.001,1611,0.96,546,"4,335",7.2,1.218,0.004,271,0.96,"4,335",7.2,A
N,505,1.32,Çc,ÇrÇQ,300,5,,1986,21,0,,0,"536,574","505,248","1,077,235","2,786,096","21,517",1,1,1,1,1,0.205,0.001,1019,0.96,864,"4,730",4.97,1.218,0.006,172,0.96,"4,730",4.97,A
N,506,0.82,Çc,Çs,150,2,,1986,21,0,,0,"133,758","505,248","1,077,235","2,786,096","8,146",1,1,1,1,1,0.205,0,2691,0.96,327,"4,330",12.02,1.218,0.002,453,0.96,"4,330",12.02,A
N,507,1.32,Çc,Ç`,200,31,,1967,40,0,,0,"133,758","505,248","1,077,235","2,786,096","138,106",1,1,1,1,1,0.205,0.006,159,0.96,"5,544","4,455",0.73,1.218,0.037,27,1.27,"5,893",0.96,C
N,508,1.32,Çc,Çs,200,33,,1986,21,0,,0,"133,758","505,248","1,077,235","2,786,096","149,268",1,1,1,1,1,0.205,0.007,147,0.96,"5,992","4,466",0.68,1.218,0.04,25,1.32,"6,140",0.93,C
N,509,1.32,Çc,Ç`,200,8,,1967,40,0,,0,"133,758","505,248","1,077,235","2,786,096","34,476",1,1,1,1,1,0.205,0.002,636,0.96,"1,384","4,355",2.86,1.218,0.009,107,0.96,"4,355",2.86,A
N,510,0.82,Çc,Ç`,150,67,,1967,40,0,,0,"133,758","505,248","1,077,235","2,786,096","301,345",1,1,1,1,1,0.205,0.014,73,0.96,"12,096","4,612",0.35,1.218,0.082,12,2.19,"10,520",0.79,C
N,511,0.82,Çc,Çs,150,205,,1991,16,0,,0,"133,758","505,248","1,077,235","2,786,096","920,783",1,1,1,1,1,0.205,0.042,24,1.35,"36,962","7,321",0.18,1.218,0.249,4,5.66,"30,695",0.75,C
N,512,1.32,Çc,Çs,150,86,,1987,20,0,,0,"133,758","505,248","1,077,235","2,786,096","384,624",1,1,1,1,1,0.205,0.018,57,0.96,"15,439","4,691",0.28,1.218,0.104,10,2.53,"12,364",0.73,C
N,513,0.69,Çc,Ç`,200,17,,1967,40,0,,0,0,"505,248","1,077,235","2,786,096","76,636",1,1,1,1,1,0.205,0.003,286,0.96,"3,076","4,267",1.26,1.218,0.021,48,0.97,"4,312",1.27,A
N,514,0.82,Çc,Çs,200,6,,1985,22,0,,0,"2,954,136","505,248","1,077,235","2,786,096","27,220",1,1,1,1,1,0.205,0.001,805,0.96,"1,093","7,056",5.86,1.218,0.007,136,0.96,"7,056",5.86,A
N,515,1.32,Çc,Ç`,200,29,,1967,40,0,,0,"1,610,800","505,248","1,077,235","2,786,096","130,340",1,1,1,1,1,0.205,0.006,168,0.96,"5,232","5,865",1.02,1.218,0.035,28,1.25,"7,637",1.32,A
N,516,1.32,Çc,Çs,200,2,,1987,20,0,,0,"133,758","505,248","1,077,235","2,786,096","7,227",1,1,1,1,1,0.205,0,3033,0.96,290,"4,329",13.55,1.218,0.002,511,0.96,"4,329",13.55,A
N,517,1.32,Çc,Çs,200,13,,1986,21,0,,0,"133,758","505,248","1,077,235","2,786,096","58,899",1,1,1,1,1,0.205,0.003,372,0.96,"2,364","4,379",1.68,1.218,0.016,63,0.96,"4,379",1.68,A
N,518,0.82,Çc,Ç`,300,6,,1985,22,0,,0,"133,758","505,248","1,077,235","2,786,096","26,694",1,1,1,1,1,0.205,0.001,821,0.96,"1,072","4,348",3.68,1.218,0.007,138,0.96,"4,348",3.68,A
N,519,1.32,Çc,Çs,200,11,,1985,22,0,,0,"133,758","505,248","1,077,235","2,786,096","50,665",1,1,1,1,1,0.205,0.002,433,0.96,"2,034","4,371",1.95,1.218,0.014,73,0.96,"4,371",1.95,A
N,520,0.69,Çc,Çs,200,15,,1987,20,0,,0,0,"505,248","1,077,235","2,786,096","66,370",1,1,1,1,1,0.205,0.003,330,0.96,"2,664","4,258",1.45,1.218,0.018,56,0.96,"4,258",1.45,A
N,521,0.69,Çc,Çs,200,5,,1987,20,0,,0,"536,574","505,248","1,077,235","2,786,096","23,073",1,1,1,1,1,0.205,0.001,950,0.96,926,"4,731",4.64,1.218,0.006,160,0.96,"4,731",4.64,A
N,522,0.82,Çc,Ç`,200,28,,1967,40,0,,0,"536,574","505,248","1,077,235","2,786,096","124,506",1,1,1,1,1,0.205,0.006,176,0.96,"4,998","4,828",0.88,1.218,0.034,30,1.21,"6,086",1.1,B
N,523,0.82,Çc,ÇrÇQ,300,4,,1985,22,0,,0,"536,574","505,248","1,077,235","2,786,096","19,283",1,1,1,1,1,0.205,0.001,1137,0.96,774,"4,727",5.54,1.218,0.005,191,0.96,"4,727",5.54,A
N,524,1.32,Çc,Çs,200,18,,1992,15,0,,0,"133,758","505,248","1,077,235","2,786,096","83,137",1,1,1,1,1,0.205,0.004,264,0.96,"3,337","4,402",1.2,1.218,0.023,44,1.01,"4,631",1.26,A
N,525,1.08,Çc,Ç`,300,6,,1972,35,0,,0,"2,954,136","505,248","1,077,235","2,786,096","27,955",1,1,1,1,1,0.205,0.001,784,0.96,"1,122","7,057",5.71,1.218,0.008,132,0.96,"7,057",5.71,A
N,526,1.08,Çc,Ç`,300,40,,1965,42,0,,0,"2,954,136","505,248","1,077,235","2,786,096","180,667",1,1,1,1,1,0.205,0.008,121,0.96,"7,252","7,203",0.9,1.218,0.049,20,1.52,"11,405",1.43,B
N,527,1.08,Çc,Çj,300,26,,1994,13,0,,0,"2,954,136","505,248","1,077,235","2,786,096","117,474",1,1,1,1,1,0.205,0.005,187,0.96,"4,716","7,143",1.37,1.218,0.032,31,1.19,"8,854",1.7,A
N,528,1.08,Çc,Ç`,300,102,,1965,42,0,,0,"2,954,136","505,248","1,077,235","2,786,096","458,797",1,1,1,1,1,0.205,0.021,48,0.97,"18,417","7,548",0.37,1.218,0.124,8,3.05,"23,734",1.17,B
N,529,1.08,Çc,Ç`,300,2,,1966,41,0,,0,"2,954,136","505,248","1,077,235","2,786,096","6,909",1,1,1,1,1,0.205,0,3173,0.96,277,"7,036",23.05,1.218,0.002,534,0.96,"7,036",23.05,A
N,530,1.08,Çc,Ç`,300,9,,1965,42,0,,0,"2,954,136","505,248","1,077,235","2,786,096","38,635",1,1,1,1,1,0.205,0.002,567,0.96,"1,551","7,067",4.13,1.218,0.01,96,0.96,"7,067",4.13,A
N,531,1.08,Çc,Çj,300,17,,1993,14,0,,0,"2,954,136","505,248","1,077,235","2,786,096","78,444",1,1,1,1,1,0.205,0.004,279,0.96,"3,149","7,105",2.05,1.218,0.021,47,0.98,"7,253",2.09,A
N,532,1.08,Çc,Çs,200,259,,1992,15,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,163,338",1,1,1,1,1,0.205,0.053,19,1.58,"46,698","13,408",0.26,1.218,0.315,3,7.4,"62,797",1.22,B
N,533,1.03,Çc,Çj,300,7,,1992,15,0,,0,"2,954,136","505,248","1,077,235","2,786,096","30,332",1,1,1,1,1,0.205,0.001,723,0.96,"1,218","7,059",5.26,1.218,0.008,122,0.96,"7,059",5.26,A
N,534,1.03,Çc,Çj,300,16,,1993,14,0,,0,"2,954,136","505,248","1,077,235","2,786,096","71,430",1,1,1,1,1,0.205,0.003,307,0.96,"2,867","7,098",2.25,1.218,0.019,52,0.96,"7,098",2.25,A
N,535,1.03,Çc,Ç`,300,25,,1965,42,0,,0,"2,954,136","505,248","1,077,235","2,786,096","110,592",1,1,1,1,1,0.205,0.005,198,0.96,"4,439","7,136",1.46,1.218,0.03,33,1.15,"8,548",1.75,A
N,536,1.03,Çc,Çj,300,8,,1994,13,0,,0,"2,954,136","505,248","1,077,235","2,786,096","37,862",1,1,1,1,1,0.205,0.002,579,0.96,"1,520","7,066",4.22,1.218,0.01,98,0.96,"7,066",4.22,A
N,537,1.03,Çc,Çj,300,19,,1993,14,0,,0,"2,954,136","505,248","1,077,235","2,786,096","84,610",1,1,1,1,1,0.205,0.004,259,0.96,"3,396","7,111",1.9,1.218,0.023,44,1.01,"7,481",2,A
N,538,1.03,Çc,Ç`,300,56,,1965,42,0,,0,"2,954,136","505,248","1,077,235","2,786,096","253,355",1,1,1,1,1,0.205,0.012,87,0.96,"10,170","7,273",0.65,1.218,0.069,15,1.85,"14,016",1.25,B
