ward,no.,Çãíl,material,joint,diameter,length(m),leakage year,construction year,ñÑê›îNêî,çXê∂îNìx,çXê∂éÌï ,éñåÃçáåvåèêî,ìπòHåí îÌäQäzÅiâ~Åj,ésñØìôÇ÷ÇÃîÌäQäzÅiâ~Åj,ífêÖîÌäQäzÅiâ~Åj,èCëUîÔópÅiâ~Åj,òRêÖëπé∏(â~Åj,äOñ ïÖêHï‚ê≥åWêî,ì‡ñ ïÖêHï‚ê≥åWêî,ïzê›îNìxï‚ê≥åWêî,åpéËï‚ê≥åWêî,å˚åaï‚ê≥åWêî,âﬂãéÇÃéñåÃóRL(ÇòÅj,éñåÃî≠ê∂ó\ë™éÆRN,RNÇÃãtêî,ï÷âvÇÃä∑éZåWêî,îÔópÅiêÁâ~Åj,ï÷âvÅiêÁâ~Åj,îÔópï÷âvî‰,âﬂãéÇÃéñåÃóRL(Çò+1Åj,éñåÃî≠ê∂ó\ë™éÆRN',RN'ÇÃãtêî,ï÷âvÇÃä∑éZåWêî(2),ï÷âv(2)ÅiêÁâ~Åj,îÔópï÷âvî‰(2),ÉâÉìÉN
N,1410,1.02,Çc,Çj,300,3,,1996,11,0,,0,"1,610,800","505,248","1,077,235","2,786,096","14,167",1,1,1,1,1,0.205,0.001,1547,0.96,569,"5,754",9.18,1.218,0.004,261,0.96,"5,754",9.18,A
N,1411,1.02,Çc,Ç`,150,26,,1969,38,0,,0,"1,610,800","505,248","1,077,235","2,786,096","117,464",1,1,1,1,1,0.205,0.005,187,0.96,"4,715","5,853",1.13,1.218,0.032,31,1.19,"7,255",1.4,A
N,1412,1.02,Çc,Çs,150,143,,1986,21,0,,0,"1,610,800","505,248","1,077,235","2,786,096","641,807",1,1,1,1,1,0.205,0.029,34,1.14,"25,763","7,548",0.27,1.218,0.174,6,3.92,"25,955",0.91,C
N,1413,0.99,Çc,Çs,150,178,,1982,25,0,,0,"2,954,136","505,248","1,077,235","2,786,096","799,715",1,1,1,1,1,0.205,0.036,27,1.27,"32,102","10,315",0.29,1.218,0.217,5,4.61,"37,444",1.06,B
N,1414,0.82,Çc,Çs,200,264,,1976,31,0,,0,"1,610,800","505,248","1,077,235","2,786,096","1,187,928",1,1,1,1,1,0.205,0.054,18,1.63,"47,685","11,683",0.22,1.218,0.322,3,7.4,"53,038",1.01,B
N,1415,1.02,Çc,Çj,100,4,,1996,11,0,,0,"1,610,800","505,248","1,077,235","2,786,096","18,066",1,1,1,1,1,0.205,0.001,1213,0.96,725,"5,758",7.21,1.218,0.005,204,0.96,"5,758",7.21,A
N,1416,1.02,Çc,Ç`,300,291,,1968,39,0,,0,"133,758","505,248","1,077,235","2,786,096","1,308,303",1,1,1,1,1,0.205,0.06,17,1.69,"52,517","9,820",0.17,1.218,0.354,3,7.4,"42,999",0.74,C
N,1417,1.02,Çc,Ç`,150,1,,1967,40,0,,0,"1,610,800","505,248","1,077,235","2,786,096","4,684",1,1,1,1,1,0.205,0,4680,0.96,188,"5,745",27.73,1.218,0.001,788,0.96,"5,745",27.73,A
N,1418,0.99,Çc,Ç`,300,164,,1968,39,0,,0,"1,610,800","505,248","1,077,235","2,786,096","738,317",1,1,1,1,1,0.205,0.034,30,1.21,"29,637","8,128",0.25,1.218,0.2,5,4.61,"30,969",0.95,C
N,1419,0.82,Çc,Çj,300,7,,1997,10,0,,0,"1,610,800","505,248","1,077,235","2,786,096","32,166",1,1,1,1,1,0.205,0.001,681,0.96,"1,291","5,771",4.06,1.218,0.009,115,0.96,"5,771",4.06,A
N,1420,0.82,Çc,Çs,200,4,,1997,10,0,,0,"1,610,800","505,248","1,077,235","2,786,096","18,753",1,1,1,1,1,0.205,0.001,1169,0.96,753,"5,758",6.94,1.218,0.005,197,0.96,"5,758",6.94,A
N,1421,0.82,Çc,ÇrÇQ,300,7,,1997,10,0,,0,"1,610,800","505,248","1,077,235","2,786,096","32,206",1,1,1,1,1,0.205,0.001,681,0.96,"1,293","5,771",4.05,1.218,0.009,115,0.96,"5,771",4.05,A
N,1422,1.02,Çc,ÇmÇr,150,51,,2001,6,0,,0,"1,610,800","505,248","1,077,235","2,786,096","230,066",1,1,1,1,1,0.205,0.01,95,0.96,"9,235","5,961",0.59,1.218,0.062,16,1.76,"10,929",1.07,B
N,1423,0.82,Çc,ÇmÇr,200,330,,2002,5,0,,0,"1,610,800","505,248","1,077,235","2,786,096","1,484,721",1,1,1,1,1,0.205,0.068,15,1.85,"59,599","13,809",0.21,1.218,0.402,2,10.88,"81,209",1.24,B
N,1424,0.82,Çc,Çs,200,4,,1995,12,0,,0,"1,610,800","505,248","1,077,235","2,786,096","19,209",1,1,1,1,1,0.205,0.001,1141,0.96,771,"5,759",6.78,1.218,0.005,192,0.96,"5,759",6.78,A
N,1425,1.4,Çc,Çs,150,7,,1994,13,0,,0,"1,610,800","505,248","1,077,235","2,786,096","29,977",1,1,1,1,1,0.205,0.001,731,0.96,"1,203","5,769",4.35,1.218,0.008,123,0.96,"5,769",4.35,A
N,1426,1.05,Çc,Çs,150,14,,1986,21,0,,0,"1,610,800","505,248","1,077,235","2,786,096","63,076",1,1,1,1,1,0.205,0.003,348,0.96,"2,532","5,801",2.08,1.218,0.017,59,0.96,"5,801",2.08,A
N,1427,1.05,Çc,Çs,150,3,,1992,15,0,,0,"1,610,800","505,248","1,077,235","2,786,096","13,635",1,1,1,1,1,0.205,0.001,1608,0.96,547,"5,753",9.54,1.218,0.004,271,0.96,"5,753",9.54,A
N,1428,1.4,Çc,Çs,150,14,,1994,13,0,,0,"1,610,800","505,248","1,077,235","2,786,096","64,375",1,1,1,1,1,0.205,0.003,341,0.96,"2,584","5,802",2.04,1.218,0.017,57,0.96,"5,802",2.04,A
N,1429,1.02,Çc,Ç`,150,9,,1968,39,0,,0,"133,758","505,248","1,077,235","2,786,096","39,751",1,1,1,1,1,0.205,0.002,551,0.96,"1,596","4,360",2.48,1.218,0.011,93,0.96,"4,360",2.48,A
N,1430,0.82,Çc,Çs,100,2,,1995,12,0,,0,"1,610,800","505,248","1,077,235","2,786,096","7,987",1,1,1,1,1,0.205,0,2744,0.96,321,"5,748",16.25,1.218,0.002,462,0.96,"5,748",16.25,A
N,1431,0.69,Çc,ÇrÇQ,300,52,,1997,10,0,,0,"1,610,800","505,248","1,077,235","2,786,096","235,280",1,1,1,1,1,0.205,0.011,93,0.96,"9,444","5,966",0.57,1.218,0.064,16,1.76,"10,938",1.05,B
N,1432,1.4,Çc,ÇmÇr,150,6,,2002,5,0,,0,"133,758","505,248","1,077,235","2,786,096","25,956",1,1,1,1,1,0.205,0.001,845,0.96,"1,042","4,347",3.79,1.218,0.007,142,0.96,"4,347",3.79,A
N,1433,1.05,Çc,Ç`,150,56,,1969,38,0,,0,"133,758","505,248","1,077,235","2,786,096","250,062",1,1,1,1,1,0.205,0.011,88,0.96,"10,038","4,562",0.41,1.218,0.068,15,1.85,"8,792",0.79,C
N,1434,1.05,Çc,Ç`,300,391,,1968,39,0,,0,"133,758","505,248","1,077,235","2,786,096","1,757,868",1,1,1,1,1,0.205,0.08,12,2.19,"70,563","13,710",0.18,1.218,0.476,2,10.88,"68,111",0.88,C
N,1435,1.04,Çc,Ç`,300,11,,1985,22,0,,0,"133,758","505,248","1,077,235","2,786,096","51,515",1,1,1,1,1,0.205,0.002,426,0.96,"2,068","4,372",1.92,1.218,0.014,72,0.96,"4,372",1.92,A
N,1436,0.69,Çc,ÇrÇQ,300,233,,2002,5,0,,0,"1,610,800","505,248","1,077,235","2,786,096","1,047,275",1,1,1,1,1,0.205,0.048,21,1.47,"42,039","10,329",0.22,1.218,0.284,4,5.66,"39,771",0.86,C
N,1437,0.69,Çc,Çj,300,2,,1997,10,0,,0,"1,610,800","505,248","1,077,235","2,786,096","10,859",1,1,1,1,1,0.205,0,2019,0.96,436,"5,751",11.97,1.218,0.003,340,0.96,"5,751",11.97,A
N,1438,1.02,Çc,Ç`,150,8,,1967,40,0,,0,"133,758","505,248","1,077,235","2,786,096","35,899",1,1,1,1,1,0.205,0.002,611,0.96,"1,441","4,357",2.74,1.218,0.01,103,0.96,"4,357",2.74,A
N,1439,1.04,Çc,Çj,300,8,,2002,5,0,,0,"133,758","505,248","1,077,235","2,786,096","34,599",1,1,1,1,1,0.205,0.002,634,0.96,"1,389","4,355",2.85,1.218,0.009,107,0.96,"4,355",2.85,A
N,1440,1.02,Çc,ÇmÇr,150,103,,1997,10,0,,0,"133,758","505,248","1,077,235","2,786,096","464,859",1,1,1,1,1,0.205,0.021,47,0.98,"18,660","4,868",0.24,1.218,0.126,8,3.05,"15,150",0.74,C
N,1441,1.04,Çc,ÇmÇr,150,113,,2002,5,0,,0,"1,610,800","505,248","1,077,235","2,786,096","507,698",1,1,1,1,1,0.205,0.023,43,1.02,"20,380","6,617",0.29,1.218,0.137,7,3.42,"22,186",0.99,C
N,1442,1.02,Çc,Çj,150,3,,1997,10,0,,0,"133,758","505,248","1,077,235","2,786,096","13,442",1,1,1,1,1,0.205,0.001,1631,0.96,540,"4,335",7.28,1.218,0.004,275,0.96,"4,335",7.28,A
N,1443,1.02,Çc,Çj,150,23,,1997,10,0,,0,"133,758","505,248","1,077,235","2,786,096","102,143",1,1,1,1,1,0.205,0.005,215,0.96,"4,100","4,420",0.98,1.218,0.028,36,1.11,"5,111",1.13,B
N,1444,1.02,Çc,Çj,150,8,,1997,10,0,,0,"133,758","505,248","1,077,235","2,786,096","34,545",1,1,1,1,1,0.205,0.002,635,0.96,"1,387","4,355",2.85,1.218,0.009,107,0.96,"4,355",2.85,A
N,1445,1.05,Çc,ÇmÇr,150,119,,2002,5,0,,0,"133,758","505,248","1,077,235","2,786,096","534,824",1,1,1,1,1,0.205,0.024,41,1.04,"21,469","5,239",0.22,1.218,0.145,7,3.42,"17,227",0.73,C
N,1446,0.69,Çc,ÇrÇQ,300,7,,2002,5,0,,0,"1,610,800","505,248","1,077,235","2,786,096","32,475",1,1,1,1,1,0.205,0.001,675,0.96,"1,304","5,771",4.02,1.218,0.009,114,0.96,"5,771",4.02,A
N,1447,1.02,Çc,Çs,75,12,,1971,36,0,,0,"133,758","505,248","1,077,235","2,786,096","52,654",1,1,1,1,1,0.205,0.002,416,0.96,"2,114","4,373",1.88,1.218,0.014,70,0.96,"4,373",1.88,A
N,1448,1.02,Çc,Çs,100,4,,1971,36,0,,0,"133,758","505,248","1,077,235","2,786,096","17,807",1,1,1,1,1,0.205,0.001,1231,0.96,715,"4,339",5.51,1.218,0.005,207,0.96,"4,339",5.51,A
N,1449,1.02,Çc,Çs,100,6,,1972,35,0,,0,"133,758","505,248","1,077,235","2,786,096","28,383",1,1,1,1,1,0.205,0.001,772,0.96,"1,139","4,349",3.46,1.218,0.008,130,0.96,"4,349",3.46,A
N,1450,1.02,Çc,Çj,75,10,,1995,12,0,,0,"133,758","505,248","1,077,235","2,786,096","44,565",1,1,1,1,1,0.205,0.002,492,0.96,"1,789","4,365",2.21,1.218,0.012,83,0.96,"4,365",2.21,A
N,1451,1.05,Çc,ÇmÇr,150,68,,2002,5,0,,0,"133,758","505,248","1,077,235","2,786,096","307,632",1,1,1,1,1,0.205,0.014,71,0.96,"12,349","4,618",0.34,1.218,0.083,12,2.19,"10,534",0.77,C
N,1452,0.93,Çc,Çs,200,459,,1992,15,0,,0,"1,610,800","505,248","1,077,235","2,786,096","2,063,502",1,1,1,1,1,0.205,0.094,11,2.35,"82,832","18,901",0.21,1.218,0.559,2,10.88,"87,507",0.96,C
N,1453,1.4,Çc,ÇmÇr,150,380,,2001,6,0,,0,"133,758","505,248","1,077,235","2,786,096","1,709,211",1,1,1,1,1,0.205,0.078,13,2.06,"68,610","12,796",0.17,1.218,0.463,2,10.88,"67,582",0.89,C
N,1454,1.02,Çc,ÇmÇr,150,10,,2002,5,0,,0,"133,758","505,248","1,077,235","2,786,096","44,664",1,1,1,1,1,0.205,0.002,491,0.96,"1,793","4,365",2.21,1.218,0.012,83,0.96,"4,365",2.21,A
N,1455,1.02,Çc,ÇmÇr,150,5,,2005,2,0,,0,"133,758","505,248","1,077,235","2,786,096","22,534",1,1,1,1,1,0.205,0.001,973,0.96,905,"4,344",4.36,1.218,0.006,164,0.96,"4,344",4.36,A
N,1456,1.4,Çc,ÇmÇr,150,5,,2005,2,0,,0,"133,758","505,248","1,077,235","2,786,096","22,895",1,1,1,1,1,0.205,0.001,957,0.96,919,"4,344",4.29,1.218,0.006,161,0.96,"4,344",4.29,A
N,1457,1.4,Çc,ÇmÇr,100,130,,2005,2,0,,0,"133,758","505,248","1,077,235","2,786,096","585,887",1,1,1,1,1,0.205,0.027,37,1.09,"23,518","5,546",0.21,1.218,0.159,6,3.92,"19,946",0.77,C
N,1458,1.4,Çc,ÇmÇr,100,46,,2005,2,0,,0,"133,758","505,248","1,077,235","2,786,096","208,972",1,1,1,1,1,0.205,0.01,105,0.96,"8,388","4,523",0.49,1.218,0.057,18,1.63,"7,679",0.83,C
N,1459,1.4,Çc,ÇmÇr,150,148,,2005,2,0,,0,"133,758","505,248","1,077,235","2,786,096","666,100",1,1,1,1,1,0.205,0.03,33,1.15,"26,738","5,944",0.2,1.218,0.18,6,3.92,"20,260",0.69,C
N,1460,1.4,Çc,ÇmÇr,150,7,,2002,5,0,,0,"133,758","505,248","1,077,235","2,786,096","30,180",1,1,1,1,1,0.205,0.001,726,0.96,"1,211","4,351",3.26,1.218,0.008,122,0.96,"4,351",3.26,A
N,1461,1.05,Çc,Çj,200,8,,2002,5,0,,0,"1,610,800","505,248","1,077,235","2,786,096","37,334",1,1,1,1,1,0.205,0.002,587,0.96,"1,499","5,776",3.5,1.218,0.01,99,0.96,"5,776",3.5,A
N,1462,1.04,Çc,Çs,150,85,,1991,16,0,,0,"133,758","505,248","1,077,235","2,786,096","383,357",1,1,1,1,1,0.205,0.017,57,0.96,"15,389","4,690",0.28,1.218,0.104,10,2.53,"12,361",0.73,C
N,1463,1.02,Çc,Çs,150,76,,1972,35,0,,0,"133,758","505,248","1,077,235","2,786,096","340,417",1,1,1,1,1,0.205,0.016,64,0.96,"13,665","4,649",0.31,1.218,0.092,11,2.35,"11,380",0.76,C
N,1464,1.05,Çc,Çs,150,78,,1986,21,0,,0,"133,758","505,248","1,077,235","2,786,096","351,046",1,1,1,1,1,0.205,0.016,62,0.96,"14,091","4,659",0.3,1.218,0.095,11,2.35,"11,405",0.73,C
N,1465,1.02,Çc,Çj,75,8,,2001,6,0,,0,"133,758","505,248","1,077,235","2,786,096","34,605",1,1,1,1,1,0.205,0.002,633,0.96,"1,389","4,355",2.85,1.218,0.009,107,0.96,"4,355",2.85,A
N,1466,0.82,Çc,Çs,200,14,,1976,31,0,,0,"1,610,800","505,248","1,077,235","2,786,096","64,033",1,1,1,1,1,0.205,0.003,342,0.96,"2,570","5,802",2.05,1.218,0.017,58,0.96,"5,802",2.05,A
N,1467,0.99,Çc,ÇrÇQ,300,306,,2002,5,0,,0,"1,610,800","505,248","1,077,235","2,786,096","1,376,604",1,1,1,1,1,0.205,0.063,16,1.76,"55,259","12,947",0.21,1.218,0.373,3,7.4,"54,434",0.89,C
N,1468,0.82,Çc,Çj,200,27,,2002,5,0,,0,"1,610,800","505,248","1,077,235","2,786,096","120,156",1,1,1,1,1,0.205,0.005,182,0.96,"4,823","5,856",1.1,1.218,0.033,31,1.19,"7,258",1.37,A
N,1469,1.05,Çc,Çs,150,242,,1990,17,0,,0,"536,574","505,248","1,077,235","2,786,096","1,086,983",1,1,1,1,1,0.205,0.05,20,1.52,"43,633","9,108",0.19,1.218,0.294,3,7.4,"44,342",0.92,C
N,1470,1.02,Çc,Çs,150,157,,1972,35,0,,0,"133,758","505,248","1,077,235","2,786,096","705,930",1,1,1,1,1,0.205,0.032,31,1.19,"28,337","6,198",0.2,1.218,0.191,5,4.61,"24,010",0.77,C
N,1471,0.69,Çc,Çj,300,2,,1997,10,0,,0,"1,610,800","505,248","1,077,235","2,786,096","10,165",1,1,1,1,1,0.205,0,2156,0.96,408,"5,750",12.79,1.218,0.003,363,0.96,"5,750",12.79,A
N,1472,1.05,Çc,Çj,150,2,,2002,5,0,,0,"133,758","505,248","1,077,235","2,786,096","10,739",1,1,1,1,1,0.205,0,2041,0.96,431,"4,333",9.12,1.218,0.003,344,0.96,"4,333",9.12,A
N,1473,0.69,Çc,ÇmÇr,200,229,,2002,5,0,,0,"1,610,800","505,248","1,077,235","2,786,096","1,027,740",1,1,1,1,1,0.205,0.047,21,1.47,"41,255","10,300",0.23,1.218,0.278,4,5.66,"39,660",0.87,C
N,1474,0.82,Çc,ÇmÇr,150,10,,2002,5,0,,0,"1,610,800","505,248","1,077,235","2,786,096","44,231",1,1,1,1,1,0.205,0.002,496,0.96,"1,775","5,783",2.96,1.218,0.012,83,0.96,"5,783",2.96,A
N,1475,0.93,Çc,Çj,300,23,,1997,10,0,,0,0,"505,248","1,077,235","2,786,096","103,717",1,1,1,1,1,0.205,0.005,211,0.96,"4,163","4,293",0.94,1.218,0.028,36,1.11,"4,964",1.08,B
N,1476,0.93,Çc,ÇrÇQ,300,14,,2003,4,0,,0,0,"505,248","1,077,235","2,786,096","63,263",1,1,1,1,1,0.205,0.003,346,0.96,"2,539","4,255",1.52,1.218,0.017,58,0.96,"4,255",1.52,A
N,1477,0.93,Çc,Çs,200,3,,1974,33,0,,0,"133,758","505,248","1,077,235","2,786,096","14,052",1,1,1,1,1,0.205,0.001,1560,0.96,564,"4,336",6.98,1.218,0.004,263,0.96,"4,336",6.98,A
N,1478,0.93,Çc,Çs,150,6,,1985,22,0,,0,"133,758","505,248","1,077,235","2,786,096","26,510",1,1,1,1,1,0.205,0.001,827,0.96,"1,064","4,348",3.71,1.218,0.007,139,0.96,"4,348",3.71,A
N,1479,0.93,Çc,Çs,150,2,,1985,22,0,,0,"133,758","505,248","1,077,235","2,786,096","10,911",1,1,1,1,1,0.205,0,2009,0.96,438,"4,333",8.98,1.218,0.003,338,0.96,"4,333",8.98,A
N,1480,0.93,Çc,Çs,200,25,,1985,22,0,,0,"133,758","505,248","1,077,235","2,786,096","112,912",1,1,1,1,1,0.205,0.005,194,0.96,"4,532","4,431",0.89,1.218,0.031,33,1.15,"5,308",1.06,B
N,1481,0.93,Çc,Çs,150,178,,1974,33,0,,0,"133,758","505,248","1,077,235","2,786,096","801,941",1,1,1,1,1,0.205,0.037,27,1.27,"32,191","6,736",0.19,1.218,0.217,5,4.61,"24,453",0.69,C
N,1482,1.05,Çc,ÇrÇQ,100,11,,1998,9,0,,0,"536,574","505,248","1,077,235","2,786,096","47,750",1,1,1,1,1,0.205,0.002,459,0.96,"1,917","4,755",2.25,1.218,0.013,77,0.96,"4,755",2.25,A
N,1483,1.05,Çc,Çj,300,72,,1992,15,0,,0,"133,758","505,248","1,077,235","2,786,096","321,559",1,1,1,1,1,0.205,0.015,68,0.96,"12,908","4,631",0.33,1.218,0.087,11,2.35,"11,336",0.8,C
N,1484,1.04,Çc,ÇrÇQ,300,393,,1998,9,0,,0,"536,574","505,248","1,077,235","2,786,096","1,766,233",1,1,1,1,1,0.205,0.081,12,2.19,"70,899","14,610",0.19,1.218,0.478,2,10.88,"72,585",0.93,C
N,1485,0.93,Çc,ÇrÇQ,300,4,,1998,9,0,,0,"536,574","505,248","1,077,235","2,786,096","19,061",1,1,1,1,1,0.205,0.001,1150,0.96,765,"4,727",5.61,1.218,0.005,194,0.96,"4,727",5.61,A
N,1486,1.04,Çc,ÇrÇQ,100,3,,1998,9,0,,0,"536,574","505,248","1,077,235","2,786,096","14,646",1,1,1,1,1,0.205,0.001,1497,0.96,588,"4,723",7.29,1.218,0.004,252,0.96,"4,723",7.29,A
N,1487,0.93,Çc,Çs,150,13,,1985,22,0,,0,"133,758","505,248","1,077,235","2,786,096","57,984",1,1,1,1,1,0.205,0.003,378,0.96,"2,328","4,378",1.71,1.218,0.016,64,0.96,"4,378",1.71,A
N,1488,0.93,Çc,Çs,200,1,,1984,23,0,,0,"133,758","505,248","1,077,235","2,786,096","6,303",1,1,1,1,1,0.205,0,3478,0.96,253,"4,328",15.52,1.218,0.002,586,0.96,"4,328",15.52,A
N,1489,0.93,Çc,Çs,150,6,,1992,15,0,,0,"1,610,800","505,248","1,077,235","2,786,096","25,643",1,1,1,1,1,0.205,0.001,855,0.96,"1,029","5,765",5.08,1.218,0.007,144,0.96,"5,765",5.08,A
N,1490,0.93,Çc,Çs,150,9,,1992,15,0,,0,"1,610,800","505,248","1,077,235","2,786,096","40,494",1,1,1,1,1,0.205,0.002,541,0.96,"1,625","5,779",3.23,1.218,0.011,91,0.96,"5,779",3.23,A
N,1491,0.93,Çc,Çs,150,9,,1992,15,0,,0,"536,574","505,248","1,077,235","2,786,096","42,501",1,1,1,1,1,0.205,0.002,516,0.96,"1,706","4,750",2.53,1.218,0.012,87,0.96,"4,750",2.53,A
N,1492,1.05,Çc,Çs,150,4,,1992,15,0,,0,"1,610,800","505,248","1,077,235","2,786,096","17,801",1,1,1,1,1,0.205,0.001,1231,0.96,715,"5,757",7.31,1.218,0.005,207,0.96,"5,757",7.31,A
N,1493,1.05,Çc,Çs,100,7,,1992,15,0,,0,"1,610,800","505,248","1,077,235","2,786,096","31,336",1,1,1,1,1,0.205,0.001,700,0.96,"1,258","5,770",4.16,1.218,0.008,118,0.96,"5,770",4.16,A
N,1494,0.93,Çc,Çs,100,4,,1985,22,0,,0,"133,758","505,248","1,077,235","2,786,096","18,519",1,1,1,1,1,0.205,0.001,1184,0.96,743,"4,340",5.3,1.218,0.005,199,0.96,"4,340",5.3,A
N,1495,0.93,Çc,Çs,150,112,,1974,33,0,,0,"536,574","505,248","1,077,235","2,786,096","501,492",1,1,1,1,1,0.205,0.023,44,1.01,"20,131","5,461",0.25,1.218,0.136,7,3.42,"18,491",0.83,C
N,1496,0.93,Çc,Çj,150,4,,1998,9,0,,0,"536,574","505,248","1,077,235","2,786,096","17,764",1,1,1,1,1,0.205,0.001,1234,0.96,713,"4,726",6.01,1.218,0.005,208,0.96,"4,726",6.01,A
N,1497,1.05,Çc,Çs,100,4,,1973,34,0,,0,"133,758","505,248","1,077,235","2,786,096","17,353",1,1,1,1,1,0.205,0.001,1263,0.96,697,"4,339",5.65,1.218,0.005,213,0.96,"4,339",5.65,A
N,1498,1.05,Çc,Ç`,150,11,,1968,39,0,,0,"133,758","505,248","1,077,235","2,786,096","49,107",1,1,1,1,1,0.205,0.002,446,0.96,"1,971","4,369",2.01,1.218,0.013,75,0.96,"4,369",2.01,A
N,1499,1.04,Çc,Ç`,150,5,,1968,39,0,,0,"133,758","505,248","1,077,235","2,786,096","20,609",1,1,1,1,1,0.205,0.001,1064,0.96,827,"4,342",4.76,1.218,0.006,179,0.96,"4,342",4.76,A
N,1500,1.05,Çc,Çs,150,178,,1996,11,0,,0,"536,574","505,248","1,077,235","2,786,096","801,356",1,1,1,1,1,0.205,0.037,27,1.27,"32,168","7,247",0.2,1.218,0.217,5,4.61,"26,307",0.74,C
N,1501,0.93,Çc,Ç`,150,94,,1970,37,0,,0,"133,758","505,248","1,077,235","2,786,096","420,822",1,1,1,1,1,0.205,0.019,52,0.96,"16,892","4,726",0.25,1.218,0.114,9,2.77,"13,637",0.73,C
N,1502,0.93,Çc,Çj,150,4,,1998,9,0,,0,"536,574","505,248","1,077,235","2,786,096","16,142",1,1,1,1,1,0.205,0.001,1358,0.96,648,"4,724",6.62,1.218,0.004,229,0.96,"4,724",6.62,A
N,1503,1.04,Çc,ÇrÇQ,150,6,,1998,9,0,,0,"536,574","505,248","1,077,235","2,786,096","26,324",1,1,1,1,1,0.205,0.001,833,0.96,"1,057","4,734",4.06,1.218,0.007,140,0.96,"4,734",4.06,A
N,1504,0.93,Çc,Çs,150,5,,1985,22,0,,0,"133,758","505,248","1,077,235","2,786,096","23,781",1,1,1,1,1,0.205,0.001,922,0.96,955,"4,345",4.13,1.218,0.006,155,0.96,"4,345",4.13,A
N,1505,1.08,Çc,Çs,150,86,,1984,23,0,,0,"133,758","505,248","1,077,235","2,786,096","385,757",1,1,1,1,1,0.205,0.018,57,0.96,"15,485","4,693",0.28,1.218,0.104,10,2.53,"12,367",0.72,C
N,1506,0.93,Çc,Ç`,300,6,,1976,31,0,,0,0,"505,248","1,077,235","2,786,096","28,545",1,1,1,1,1,0.205,0.001,768,0.96,"1,146","4,221",3.34,1.218,0.008,129,0.96,"4,221",3.34,A
N,1507,1.08,Çc,Ç`,300,454,,1969,38,0,,0,"2,954,136","505,248","1,077,235","2,786,096","2,040,329",1,1,1,1,1,0.205,0.093,11,2.35,"81,902","22,003",0.24,1.218,0.553,2,10.88,"101,870",1.13,B
N,1508,0.93,Çc,Çs,200,3,,1995,12,0,,0,"133,758","505,248","1,077,235","2,786,096","12,222",1,1,1,1,1,0.205,0.001,1794,0.96,491,"4,334",8.01,1.218,0.003,302,0.96,"4,334",8.01,A
N,1509,0.93,Çc,Çs,150,7,,1992,15,0,,0,"536,574","505,248","1,077,235","2,786,096","30,534",1,1,1,1,1,0.205,0.001,718,0.96,"1,226","4,738",3.51,1.218,0.008,121,0.96,"4,738",3.51,A
N,1510,0.93,Çc,Çs,200,22,,1985,22,0,,0,"133,758","505,248","1,077,235","2,786,096","96,930",1,1,1,1,1,0.205,0.004,226,0.96,"3,891","4,415",1.03,1.218,0.026,38,1.08,"4,967",1.16,A
N,1511,1.08,Çc,Çs,150,102,,1974,33,0,,0,"133,758","505,248","1,077,235","2,786,096","457,777",1,1,1,1,1,0.205,0.021,48,0.97,"18,376","4,811",0.24,1.218,0.124,8,3.05,"15,128",0.75,C
N,1512,1.08,Çc,Ç`,300,680,,1967,40,0,,0,"1,610,800","505,248","1,077,235","2,786,096","3,055,932",1,1,1,1,1,0.205,0.139,7,3.42,"122,669","30,901",0.23,1.218,0.828,1,21.48,"194,078",1.44,B
N,1513,0.93,Çc,Çs,100,2,,1995,12,0,,0,"133,758","505,248","1,077,235","2,786,096","10,505",1,1,1,1,1,0.205,0,2087,0.96,422,"4,332",9.32,1.218,0.003,351,0.96,"4,332",9.32,A
N,1514,0.93,Çc,ÇmÇr,150,10,,1998,9,0,,0,"536,574","505,248","1,077,235","2,786,096","45,812",1,1,1,1,1,0.205,0.002,478,0.96,"1,839","4,753",2.35,1.218,0.012,81,0.96,"4,753",2.35,A
N,1515,1.05,Çc,Çs,150,6,,1992,15,0,,0,"133,758","505,248","1,077,235","2,786,096","25,467",1,1,1,1,1,0.205,0.001,861,0.96,"1,022","4,347",3.86,1.218,0.007,145,0.96,"4,347",3.86,A
N,1516,1.08,Çc,Ç`,300,14,,1976,31,0,,0,"1,610,800","505,248","1,077,235","2,786,096","62,054",1,1,1,1,1,0.205,0.003,353,0.96,"2,491","5,800",2.11,1.218,0.017,60,0.96,"5,800",2.11,A
N,1517,0.93,Çc,ÇmÇr,200,413,,1998,9,0,,0,"536,574","505,248","1,077,235","2,786,096","1,855,363",1,1,1,1,1,0.205,0.085,12,2.19,"74,477","14,806",0.18,1.218,0.502,2,10.88,"73,554",0.9,C
N,1518,0.93,Çc,Ç`,300,178,,1969,38,0,,0,"1,610,800","505,248","1,077,235","2,786,096","802,242",1,1,1,1,1,0.205,0.037,27,1.27,"32,203","8,613",0.24,1.218,0.217,5,4.61,"31,263",0.88,C
N,1519,0.69,Çc,ÇjÇe,300,5,,1997,10,0,,0,0,"505,248","1,077,235","2,786,096","20,440",1,1,1,1,1,0.205,0.001,1072,0.96,820,"4,213",4.66,1.218,0.006,181,0.96,"4,213",4.66,A
N,1520,0.93,Çc,ÇjÇe,300,3,,1997,10,0,,0,0,"505,248","1,077,235","2,786,096","15,387",1,1,1,1,1,0.205,0.001,1425,0.96,618,"4,209",6.18,1.218,0.004,240,0.96,"4,209",6.18,A
