"1",1,0,0,0,0
"2",0.9966,0.00339999999999996,0,0,0
"3",0.96515,0.0343,0.00055000000000005,0,0
"4",0.8962,0.0995,0.00429978499999997,2.14999999999975e-07,0
"5",0.81705,0.1675,0.01544691,3.08999999999965e-06,0
"6",0.73335,0.2316,0.03502196,2.80400000000008e-05,0
"7",0.655,0.2824,0.06247167,0.00012833,0
"8",0.58575,0.31865,0.09511244,0.000478000000000001,9.55999999999895e-06
"9",0.5217,0.34875,0.1283127975,0.001204815,3.23874999999964e-05
"10",0.4668,0.36795,0.162358125,0.00275141249999999,0.000140462500000003
"11",0.41965,0.3773,0.19712094,0.00563463750000001,0.00029442249999999
"12",0.37865,0.3833,0.2274210675,0.0098195625,0.00080936999999999
"13",0.34435,0.3811,0.256951345,0.0158827175,0.00171593749999999
"14",0.315,0.3762,0.2824748,0.02317544,0.00314976
"15",0.28685,0.37225,0.303452135,0.03201051,0.00543735500000001
"16",0.2644,0.36305,0.3207469225,0.04284325,0.00895982750000001
"17",0.24285,0.35555,0.33411112,0.05393488,0.013554
"18",0.22425,0.3466,0.3442855875,0.0652951725,0.01956924
"19",0.20685,0.33685,0.351693225,0.077821965,0.02678481
"20",0.1922,0.3269,0.355866,0.090096615,0.034937385
"21",0.1784,0.31665,0.3579843025,0.10109099,0.0458747075
"22",0.16735,0.3069,0.3574837125,0.11030235,0.0579639375
"23",0.1574,0.2956,0.35524915,0.12135195,0.0703989
"24",0.14795,0.28625,0.34983414,0.13174653,0.08421933
"25",0.13865,0.27745,0.3439171,0.140573925,0.099408975
"26",0.13045,0.2678,0.33854455,0.147970325,0.115235125
"27",0.12405,0.2575,0.330932595,0.1558184775,0.1316989275
"28",0.11685,0.2501,0.322032535,0.16193419,0.149083275
"29",0.11005,0.2445,0.3131400675,0.1663647375,0.165945195
"30",0.10465,0.2362,0.30505462,0.169731125,0.184364255
"31",0.0987,0.22965,0.2975745325,0.1721103125,0.201965155
"32",0.0933,0.22345,0.289629675,0.1731697125,0.2204506125
"33",0.0889,0.21725,0.28211941,0.173115575,0.238615015
"34",0.08445,0.21135,0.27241977,0.17460639,0.25717384
"35",0.0809,0.20415,0.264745985,0.1739830825,0.2762209325
"36",0.0777,0.19865,0.2550504425,0.173893095,0.2947064625
"37",0.07515,0.19175,0.24837428,0.17059237,0.31413335
"38",0.07185,0.18685,0.240885435,0.168163905,0.33225066
"39",0.06895,0.1815,0.2326228425,0.1664001,0.3505270575
"40",0.06645,0.17635,0.22503984,0.16559964,0.36656052
"41",0.06395,0.17065,0.2177563,0.16352771,0.38411599
"42",0.06115,0.1667,0.211955175,0.15875404,0.401440785
"43",0.0592,0.162,0.20474652,0.15759018,0.4164633
"44",0.05755,0.15665,0.19931817,0.15464544,0.43183639
"45",0.0557,0.15245,0.19273629,0.1530250125,0.4460886975
"46",0.0538,0.1492,0.18677695,0.15019465,0.4600284
"47",0.0527,0.14355,0.1803213125,0.148131125,0.4752975625
"48",0.0511,0.13905,0.1750490775,0.1450846275,0.489716295
"49",0.04945,0.13515,0.17119323,0.14118651,0.50302026
"50",0.04795,0.13175,0.16602872,0.138753745,0.515517535
"51",0.04645,0.1285,0.16137978,0.1369170475,0.5267531725
"52",0.04505,0.1257,0.1562721625,0.13350925,0.5394685875
"53",0.04345,0.12255,0.1519548,0.1295619,0.5524833
"54",0.0427,0.1194,0.147847455,0.12727701,0.562775535
"55",0.04165,0.11645,0.14371233,0.124559105,0.573628565
"56",0.0404,0.11415,0.140429245,0.12056117,0.584459585
"57",0.0391,0.11165,0.1371114125,0.1168143375,0.59532425
"58",0.0379,0.10955,0.1338929775,0.11390068,0.6047563425
"59",0.037,0.1067,0.13127079,0.110848035,0.614181175
"60",0.03595,0.10415,0.12838307,0.107960445,0.623556485
"61",0.0352,0.10205,0.1254869875,0.1044358875,0.632827125
"62",0.0343,0.10075,0.1220011975,0.1015883775,0.641360425
"63",0.0336,0.09835,0.119356875,0.09843687,0.650256255
"64",0.0329,0.09615,0.116794395,0.0954996675,0.6586559375
"65",0.03225,0.09425,0.11434115,0.092722025,0.666436825
"66",0.03135,0.09245,0.11202217,0.08985431,0.67432352
"67",0.0309,0.09055,0.109730895,0.0877232175,0.6810958875
"68",0.0302,0.08845,0.1072162275,0.086284165,0.6878496075
"69",0.02945,0.087,0.10496574,0.08411396,0.6944703
"70",0.0284,0.0855,0.10305343,0.08196425,0.70108232
"71",0.02805,0.08335,0.10112268,0.08006286,0.70741446
"72",0.0272,0.0819,0.098667175,0.078800105,0.71343272
"73",0.0265,0.0806,0.09723681,0.076655465,0.719007725
"74",0.026,0.0789,0.095193885,0.075770215,0.7241359
"75",0.0251,0.07805,0.0934966125,0.073272645,0.7300807425
"76",0.0245,0.07665,0.091772585,0.07154846,0.735528955
"77",0.02395,0.07535,0.09025014,0.06908369,0.74136617
"78",0.02325,0.07345,0.088839555,0.067521675,0.74693877
"79",0.0225,0.07255,0.086784705,0.06606135,0.752103945
"80",0.022,0.07105,0.0852079525,0.064484145,0.7572579025
"81",0.0216,0.06965,0.0834686875,0.0638396875,0.761441625
"82",0.0211,0.06835,0.0816308075,0.062919005,0.7660001875
"83",0.0208,0.067,0.08045604,0.0615735,0.77017046
"84",0.0201,0.0663,0.07870664,0.06116552,0.77372784
"85",0.0197,0.0652,0.077005665,0.06012207,0.777972265
"86",0.01945,0.06365,0.07573594,0.05886498,0.78229908
"87",0.01895,0.06295,0.07473334,0.057518965,0.785847695
"88",0.01875,0.0618,0.0736019725,0.0567760375,0.78907199
