before,after,interval,const,x1,x2,x3
1,2,1,1,0,1,0
2,2,1,1,0,1,0
2,2,1,1,0,1,0
2,3,1,1,0,1,0
2,2,1,1,0,1,0
1,2,1,1,0,1,0
1,2,1,1,0,1,0
1,1,1,1,0,1,0
1,1,1,1,0,1,0
1,1,1,1,0,1,0
2,2,1,1,0,1,0
2,2,1,1,0,1,0
1,1,1,1,0,1,0
1,4,1,1,0,1,0
3,4,1,1,0,1,0
2,3,1,1,0,1,0
2,3,1,1,0,1,0
1,1,1,1,0,1,0
1,1,1,1,0,1,0
1,1,1,1,0,1,0
2,2,1,1,0,1,0
2,2,1,1,0,1,0
1,1,1,1,0,1,0
1,1,1,1,0,1,0
1,1,1,1,0,1,0
1,2,1,1,0,1,0
1,2,1,1,0,1,0
1,2,1,1,0,1,0
2,2,1,1,0,1,0
1,1,1,1,0,1,0
1,2,1,1,0,1,0
1,1,1,1,0,1,0
1,2,1,1,0,1,0
1,2,1,1,0,1,0
1,1,1,1,0,1,0
1,1,1,1,0,1,0
1,2,1,1,0,1,0
2,2,1,1,0,1,0
2,2,1,1,0,1,0
2,2,1,1,0,1,0
2,2,1,1,0,1,0
1,1,1,1,0,1,0
1,1,1,1,0,1,0
2,3,1,1,0,1,0
1,2,1,1,0,1,0
1,1,1,1,0,1,0
1,2,1,1,0,1,0
1,1,1,1,0,1,0
1,1,1,1,0,1,0
2,2,1,1,0,1,0
2,2,1,1,0,1,0
1,1,1,1,0,1,0
1,1,1,1,0,1,0
2,2,1,1,0,1,0
1,2,1,1,0,1,0
2,2,1,1,0,1,0
3,4,1,1,0,1,0
1,1,1,1,0,1,0
2,2,1,1,0,1,0
2,2,1,1,0,1,0
2,2,1,1,0,1,0
1,2,1,1,0,1,0
2,2,1,1,0,1,0
1,1,1,1,0,1,0
1,1,1,1,0,1,0
1,1,1,1,0,1,0
1,1,1,1,0,1,0
1,2,1,1,0,1,0
1,2,1,1,0,1,0
1,1,1,1,0,1,0
2,2,1,1,0,1,0
2,4,1,1,0,1,0
3,4,1,1,0,1,0
3,4,1,1,0,1,0
2,3,1,1,0,1,0
2,2,1,1,0,1,0
1,1,1,1,0,1,0
1,1,1,1,0,1,0
2,2,1,1,0,1,0
2,2,1,1,0,1,0
1,1,1,1,0,1,0
1,1,1,1,0,1,0
2,2,1,1,0,1,0
1,2,1,1,0,1,0
2,2,1,1,0,1,0
1,1,1,1,0,1,0
2,2,1,1,0,1,0
1,2,1,1,0,1,0
1,2,1,1,0,1,0
2,2,1,1,0,1,0
2,2,1,1,0,1,0
2,5,1,1,0,1,0
1,1,1,1,0,1,0
1,1,1,1,0,1,0
1,1,0.986,1,1,0,0
2,4,0.986,1,1,0,0
5,5,0.986,1,1,0,0
1,2,0.986,1,1,0,0
3,5,0.986,1,1,0,0
2,2,0.986,1,1,0,0
2,4,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
2,2,0.986,1,1,0,0
2,2,0.986,1,1,0,0
2,2,0.986,1,1,0,0
2,2,0.986,1,1,0,0
2,2,0.986,1,1,0,0
2,2,0.986,1,1,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,2,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
2,4,0.986,1,1,0,0
1,5,0.986,1,1,0,0
2,5,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,1,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,1,0,0
1,2,0.986,1,1,0,0
2,2,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
2,3,0.986,1,1,0,0
1,5,0.986,1,1,0,0
1,2,0.986,1,1,0,0
2,5,0.986,1,1,0,0
2,5,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,4,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,3,0.986,1,1,0,0
2,4,0.986,1,1,0,0
4,5,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,2,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,1,0.986,1,0,0,0
2,2,0.986,1,0,0,0
1,2,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,3,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,2,0.986,1,0,0,0
2,2,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,2,0.986,1,0,0,0
2,3,0.986,1,0,0,0
1,1,0.986,1,1,0,0
2,2,0.986,1,1,0,0
2,2,0.986,1,1,0,0
2,2,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,2,0.986,1,1,0,0
2,2,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,5,0.986,1,1,0,0
2,5,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,4,0.986,1,1,0,0
2,2,0.986,1,1,0,0
2,2,0.986,1,1,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,2,0.986,1,1,0,0
1,2,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,2,0.986,1,1,0,0
1,2,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
4,5,0.986,1,0,0,0
1,1,0.986,1,1,0,0
2,5,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,2,0.986,1,1,0,0
1,2,0.986,1,1,0,0
2,2,0.986,1,1,0,0
1,1,0.986,1,1,0,0
2,2,0.986,1,1,0,0
2,2,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
2,2,0.986,1,0,0,0
2,2,0.986,1,1,0,0
2,4,0.986,1,1,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,2,0.986,1,0,0,0
1,1,0.986,1,1,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.986,1,0,0,0
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
2,2,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,2,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,2,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
2,2,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,2,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
2,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
2,2,0.984,1,0,1,0
2,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
2,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,2,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,2,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,2,0.984,1,0,0,1
2,2,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
2,2,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,1,0.984,1,0,0,1
1,2,0.984,1,0,0,1
1,1,0.984,1,0,0,1
2,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
2,2,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,2,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
1,1,0.984,1,0,1,0
