ward,no.,Çãíl,material,joint,diameter,length(m),leakage year,construction year,ñÑê›îNêî,çXê∂îNìx,çXê∂éÌï ,éñåÃçáåvåèêî,ìπòHåí îÌäQäzÅiâ~Åj,ésñØìôÇ÷ÇÃîÌäQäzÅiâ~Åj,ífêÖîÌäQäzÅiâ~Åj,èCëUîÔópÅiâ~Åj,òRêÖëπé∏(â~Åj,äOñ ïÖêHï‚ê≥åWêî,ì‡ñ ïÖêHï‚ê≥åWêî,ïzê›îNìxï‚ê≥åWêî,åpéËï‚ê≥åWêî,å˚åaï‚ê≥åWêî,âﬂãéÇÃéñåÃóRL(ÇòÅj,éñåÃî≠ê∂ó\ë™éÆRN,RNÇÃãtêî,ï÷âvÇÃä∑éZåWêî,îÔópÅiêÁâ~Åj,ï÷âvÅiêÁâ~Åj,îÔópï÷âvî‰,âﬂãéÇÃéñåÃóRL(Çò+1Åj,éñåÃî≠ê∂ó\ë™éÆRN',RN'ÇÃãtêî,ï÷âvÇÃä∑éZåWêî(2),ï÷âv(2)ÅiêÁâ~Åj,îÔópï÷âvî‰(2),ÉâÉìÉN
Z,1756,0.86,Çc,Çs,100,57,,1986,21,0,,0,0,"505,248","1,077,235","2,786,096","255,075",1,1,1,1,1,0.205,0.012,86,0.96,"10,239","4,439",0.39,1.218,0.069,14,1.95,"9,016",0.8,C
Z,1757,1.04,Çc,Ç`,300,14,,1978,29,0,,0,0,"505,248","1,077,235","2,786,096","63,814",1,1,1,1,1,0.205,0.003,344,0.96,"2,562","4,255",1.51,1.218,0.017,58,0.96,"4,255",1.51,A
Z,1758,0.77,Çc,Çs,150,92,,1984,23,0,,0,0,"505,248","1,077,235","2,786,096","413,188",1,1,1,1,1,0.205,0.019,53,0.96,"16,586","4,590",0.25,1.218,0.112,9,2.77,"13,245",0.72,C
Z,1759,1.04,Çc,Çs,150,138,,1983,24,0,,0,"53,133","505,248","1,077,235","2,786,096","618,351",1,1,1,1,1,0.205,0.028,35,1.12,"24,821","5,645",0.21,1.218,0.167,6,3.92,"19,757",0.72,C
Z,1760,0.86,Çc,Çs,200,21,,1986,21,0,,0,0,"505,248","1,077,235","2,786,096","92,200",1,1,1,1,1,0.205,0.004,238,0.96,"3,701","4,282",1.05,1.218,0.025,40,1.05,"4,684",1.15,A
Z,1761,0.86,Çc,Çs,150,64,,1988,19,0,,0,"133,758","505,248","1,077,235","2,786,096","287,541",1,1,1,1,1,0.205,0.013,76,0.96,"11,542","4,598",0.36,1.218,0.078,13,2.06,"9,867",0.78,C
Z,1762,1.04,Çc,Ç`,300,118,,1977,30,0,,0,"133,758","505,248","1,077,235","2,786,096","528,852",1,1,1,1,1,0.205,0.024,41,1.04,"21,229","5,232",0.22,1.218,0.143,7,3.42,"17,207",0.74,C
Z,1763,0.77,Çc,Çs,200,332,,1983,24,0,,0,"133,758","505,248","1,077,235","2,786,096","1,494,182",1,1,1,1,1,0.205,0.068,15,1.85,"59,979","11,094",0.17,1.218,0.405,2,10.88,"65,242",0.99,C
Z,1764,0.86,Çc,Çj,150,18,,2006,1,0,,0,0,"505,248","1,077,235","2,786,096","80,374",1,1,1,1,1,0.205,0.004,273,0.96,"3,226","4,271",1.2,1.218,0.022,46,0.99,"4,404",1.24,A
Z,1765,0.86,Çc,Çs,150,5,,1985,22,0,,0,0,"505,248","1,077,235","2,786,096","22,158",1,1,1,1,1,0.205,0.001,989,0.96,889,"4,215",4.3,1.218,0.006,167,0.96,"4,215",4.3,A
Z,1766,0.86,Çc,Ç`,200,157,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","707,032",1,1,1,1,1,0.205,0.032,31,1.19,"28,381","9,555",0.31,1.218,0.191,5,4.61,"37,017",1.18,B
Z,1767,0.87,Çc,Çs,200,5,,1985,22,0,,0,0,"505,248","1,077,235","2,786,096","23,634",1,1,1,1,1,0.205,0.001,928,0.96,949,"4,217",4.03,1.218,0.006,156,0.96,"4,217",4.03,A
Z,1768,0.87,Çc,Çj,300,2,,1996,11,0,,0,"536,574","505,248","1,077,235","2,786,096","10,458",1,1,1,1,1,0.205,0,2096,0.96,420,"4,719",10.2,1.218,0.003,353,0.96,"4,719",10.2,A
Z,1769,0.87,Çc,Çs,200,5,,1975,32,0,,0,"2,954,136","505,248","1,077,235","2,786,096","20,351",1,1,1,1,1,0.205,0.001,1077,0.96,817,"7,049",7.83,1.218,0.006,181,0.96,"7,049",7.83,A
Z,1770,0.87,Çc,Çj,100,4,,1998,9,0,,0,"2,954,136","505,248","1,077,235","2,786,096","16,556",1,1,1,1,1,0.205,0.001,1324,0.96,665,"7,046",9.61,1.218,0.004,223,0.96,"7,046",9.61,A
Z,1771,1.04,Çc,Çs,150,130,,1978,29,0,,0,"2,954,136","505,248","1,077,235","2,786,096","583,427",1,1,1,1,1,0.205,0.027,38,1.08,"23,420","8,539",0.33,1.218,0.158,6,3.92,"30,992",1.2,B
Z,1772,1.04,Çc,Çs,100,23,,1978,29,0,,0,0,"505,248","1,077,235","2,786,096","101,398",1,1,1,1,1,0.205,0.005,216,0.96,"4,070","4,291",0.96,1.218,0.027,36,1.11,"4,962",1.11,B
Z,1773,0.87,Çc,Çs,150,6,,1975,32,0,,0,"2,954,136","505,248","1,077,235","2,786,096","29,038",1,1,1,1,1,0.205,0.001,755,0.96,"1,166","7,058",5.49,1.218,0.008,127,0.96,"7,058",5.49,A
Z,1774,1.04,Çc,Çs,100,139,,1989,18,0,,0,0,"505,248","1,077,235","2,786,096","625,029",1,1,1,1,1,0.205,0.029,35,1.12,"25,090","5,593",0.2,1.218,0.169,6,3.92,"19,575",0.71,C
Z,1775,0.77,Çc,Ç`,300,13,,1984,23,0,,0,0,"505,248","1,077,235","2,786,096","59,080",1,1,1,1,1,0.205,0.003,371,0.96,"2,372","4,251",1.63,1.218,0.016,62,0.96,"4,251",1.63,A
Z,1776,0.77,Çc,Çs,150,119,,1983,24,0,,0,"133,758","505,248","1,077,235","2,786,096","536,614",1,1,1,1,1,0.205,0.024,41,1.04,"21,540","5,241",0.22,1.218,0.145,7,3.42,"17,233",0.73,C
Z,1777,0.87,Çc,Çs,200,77,,1987,20,0,,0,0,"505,248","1,077,235","2,786,096","346,090",1,1,1,1,1,0.205,0.016,63,0.96,"13,893","4,526",0.3,1.218,0.094,11,2.35,"11,079",0.72,C
Z,1778,0.77,Çc,Ç`,300,2,,1986,21,0,,0,0,"505,248","1,077,235","2,786,096","10,192",1,1,1,1,1,0.205,0,2151,0.96,409,"4,204",9.33,1.218,0.003,362,0.96,"4,204",9.33,A
Z,1779,0.87,Çc,Ç`,300,112,,1984,23,0,,0,"2,954,136","505,248","1,077,235","2,786,096","502,639",1,1,1,1,1,0.205,0.023,44,1.01,"20,177","7,904",0.36,1.218,0.136,7,3.42,"26,763",1.2,B
Z,1780,0.87,Çc,Çs,150,123,,1976,31,0,,0,"2,954,136","505,248","1,077,235","2,786,096","553,913",1,1,1,1,1,0.205,0.025,40,1.05,"22,235","8,270",0.34,1.218,0.15,7,3.42,"26,938",1.1,B
Z,1781,0.87,Çc,Çs,100,3,,1996,11,0,,0,"536,574","505,248","1,077,235","2,786,096","12,606",1,1,1,1,1,0.205,0.001,1739,0.96,506,"4,721",8.47,1.218,0.003,293,0.96,"4,721",8.47,A
Z,1782,0.87,Çc,Çs,100,2,,1996,11,0,,0,0,"505,248","1,077,235","2,786,096","7,786",1,1,1,1,1,0.205,0,2815,0.96,313,"4,201",12.18,1.218,0.002,474,0.96,"4,201",12.18,A
Z,1783,0.87,Çc,Çs,150,69,,1994,13,0,,0,0,"505,248","1,077,235","2,786,096","310,292",1,1,1,1,1,0.205,0.014,71,0.96,"12,456","4,492",0.33,1.218,0.084,12,2.19,"10,247",0.75,C
Z,1784,0.87,Çc,Çs,150,28,,1980,27,0,,0,0,"505,248","1,077,235","2,786,096","127,031",1,1,1,1,1,0.205,0.006,173,0.96,"5,099","4,316",0.77,1.218,0.034,29,1.23,"5,530",0.98,C
Z,1785,0.77,Çc,Çs,300,23,,1984,23,0,,0,0,"505,248","1,077,235","2,786,096","102,887",1,1,1,1,1,0.205,0.005,213,0.96,"4,130","4,293",0.94,1.218,0.028,36,1.11,"4,963",1.09,B
Z,1786,0.77,Çc,Çs,200,62,1986,1984,23,0,,1,0,"505,248","1,077,235","2,786,096","280,044",1,1,1,1,1,1.218,0.076,13,2.06,"11,241","9,576",0.77,1.746,0.109,9,2.77,"12,877",1.04,B
Z,1787,0.99,Çc,Çs,150,6,,1973,34,0,,0,"133,758","505,248","1,077,235","2,786,096","28,116",1,1,1,1,1,0.205,0.001,780,0.96,"1,129","4,349",3.5,1.218,0.008,131,0.96,"4,349",3.5,A
Z,1788,0.96,Çc,Ç`,200,5,,1973,34,0,,0,"536,574","505,248","1,077,235","2,786,096","20,321",1,1,1,1,1,0.205,0.001,1079,0.96,816,"4,728",5.26,1.218,0.006,182,0.96,"4,728",5.26,A
Z,1789,0.87,Çc,Çs,200,5,,1973,34,0,,0,"536,574","505,248","1,077,235","2,786,096","24,228",1,1,1,1,1,0.205,0.001,905,0.96,973,"4,732",4.41,1.218,0.007,152,0.96,"4,732",4.41,A
Z,1790,0.99,Çc,Çs,150,20,,1976,31,0,,0,"133,758","505,248","1,077,235","2,786,096","89,975",1,1,1,1,1,0.205,0.004,244,0.96,"3,612","4,409",1.11,1.218,0.024,41,1.04,"4,776",1.2,A
Z,1791,0.99,Çc,Çs,150,363,,1987,20,0,,0,"536,574","505,248","1,077,235","2,786,096","1,631,651",1,1,1,1,1,0.205,0.074,13,2.06,"65,497","13,466",0.19,1.218,0.442,2,10.88,"71,120",0.99,C
Z,1792,0.99,Çc,Çs,150,225,,1979,28,0,,0,"133,758","505,248","1,077,235","2,786,096","1,011,672",1,1,1,1,1,0.205,0.046,22,1.43,"40,610","7,885",0.18,1.218,0.274,4,5.66,"31,209",0.7,C
Z,1793,0.99,Çc,Çs,150,30,,1993,14,0,,0,"133,758","505,248","1,077,235","2,786,096","136,604",1,1,1,1,1,0.205,0.006,160,0.96,"5,483","4,453",0.74,1.218,0.037,27,1.27,"5,891",0.97,C
Z,1794,0.75,Çc,Çs,150,112,,1973,34,0,,0,"133,758","505,248","1,077,235","2,786,096","505,499",1,1,1,1,1,0.205,0.023,43,1.02,"20,291","5,108",0.23,1.218,0.137,7,3.42,"17,127",0.77,C
Z,1795,0.99,Çc,Çs,150,30,,1974,33,0,,0,"133,758","505,248","1,077,235","2,786,096","136,709",1,1,1,1,1,0.205,0.006,160,0.96,"5,488","4,453",0.74,1.218,0.037,27,1.27,"5,892",0.97,C
Z,1796,0.99,Çc,Çs,150,36,,1993,14,0,,0,"133,758","505,248","1,077,235","2,786,096","161,291",1,1,1,1,1,0.205,0.007,136,0.96,"6,474","4,477",0.63,1.218,0.044,23,1.39,"6,482",0.91,C
Z,1797,0.99,Çc,Çs,150,33,1993,1973,34,0,,1,0,"505,248","1,077,235","2,786,096","147,845",1,1,1,1,1,1.218,0.04,25,1.32,"5,935","5,962",0.91,1.746,0.057,17,1.69,"7,633",1.17,B
Z,1798,0.87,Çc,Çs,150,108,,1976,31,0,,0,"53,133","505,248","1,077,235","2,786,096","483,859",1,1,1,1,1,0.205,0.022,45,1,"19,423","4,906",0.23,1.218,0.131,8,3.05,"14,962",0.7,C
Z,1799,0.99,Çc,Çs,150,21,,1993,14,0,,0,0,"505,248","1,077,235","2,786,096","96,612",1,1,1,1,1,0.205,0.004,227,0.96,"3,878","4,287",1,1.218,0.026,38,1.08,"4,822",1.13,A
Z,1800,0.75,Çc,Ç`,150,110,,1969,38,0,,0,"133,758","505,248","1,077,235","2,786,096","495,520",1,1,1,1,1,0.205,0.023,44,1.01,"19,891","5,048",0.23,1.218,0.134,7,3.42,"17,093",0.78,C
Z,1801,0.99,Çc,Çj,75,4,,1996,11,0,,0,0,"505,248","1,077,235","2,786,096","18,330",1,1,1,1,1,0.205,0.001,1196,0.96,736,"4,211",5.19,1.218,0.005,201,0.96,"4,211",5.19,A
Z,1802,0.99,Çc,Çj,75,3,,1996,11,0,,0,0,"505,248","1,077,235","2,786,096","12,463",1,1,1,1,1,0.205,0.001,1759,0.96,500,"4,206",7.63,1.218,0.003,296,0.96,"4,206",7.63,A
Z,1803,0.75,Çc,Çs,200,141,,1987,20,0,,0,"536,574","505,248","1,077,235","2,786,096","632,651",1,1,1,1,1,0.205,0.029,35,1.12,"25,396","6,202",0.22,1.218,0.171,6,3.92,"21,708",0.78,C
Z,1804,1.02,Çc,Çs,150,10,,1980,27,0,,0,"536,574","505,248","1,077,235","2,786,096","47,065",1,1,1,1,1,0.205,0.002,466,0.96,"1,889","4,754",2.28,1.218,0.013,78,0.96,"4,754",2.28,A
Z,1805,1.02,Çc,Çs,150,1,,1987,20,0,,0,"536,574","505,248","1,077,235","2,786,096","6,022",1,1,1,1,1,0.205,0,3640,0.96,242,"4,715",17.68,1.218,0.002,613,0.96,"4,715",17.68,A
Z,1806,0.96,Çc,Çs,150,191,,1976,31,0,,0,0,"505,248","1,077,235","2,786,096","860,056",1,1,1,1,1,0.205,0.039,25,1.32,"34,524","6,902",0.18,1.218,0.233,4,5.66,"29,594",0.78,C
Z,1807,1.02,Çc,Ç`,300,159,,1980,27,0,,0,"536,574","505,248","1,077,235","2,786,096","715,837",1,1,1,1,1,0.205,0.033,31,1.19,"28,735","6,689",0.21,1.218,0.194,5,4.61,"25,913",0.82,C
Z,1808,1.02,Çc,Çs,200,148,,1987,20,0,,0,"536,574","505,248","1,077,235","2,786,096","663,928",1,1,1,1,1,0.205,0.03,33,1.15,"26,651","6,404",0.22,1.218,0.18,6,3.92,"21,831",0.74,C
Z,1809,1.02,Çc,Çs,150,21,,1987,20,0,,0,"536,574","505,248","1,077,235","2,786,096","93,163",1,1,1,1,1,0.205,0.004,235,0.96,"3,740","4,798",1.16,1.218,0.025,40,1.05,"5,248",1.27,A
Z,1810,0.96,Çc,Çs,150,4,,1987,20,0,,0,"536,574","505,248","1,077,235","2,786,096","19,696",1,1,1,1,1,0.205,0.001,1113,0.96,791,"4,728",5.42,1.218,0.005,187,0.96,"4,728",5.42,A
Z,1811,0.75,Çc,Çj,150,10,,1998,9,0,,0,"133,758","505,248","1,077,235","2,786,096","44,481",1,1,1,1,1,0.205,0.002,493,0.96,"1,786","4,365",2.22,1.218,0.012,83,0.96,"4,365",2.22,A
Z,1812,0.96,Çc,Çs,150,45,,1993,14,0,,0,0,"505,248","1,077,235","2,786,096","200,742",1,1,1,1,1,0.205,0.009,109,0.96,"8,058","4,387",0.49,1.218,0.054,18,1.63,"7,448",0.84,C
Z,1813,0.96,Çc,Çj,300,143,,1987,20,0,,0,"536,574","505,248","1,077,235","2,786,096","643,925",1,1,1,1,1,0.205,0.029,34,1.14,"25,848","6,326",0.22,1.218,0.174,6,3.92,"21,752",0.76,C
Z,1814,0.96,Çc,Çs,150,66,,1993,14,0,,0,0,"505,248","1,077,235","2,786,096","296,241",1,1,1,1,1,0.205,0.014,74,0.96,"11,892","4,478",0.34,1.218,0.08,12,2.19,"10,216",0.78,C
Z,1815,1.02,Çc,Çs,150,160,,1980,27,0,,0,"536,574","505,248","1,077,235","2,786,096","718,814",1,1,1,1,1,0.205,0.033,30,1.21,"28,854","6,805",0.21,1.218,0.195,5,4.61,"25,926",0.82,C
Z,1816,0.96,Çc,Çs,150,99,,1976,31,0,,0,0,"505,248","1,077,235","2,786,096","445,698",1,1,1,1,1,0.205,0.02,49,0.96,"17,891","4,622",0.23,1.218,0.121,8,3.05,"14,684",0.74,C
Z,1817,0.87,Çc,Çs,75,142,,1989,18,0,,0,"53,133","505,248","1,077,235","2,786,096","639,037",1,1,1,1,1,0.205,0.029,34,1.14,"25,652","5,769",0.2,1.218,0.173,6,3.92,"19,838",0.7,C
Z,1818,0.96,Çc,Çs,100,2,,1987,20,0,,0,"536,574","505,248","1,077,235","2,786,096","11,218",1,1,1,1,1,0.205,0.001,1954,0.96,450,"4,720",9.52,1.218,0.003,329,0.96,"4,720",9.52,A
Z,1819,1.02,Çc,Çj,75,3,,1998,9,0,,0,"53,133","505,248","1,077,235","2,786,096","13,980",1,1,1,1,1,0.205,0.001,1568,0.96,561,"4,258",6.89,1.218,0.004,264,0.96,"4,258",6.89,A
Z,1820,1.02,Çc,Çj,75,5,,1998,9,0,,0,"53,133","505,248","1,077,235","2,786,096","21,738",1,1,1,1,1,0.205,0.001,1008,0.96,873,"4,266",4.43,1.218,0.006,170,0.96,"4,266",4.43,A
Z,1821,1.02,Çc,Çs,100,5,,1981,26,0,,0,"53,133","505,248","1,077,235","2,786,096","23,971",1,1,1,1,1,0.205,0.001,914,0.96,962,"4,268",4.03,1.218,0.006,154,0.96,"4,268",4.03,A
Z,1822,0.96,Çc,Çs,100,6,,1986,21,0,,0,0,"505,248","1,077,235","2,786,096","25,286",1,1,1,1,1,0.205,0.001,867,0.96,"1,015","4,218",3.77,1.218,0.007,146,0.96,"4,218",3.77,A
Z,1823,0.96,Çc,Çs,100,3,,1986,21,0,,0,0,"505,248","1,077,235","2,786,096","15,247",1,1,1,1,1,0.205,0.001,1438,0.96,612,"4,208",6.24,1.218,0.004,242,0.96,"4,208",6.24,A
Z,1824,0,Çc,Ç`,100,4,,1976,31,0,,0,0,"505,248","1,077,235","2,786,096","16,217",1,1,1,1,1,0.205,0.001,1352,0.96,651,"4,209",5.87,1.218,0.004,228,0.96,"4,209",5.87,A
Z,1825,0.92,Çc,Çj,300,8,,1990,17,0,,0,"536,574","505,248","1,077,235","2,786,096","36,702",1,1,1,1,1,0.205,0.002,597,0.96,"1,473","4,744",2.92,1.218,0.01,101,0.96,"4,744",2.92,A
Z,1826,0.92,Çc,Çs,100,13,,1990,17,0,,0,"536,574","505,248","1,077,235","2,786,096","57,587",1,1,1,1,1,0.205,0.003,381,0.96,"2,312","4,764",1.87,1.218,0.016,64,0.96,"4,764",1.87,A
Z,1827,0.92,Çc,Çj,250,3,,1990,17,0,,0,"536,574","505,248","1,077,235","2,786,096","11,385",1,1,1,1,1,0.205,0.001,1925,0.96,457,"4,720",9.37,1.218,0.003,324,0.96,"4,720",9.37,A
Z,1828,0.92,Çc,ÇmÇr,300,95,,2003,4,0,,0,"536,574","505,248","1,077,235","2,786,096","426,581",1,1,1,1,1,0.205,0.019,51,0.96,"17,124","5,118",0.27,1.218,0.116,9,2.77,"14,769",0.78,C
Z,1829,1.02,Çc,Çj,75,1,,1996,11,0,,0,"536,574","505,248","1,077,235","2,786,096","4,948",1,1,1,1,1,0.205,0,4430,0.96,199,"4,714",21.5,1.218,0.001,746,0.96,"4,714",21.5,A
Z,1830,0.92,Çc,Çj,300,112,,1990,17,0,,0,"536,574","505,248","1,077,235","2,786,096","505,117",1,1,1,1,1,0.205,0.023,43,1.02,"20,276","5,518",0.25,1.218,0.137,7,3.42,"18,503",0.83,C
Z,1831,0.72,Çc,Çs,150,91,,1983,24,0,,0,"133,758","505,248","1,077,235","2,786,096","410,602",1,1,1,1,1,0.205,0.019,53,0.96,"16,482","4,716",0.26,1.218,0.111,9,2.77,"13,609",0.75,C
Z,1832,0.72,Çc,Çs,150,42,,1982,25,0,,0,"536,574","505,248","1,077,235","2,786,096","189,640",1,1,1,1,1,0.205,0.009,116,0.96,"7,612","4,891",0.58,1.218,0.051,19,1.58,"8,050",0.96,C
Z,1833,0.72,Çc,Çs,200,4,,1982,25,0,,0,"2,954,136","505,248","1,077,235","2,786,096","19,996",1,1,1,1,1,0.205,0.001,1096,0.96,803,"7,049",7.97,1.218,0.005,185,0.96,"7,049",7.97,A
Z,1834,1.05,Çc,Ç`,300,84,,1981,26,0,,0,"2,954,136","505,248","1,077,235","2,786,096","377,915",1,1,1,1,1,0.205,0.017,58,0.96,"15,170","7,393",0.44,1.218,0.102,10,2.53,"19,483",1.17,B
Z,1835,1.09,Çc,Çs,150,1245,,1981,26,0,,0,"2,954,136","505,248","1,077,235","2,786,096","5,596,876",1,1,1,1,1,0.205,0.255,4,5.66,"224,667","73,125",0.3,1.218,1.516,1,21.48,"277,513",1.12,B
Z,1836,1.13,Çc,Çs,150,399,,1981,26,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,792,320",1,1,1,1,1,0.205,0.082,12,2.19,"71,946","19,962",0.25,1.218,0.485,2,10.88,"99,172",1.25,B
Z,1837,1.13,Çc,Çs,150,119,,1981,26,0,,0,"2,954,136","505,248","1,077,235","2,786,096","534,284",1,1,1,1,1,0.205,0.024,41,1.04,"21,447","8,171",0.35,1.218,0.145,7,3.42,"26,871",1.14,B
Z,1838,1.13,Çc,Çs,100,2,,1973,34,0,,0,"53,133","505,248","1,077,235","2,786,096","8,590",1,1,1,1,1,0.205,0,2552,0.96,345,"4,253",11.19,1.218,0.002,430,0.96,"4,253",11.19,A
Z,1839,1.13,Çc,Çj,75,10,,2000,7,0,,0,"53,133","505,248","1,077,235","2,786,096","46,356",1,1,1,1,1,0.205,0.002,473,0.96,"1,861","4,289",2.09,1.218,0.013,80,0.96,"4,289",2.09,A
Z,1840,1.13,Çc,Çs,100,68,,1973,34,0,,0,0,"505,248","1,077,235","2,786,096","306,960",1,1,1,1,1,0.205,0.014,71,0.96,"12,322","4,489",0.33,1.218,0.083,12,2.19,"10,239",0.75,C
Z,1841,1.13,Çc,Çs,100,74,,1986,21,0,,0,0,"505,248","1,077,235","2,786,096","333,261",1,1,1,1,1,0.205,0.015,66,0.96,"13,378","4,514",0.31,1.218,0.09,11,2.35,"11,049",0.75,C
Z,1842,0.95,Çc,Çs,150,385,,1981,26,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,729,528",1,1,1,1,1,0.205,0.079,13,2.06,"69,426","18,648",0.24,1.218,0.468,2,10.88,"98,488",1.29,B
Z,1843,0.93,Çc,Ç`,300,117,,1981,26,0,,0,"133,758","505,248","1,077,235","2,786,096","525,659",1,1,1,1,1,0.205,0.024,42,1.03,"21,101","5,179",0.22,1.218,0.142,7,3.42,"17,196",0.74,C
Z,1844,1.05,Çc,Çj,75,6,,1998,9,0,,0,"53,133","505,248","1,077,235","2,786,096","27,997",1,1,1,1,1,0.205,0.001,783,0.96,"1,124","4,272",3.45,1.218,0.008,132,0.96,"4,272",3.45,A
Z,1845,1.05,Çc,Çj,75,5,,1998,9,0,,0,"53,133","505,248","1,077,235","2,786,096","22,564",1,1,1,1,1,0.205,0.001,971,0.96,906,"4,267",4.27,1.218,0.006,164,0.96,"4,267",4.27,A
Z,1846,1.05,Çc,Çj,75,4,,1999,8,0,,0,"133,758","505,248","1,077,235","2,786,096","18,080",1,1,1,1,1,0.205,0.001,1212,0.96,726,"4,340",5.42,1.218,0.005,204,0.96,"4,340",5.42,A
Z,1847,0.93,Çc,Çj,75,4,,1999,8,0,,0,"133,758","505,248","1,077,235","2,786,096","19,384",1,1,1,1,1,0.205,0.001,1131,0.96,778,"4,341",5.06,1.218,0.005,190,0.96,"4,341",5.06,A
Z,1848,0.93,Çc,Ç`,75,2,,1983,24,0,,0,0,"505,248","1,077,235","2,786,096","8,205",1,1,1,1,1,0.205,0,2672,0.96,329,"4,202",11.59,1.218,0.002,450,0.96,"4,202",11.59,A
Z,1849,0.93,Çc,Ç`,100,9,,1983,24,0,,0,"53,133","505,248","1,077,235","2,786,096","41,414",1,1,1,1,1,0.205,0.002,529,0.96,"1,662","4,285",2.34,1.218,0.011,89,0.96,"4,285",2.34,A
Z,1850,0.93,Çc,Ç`,100,3,,1983,24,0,,0,"53,133","505,248","1,077,235","2,786,096","12,773",1,1,1,1,1,0.205,0.001,1716,0.96,513,"4,257",7.53,1.218,0.003,289,0.96,"4,257",7.53,A
Z,1851,1.05,Çc,Çj,75,2,,1998,9,0,,0,"133,758","505,248","1,077,235","2,786,096","7,601",1,1,1,1,1,0.205,0,2884,0.96,305,"4,330",12.88,1.218,0.002,486,0.96,"4,330",12.88,A
Z,1852,0.93,Çc,Çj,300,8,,1999,8,0,,0,"133,758","505,248","1,077,235","2,786,096","36,772",1,1,1,1,1,0.205,0.002,596,0.96,"1,476","4,358",2.68,1.218,0.01,100,0.96,"4,358",2.68,A
Z,1853,0.93,Çc,Çj,75,5,,1999,8,0,,0,"133,758","505,248","1,077,235","2,786,096","23,620",1,1,1,1,1,0.205,0.001,928,0.96,948,"4,345",4.16,1.218,0.006,156,0.96,"4,345",4.16,A
Z,1854,0.93,Çc,ÇmÇr,150,93,,1999,8,0,,0,"133,758","505,248","1,077,235","2,786,096","418,238",1,1,1,1,1,0.205,0.019,52,0.96,"16,789","4,724",0.26,1.218,0.113,9,2.77,"13,630",0.74,C
Z,1855,1.04,Çc,Çs,100,0,,1979,28,0,,0,"133,758","505,248","1,077,235","2,786,096","2,064",1,1,1,1,1,0.205,0,10619,0.96,83,"4,324",47.27,1.218,0.001,1789,0.96,"4,324",47.27,A
Z,1856,1.04,Çc,Çs,150,163,,1993,14,0,,0,"2,954,136","505,248","1,077,235","2,786,096","731,496",1,1,1,1,1,0.205,0.033,30,1.21,"29,363","9,746",0.3,1.218,0.198,5,4.61,"37,130",1.15,B
Z,1857,1.13,Çc,Çs,200,420,1995,1986,21,0,,1,"2,954,136","505,248","1,077,235","2,786,096","1,886,653",1,1,1,1,1,1.218,0.511,2,10.88,"75,733","100,198",1.2,1.746,0.733,1,21.48,"197,817",2.37,A
Z,1858,0.97,Çc,Ç`,300,12,,1964,43,0,,0,"2,954,136","505,248","1,077,235","2,786,096","52,494",1,1,1,1,1,0.205,0.002,418,0.96,"2,107","7,080",3.05,1.218,0.014,70,0.96,"7,080",3.05,A
Z,1859,1.13,Çc,Çs,150,7,,1986,21,0,,0,"2,954,136","505,248","1,077,235","2,786,096","31,294",1,1,1,1,1,0.205,0.001,700,0.96,"1,256","7,060",5.1,1.218,0.008,118,0.96,"7,060",5.1,A
Z,1860,1.13,Çc,Ç`,100,110,,1968,39,0,,0,"53,133","505,248","1,077,235","2,786,096","494,737",1,1,1,1,1,0.205,0.023,44,1.01,"19,859","4,966",0.23,1.218,0.134,7,3.42,"16,814",0.77,C
Z,1861,1.13,Çc,Çs,100,16,,1983,24,0,,0,"53,133","505,248","1,077,235","2,786,096","70,016",1,1,1,1,1,0.205,0.003,313,0.96,"2,811","4,312",1.39,1.218,0.019,53,0.96,"4,312",1.39,A
Z,1862,1.13,Çc,Ç`,100,42,,1968,39,0,,0,"53,133","505,248","1,077,235","2,786,096","190,680",1,1,1,1,1,0.205,0.009,115,0.96,"7,654","4,428",0.52,1.218,0.052,19,1.58,"7,288",0.86,C
Z,1863,1.13,Çc,Çs,100,44,,1973,34,0,,0,"53,133","505,248","1,077,235","2,786,096","198,242",1,1,1,1,1,0.205,0.009,111,0.96,"7,958","4,435",0.51,1.218,0.054,19,1.58,"7,300",0.83,C
Z,1864,1.13,Çc,Ç`,100,101,,1969,38,0,,0,"53,133","505,248","1,077,235","2,786,096","456,396",1,1,1,1,1,0.205,0.021,48,0.97,"18,320","4,732",0.23,1.218,0.124,8,3.05,"14,878",0.74,C
Z,1865,1.13,Çc,Çs,100,21,,1974,33,0,,0,"133,758","505,248","1,077,235","2,786,096","93,460",1,1,1,1,1,0.205,0.004,235,0.96,"3,752","4,412",1.07,1.218,0.025,40,1.05,"4,826",1.17,A
Z,1866,0.97,Çc,Çs,150,17,,1976,31,0,,0,"536,574","505,248","1,077,235","2,786,096","75,962",1,1,1,1,1,0.205,0.003,289,0.96,"3,049","4,782",1.42,1.218,0.021,49,0.96,"4,782",1.42,A
Z,1867,0.97,Çc,Çs,150,4,,1986,21,0,,0,"2,954,136","505,248","1,077,235","2,786,096","18,334",1,1,1,1,1,0.205,0.001,1196,0.96,736,"7,047",8.69,1.218,0.005,201,0.96,"7,047",8.69,A
