1	2	5	1	1	0.09375	0.384661061
1	1	5	1	1	0.09375	0.384661061
1	2	5	1	1	0.09375	0.384661061
1	1	5	1	1	0.09375	0.384661061
1	2	5	1	1	0.09375	0.384661061
1	1	5	1	1	0.09375	0.384661061
1	1	5	1	1	0.09375	0.384661061
1	1	5	1	1	0.09375	0.384661061
1	1	5	1	1	0.09375	0.384661061
1	1	4	1	1	0.094043887	0.312526721
1	1	5	1	1	0.107142857	0.384661061
1	2	5	1	1	0.107142857	0.384661061
1	1	4	1	1	0.12	0.245950311
1	1	4	1	1	0.123966942	0.191131063
1	1	4	1	1	0.133928571	0.245950311
1	1	4	1	1	0.138888889	0.245950311
1	1	4	1	1	0.142180095	0.245950311
1	1	4	1	1	0.145631068	0.312526721
1	1	4	1	1	0.152284264	0.245950311
1	1	4	1	1	0.15625	0.312526721
1	1	4	1	1	0.157068063	0.143247352
1	2	2	1	1	0.157894737	0.073986984
1	1	2	1	1	0.157894737	0.073986984
1	2	2	1	1	0.157894737	0.073986984
1	1	2	1	1	0.157894737	0.073986984
1	2	2	1	1	0.157894737	0.073986984
1	2	2	1	1	0.157894737	0.073986984
1	2	2	1	1	0.157894737	0.073986984
1	2	2	1	1	0.157894737	0.073986984
1	2	2	1	1	0.157894737	0.073986984
1	2	2	1	1	0.157894737	0.073986984
1	1	4	1	1	0.158730159	0.191131063
1	1	4	1	1	0.164835165	0.312526721
1	1	4	1	1	0.165745856	0.191131063
1	1	4	1	1	0.165745856	0.312526721
1	1	4	1	1	0.166666667	0.245950311
1	1	6	1	1	0.166666667	0.143247352
1	1	4	1	1	0.167597765	0.312526721
1	1	4	1	1	0.169491525	0.191131063
1	1	4	1	1	0.170454545	0.312526721
1	1	4	1	1	0.171428571	0.143247352
1	1	4	1	1	0.174418605	0.191131063
1	1	2	1	1	0.176470588	0.13897202
1	1	2	1	1	0.176470588	0.13897202
1	1	2	1	1	0.176470588	0.13897202
1	1	2	1	1	0.176470588	0.13897202
