P,,
beta,-1.986350264,0.00E+00
beta,1.00E+00,0.00E+00
beta,0.00E+00,1.00E+00
Q,,
beta,-2.309931999,0.00E+00
beta,1.00E+00,0.00E+00
beta,0.00E+00,1.00E+00
R,,
beta,-3.317339824,0.00E+00
beta,1.00E+00,0.00E+00
beta,0.00E+00,1.00E+00
S,,
beta,-2.510716204,0.00E+00
beta,1.00E+00,0.00E+00
beta,0.00E+00,1.00E+00
