inspect1,inspect2,interval,x0,x1,x2
1,5,4,1,0.0625,0.041181457
1,5,4,1,0.0625,0.041181457
1,4,4,1,0.0625,0.041181457
1,4,4,1,0.0625,0.041181457
1,4,4,1,0.0625,0.041181457
1,4,4,1,0.0625,0.041181457
1,4,4,1,0.0625,0.041181457
1,3,4,1,0.0625,0.041181457
1,4,4,1,0.0625,0.041181457
1,3,4,1,0.0625,0.041181457
1,4,4,1,0.0625,0.041181457
1,4,11,1,0.0625,0.041181457
1,4,11,1,0.0625,0.041181457
1,4,11,1,0.0625,0.041181457
1,5,11,1,0.0625,0.041181457
1,4,11,1,0.0625,0.041181457
1,5,7,1,0.0625,0.041181457
1,3,7,1,0.0625,0.041181457
1,3,7,1,0.0625,0.041181457
1,3,7,1,0.0625,0.041181457
1,3,7,1,0.46875,0.014348815
1,3,7,1,0.46875,0.014348815
1,3,7,1,0.46875,0.014348815
1,3,7,1,0.46875,0.014348815
1,3,7,1,0.46875,0.014348815
1,2,7,1,0.46875,0.014348815
1,3,7,1,0.46875,0.014348815
1,3,7,1,0.46875,0.014348815
1,2,7,1,0.46875,0.014348815
1,2,7,1,0.46875,0.014348815
1,2,7,1,0.46875,0.014348815
1,2,6,1,0.15625,0.014348815
1,2,6,1,0.15625,0.014348815
1,2,6,1,0.15625,0.014348815
1,3,7,1,0.15625,0.014348815
1,2,7,1,0.09375,0.015026993
1,3,7,1,0.09375,0.015026993
1,3,7,1,0.09375,0.015026993
1,3,7,1,0.09375,0.015026993
1,2,7,1,0.09375,0.015026993
1,1,7,1,0.15625,0.09523937
1,1,7,1,0.15625,0.09523937
1,1,7,1,0.15625,0.09523937
1,1,4,1,0.15625,0.09523937
1,1,7,1,0.15625,0.09523937
1,1,7,1,0.15625,0.09523937
1,3,7,1,0.15625,0.09523937
1,3,4,1,0.375,0.024227011
1,3,4,1,0.375,0.024227011
1,3,4,1,0.375,0.024227011
1,4,4,1,0.375,0.024227011
1,4,4,1,0.375,0.024227011
1,4,4,1,0.375,0.024227011
1,3,4,1,0.375,0.024227011
1,3,4,1,0.375,0.024227011
1,4,4,1,0.375,0.024227011
1,2,7,1,0.09375,0.037701334
1,2,7,1,0.09375,0.037701334
1,3,7,1,0.34375,0.03056262
1,3,7,1,0.34375,0.03056262
1,3,4,1,0.375,0.024227011
1,4,4,1,0.375,0.04755276
1,3,4,1,0.375,0.04755276
1,3,4,1,0.375,0.04755276
1,3,4,1,0.375,0.043403382
1,1,5,1,0.375,0.043403382
1,2,4,1,0.09375,0.057136483
1,3,7,1,0.375,0.057136483
1,4,7,1,0.375,0.057136483
1,3,7,1,0.375,0.048213091
1,3,7,1,0.375,0.048213091
1,3,3,1,0.375,0.048213091
1,1,4,1,0.15625,0.048213091
1,2,4,1,0.15625,0.048213091
1,2,3,1,0.34375,0.048213091
1,1,3,1,0.34375,0.048213091
1,2,3,1,0.21875,0.048213091
1,2,3,1,0.15625,0.048213091
1,4,4,1,0.3548125,0.051068576
1,4,4,1,0.375,0.051068576
1,2,4,1,0.15625,0.051068576
1,3,4,1,0.15625,0.051068576
1,4,4,1,0.375,0.051068576
1,3,4,1,0.375,0.051068576
1,3,4,1,0.375,0.051068576
1,3,4,1,0.375,0.047417927
1,4,4,1,0.375,0.036621604
1,3,4,1,0.375,0.036621604
1,5,4,1,0.375,0.036621604
1,3,4,1,0.375,0.036621604
1,2,4,1,0.09375,0.05263017
1,2,4,1,0.09375,0.05263017
1,5,4,1,0.375,0.05263017
1,2,4,1,0.375,0.05263017
1,2,4,1,0.09375,0.05263017
1,5,4,1,0.09375,0.05263017
1,5,4,1,0.375,0.05263017
1,5,4,1,0.375,0.05263017
1,4,4,1,0.09375,0.05263017
1,2,4,1,0.09375,0.05263017
1,3,4,1,0.09375,0.051068576
1,4,4,1,0.3125,0.051068576
1,2,7,1,0.1264375,0.042543345
1,2,7,1,0.15625,0.042921519
1,2,3,1,0.125,0.041850712
1,2,7,1,0.125,0.041850712
1,2,3,1,0.125,0.041850712
1,2,7,1,0.15625,0.042921519
1,2,7,1,0.15625,0.042921519
1,3,7,1,0.15625,0.042921519
1,2,6,1,0.09375,0.02751082
1,3,6,1,0.09375,0.02751082
1,3,6,1,0.375,0.02751082
1,3,4,1,0.375,0.02751082
1,3,4,1,0.375,0.02751082
1,4,4,1,0.375,0.02751082
1,3,4,1,0.375,0.02751082
1,2,4,1,0.375,0.02751082
1,3,4,1,0.375,0.02751082
1,4,4,1,0.375,0.02751082
1,4,4,1,0.375,0.02751082
1,4,4,1,0.375,0.02751082
1,3,4,1,0.375,0.02751082
1,4,4,1,0.375,0.02751082
1,4,4,1,0.375,0.02751082
1,4,4,1,0.375,0.02751082
1,5,4,1,0.375,0.02751082
1,4,4,1,0.375,0.02751082
1,4,7,1,0.15625,0.02751082
1,1,3,1,0.09375,0.054495159
1,2,3,1,0.09375,0.054495159
1,2,3,1,0.09375,0.054495159
1,1,3,1,0.09375,0.054495159
1,2,7,1,0.15625,0.054495159
1,2,7,1,0.15625,0.054495159
1,1,7,1,0.15625,0.055346718
1,2,7,1,0.15625,0.055985366
1,3,7,1,0.15625,0.055985366
1,3,7,1,0.15625,0.055985366
1,3,7,1,0.15625,0.055985366
1,3,7,1,0.15625,0.055985366
1,3,7,1,0.15625,0.055985366
1,3,7,1,0.15625,0.055985366
1,3,7,1,0.15625,0.055985366
1,3,7,1,0.15625,0.055985366
1,2,7,1,0.15625,0.055985366
1,2,7,1,0.15625,0.055985366
1,2,7,1,0.15625,0.055985366
1,2,7,1,0.15625,0.055985366
1,3,3,1,0.0375,0.043242761
1,4,4,1,0.0375,0.043242761
1,3,3,1,0.0375,0.043242761
1,4,4,1,0.0375,0.043242761
1,3,4,1,0.0625,0.043242761
1,2,4,1,0.0625,0.043242761
1,2,4,1,0.0625,0.043242761
1,5,3,1,0.0375,0.043242761
1,4,3,1,0.0375,0.043242761
1,4,6,1,0.0375,0.043242761
1,5,6,1,0.0375,0.043242761
1,4,6,1,0.0375,0.043242761
1,3,6,1,0.0375,0.043242761
1,2,4,1,0.0625,0.043242761
1,2,4,1,0.0625,0.054147147
1,2,4,1,0.0625,0.054147147
1,2,4,1,0.0625,0.054147147
1,3,4,1,0.0375,0.054147147
1,3,4,1,0.0375,0.054147147
1,4,4,1,0.0375,0.054147147
1,4,5,1,0.0375,0.054147147
1,4,4,1,0.0375,0.054147147
1,4,4,1,0.0375,0.054147147
1,2,4,1,0.0375,0.054147147
1,3,4,1,0.0375,0.054147147
1,4,4,1,0.0375,0.054147147
1,3,4,1,0.0375,0.054147147
1,4,4,1,0.0375,0.054147147
1,5,4,1,0.0375,0.054147147
1,4,4,1,0.0375,0.054147147
1,3,5,1,0.0375,0.054147147
1,3,3,1,0.0375,0.0134654
1,4,3,1,0.0375,0.0134654
1,3,6,1,0.0375,0.0134654
1,4,7,1,0.0375,0.0134654
1,3,6,1,0.0375,0.0134654
1,2,4,1,0.375,0.021157364
1,2,4,1,0.375,0.021157364
1,3,4,1,0.375,0.021157364
1,3,4,1,0.375,0.023771918
1,5,7,1,0.0625,0.123178512
1,5,7,1,0.0625,0.123178512
1,5,7,1,0.0625,0.123178512
1,5,7,1,0.0625,0.123178512
1,5,7,1,0.0625,0.123178512
1,5,7,1,0.0625,0.123178512
1,5,7,1,0.0625,0.123178512
1,5,7,1,0.0625,0.123178512
1,5,7,1,0.0625,0.123178512
1,5,7,1,0.0625,0.123178512
1,5,7,1,0.0625,0.123178512
1,4,29,1,0.0625,0.123178512
1,4,29,1,0.0625,0.123178512
1,4,29,1,0.0625,0.123178512
1,5,7,1,0.0625,0.123178512
1,5,7,1,0.0625,0.123178512
1,5,29,1,0.0625,0.123178512
1,4,7,1,0.0625,0.123178512
1,3,7,1,0.0625,0.123178512
1,4,29,1,0.0625,0.123178512
1,3,29,1,0.21875,0.123178512
1,3,29,1,0.21875,0.123178512
1,4,29,1,0.21875,0.123178512
1,4,29,1,0.21875,0.123178512
1,4,29,1,0.21875,0.123178512
1,3,29,1,0.0625,0.123178512
1,4,29,1,0.0625,0.123178512
1,3,29,1,0.0625,0.123178512
1,3,29,1,0.0625,0.123178512
1,3,29,1,0.0625,0.123178512
1,4,29,1,0.0625,0.123178512
1,3,7,1,0.0625,0.123178512
1,2,8,1,0.0625,0.09200464
1,2,8,1,0.0625,0.092018025
1,2,7,1,0.0625,0.092018025
1,2,7,1,0.0625,0.092018025
1,2,7,1,0.0625,0.092018025
1,2,7,1,0.0625,0.092018025
1,2,7,1,0.0625,0.092018025
1,2,7,1,0.0625,0.092018025
1,2,7,1,0.0625,0.092018025
1,2,7,1,0.0625,0.092018025
1,2,7,1,0.0625,0.092018025
1,2,7,1,0.0625,0.092018025
1,2,7,1,0.0625,0.092018025
1,2,7,1,0.0625,0.092018025
1,2,7,1,0.0625,0.092018025
1,2,7,1,0.0625,0.092018025
1,2,7,1,0.0625,0.076808102
1,2,7,1,0.0625,0.076808102
1,2,7,1,0.0625,0.076808102
1,2,7,1,0.0625,0.076808102
1,2,4,1,0.15625,0.368536117
1,3,4,1,0.0625,0.368536117
1,3,4,1,0.0625,0.368536117
1,2,4,1,0.11459375,0.058778388
1,2,4,1,0.15625,0.058778388
1,2,4,1,0.15625,0.107134252
1,2,4,1,0.09375,0.107134252
1,2,4,1,0.09375,0.107134252
1,2,4,1,0.09375,0.107134252
1,2,4,1,0.03125,0.107134252
1,2,4,1,0.14059375,0.107134252
1,2,4,1,0.03125,0.107134252
1,2,4,1,0.10934375,0.107134252
1,3,4,1,0.0625,0.058778388
1,2,4,1,0.15625,0.058778388
1,2,4,1,0.15625,0.058778388
1,2,4,1,0.15625,0.058778388
1,2,4,1,0.15625,0.058778388
1,2,4,1,0.13115625,0.058778388
1,2,4,1,0.09375,0.107134252
1,2,4,1,0.09375,0.107134252
1,2,4,1,0.0625,0.107134252
1,2,4,1,0.0625,0.107134252
1,2,4,1,0.0625,0.107134252
1,2,4,1,0.0625,0.107134252
1,2,4,1,0.0625,0.107134252
1,2,4,1,0.09375,0.107134252
1,3,4,1,0.0625,0.107134252
1,2,4,1,0.0625,0.107134252
1,2,4,1,0.09375,0.040654977
1,2,4,1,0.0625,0.040654977
1,4,8,1,0.0625,0.040654977
1,3,7,1,0.0625,0.040654977
1,4,7,1,0.0625,0.040654977
1,3,8,1,0.0625,0.040654977
1,4,8,1,0.0625,0.040654977
1,4,8,1,0.0625,0.040654977
1,4,8,1,0.0625,0.040654977
1,4,8,1,0.0625,0.040654977
1,5,8,1,0.0625,0.040654977
1,4,8,1,0.0625,0.040654977
1,4,8,1,0.0625,0.040654977
1,5,8,1,0.0625,0.040654977
1,4,8,1,0.0625,0.040654977
1,4,3,1,0.0625,0.040654977
1,4,3,1,0.0625,0.040654977
1,4,3,1,0.0625,0.040654977
1,4,6,1,0.0625,0.040654977
1,4,6,1,0.0625,0.040654977
1,4,6,1,0.0625,0.040654977
1,4,6,1,0.0625,0.040654977
1,4,6,1,0.0625,0.040654977
1,4,6,1,0.0625,0.040654977
1,5,6,1,0.0625,0.040654977
1,5,6,1,0.0625,0.040654977
1,5,6,1,0.0625,0.040654977
1,5,6,1,0.0625,0.040654977
1,5,6,1,0.0625,0.040654977
1,5,6,1,0.0625,0.040654977
1,4,6,1,0.0625,0.040654977
1,2,12,1,0.3125,0.040654977
1,2,8,1,0.0625,0.040654977
1,3,8,1,0.0625,0.040654977
1,4,8,1,0.0625,0.040654977
1,4,6,1,0.0625,0.040654977
1,4,8,1,0.0625,0.040654977
1,5,7,1,0.0625,0.040654977
1,4,7,1,0.0625,0.040654977
1,4,8,1,0.0625,0.040654977
1,5,8,1,0.0625,0.040654977
1,3,8,1,0.109375,0.040654977
1,4,8,1,0.0625,0.040654977
1,4,8,1,0.0625,0.040654977
1,4,8,1,0.0625,0.040654977
1,4,8,1,0.0625,0.040654977
1,2,7,1,0.03125,0.442448579
1,4,6,1,0.0625,0.141444697
1,5,6,1,0.0625,0.141444697
1,3,4,1,0.21875,0.005826975
1,2,4,1,0.21875,0.005826975
1,2,4,1,0.21875,0.005826975
1,2,4,1,0.21875,0.005826975
1,3,4,1,0.21875,0.005826975
1,2,4,1,0.21875,0.005826975
1,3,4,1,0.21875,0.005826975
1,2,4,1,0.21875,0.005826975
1,2,4,1,0.21875,0.005826975
1,2,4,1,0.21875,0.005826975
1,2,4,1,0.21875,0.005826975
1,3,4,1,0.21875,0.005826975
1,3,4,1,0.21875,0.005826975
1,3,9,1,0.21875,0.005826975
1,3,9,1,0.21875,0.005826975
1,3,9,1,0.21875,0.005826975
1,3,9,1,0.21875,0.005826975
1,3,9,1,0.21875,0.005826975
1,2,3,1,0.0625,0.005826975
1,4,7,1,0.0625,0.005826975
1,4,6,1,0.0625,0.005826975
1,4,5,1,0.0625,0.00502387
1,4,5,1,0.0625,0.004220765
1,4,5,1,0.0625,0.004220765
1,4,5,1,0.0625,0.004220765
1,4,5,1,0.0625,0.004220765
1,5,5,1,0.0625,0.004220765
1,5,5,1,0.0625,0.004220765
1,5,7,1,0.0625,0.004220765
1,5,7,1,0.0625,0.004220765
1,5,7,1,0.0625,0.004220765
1,5,7,1,0.0625,0.004220765
1,5,7,1,0.0625,0.004220765
1,5,7,1,0.0625,0.004220765
1,5,7,1,0.0625,0.004220765
1,5,7,1,0.0625,0.004220765
1,5,7,1,0.0625,0.004220765
1,5,7,1,0.0625,0.004220765
1,3,5,1,0.21875,0.004220765
1,3,5,1,0.21875,0.004220765
1,3,5,1,0.21875,0.004220765
1,2,5,1,0.21875,0.004220765
1,3,3,1,0.0625,0.101191273
1,4,3,1,0.0625,0.101191273
1,3,8,1,0.15625,0.101191273
1,4,4,1,0.0625,0.101191273
1,3,3,1,0.0625,0.101191273
1,2,11,1,0.21875,0.089430241
1,2,4,1,0.0625,0.040654977
1,2,12,1,0.3125,0.040654977
1,2,8,1,0.0625,0.040654977
1,3,8,1,0.0625,0.040654977
1,2,3,1,0.15625,0.031019676
1,2,3,1,0.15625,0.231838665
1,2,3,1,0.15625,0.231838665
1,2,3,1,0.15625,0.231838665
1,2,3,1,0.15625,0.231838665
1,2,3,1,0.15625,0.231838665
1,2,3,1,0.15625,0.231838665
1,2,3,1,0.15625,0.231838665
1,2,3,1,0.15625,0.231838665
1,2,3,1,0.15625,0.031053407
1,2,3,1,0.15625,0.031053407
1,3,7,1,0.09375,0.001847142
1,3,7,1,0.09375,0.017820015
1,4,3,1,0.09375,0.017766475
1,4,3,1,0.09375,0.00896801
1,4,4,1,0.09375,0.01820961
1,4,4,1,0.09375,0.020211484
1,4,7,1,0.21875,0.044804355
1,3,5,1,0.109375,0.052960336
1,4,5,1,0.109375,0.052978182
1,5,5,1,0.109375,0.052987106
1,4,5,1,0.109375,0.053004952
1,3,5,1,0.109375,0.053013876
1,4,5,1,0.109375,0.05310311
1,4,5,1,0.109375,0.053120957
1,4,7,1,0.21875,0.052888948
1,3,5,1,0.109375,0.053143265
1,4,5,1,0.109375,0.053165574
1,4,5,1,0.109375,0.053192344
1,3,5,1,0.109375,0.052902333
1,4,5,1,0.109375,0.052915719
1,4,5,1,0.109375,0.052942489
1,3,7,1,0.21875,0.052875474
1,4,5,1,0.109375,0.053210191
1,4,7,1,0.109375,0.053259358
1,4,7,1,0.109375,0.053272654
1,3,7,1,0.109375,0.053281578
1,3,7,1,0.109375,0.053308348
1,3,7,1,0.109375,0.053352965
1,2,7,1,0.109375,0.053361888
1,3,7,1,0.109375,0.053370812
1,3,7,1,0.109375,0.053379735
1,4,7,1,0.109375,0.053406505
1,4,7,1,0.109375,0.053415429
1,3,7,1,0.109375,0.053424352
1,4,8,1,0.125,0.023959309
1,3,4,1,0.0625,0.257270334
1,4,29,1,0.0625,0.257270334
1,4,4,1,0.0625,0.277437202
1,3,4,1,0.0625,0.277437202
1,3,4,1,0.0625,0.277437202
1,3,29,1,0.0625,0.277437202
1,4,4,1,0.0625,0.257270334
1,4,4,1,0.0625,0.277437202
1,4,4,1,0.0625,0.277437202
1,4,4,1,0.0625,0.277437202
1,4,4,1,0.0625,0.277437202
1,4,9,1,0.15625,0.277437202
1,4,4,1,0.0625,0.277437202
1,3,29,1,0.0625,0.257270334
1,4,9,1,0.15625,0.277437202
1,2,9,1,0.15625,0.277437202
1,3,31,1,0.625,1
1,2,34,1,0.625,0.338955071
1,2,34,1,0.625,0.338955071
1,3,34,1,0.625,0.338955071
1,2,34,1,0.625,0.338955071
1,2,34,1,0.625,0.338955071
1,2,34,1,0.625,0.338955071
1,2,31,1,0.625,0.338955071
1,2,31,1,0.625,0.338955071
1,2,31,1,0.625,0.338955071
1,2,31,1,0.625,0.338955071
1,2,31,1,0.625,0.338955071
1,2,31,1,0.625,0.338955071
1,2,31,1,0.625,0.338955071
1,2,31,1,0.625,0.338955071
1,2,31,1,0.625,0.338955071
1,2,31,1,0.625,0.338955071
1,2,31,1,0.625,0.338955071
1,3,31,1,0.625,1
1,3,3,1,0.21875,0.10581359
1,2,3,1,0.21875,0.10581359
1,2,3,1,0.21875,0.10581359
1,2,3,1,0.21875,0.10581359
1,2,3,1,0.21875,0.10581359
1,4,3,1,0.21875,0.10581359
1,2,3,1,0.21875,0.10581359
1,2,3,1,0.21875,0.10581359
1,2,3,1,0.21875,0.10581359
1,2,3,1,0.21875,0.10581359
1,2,3,1,0.21875,0.10581359
1,2,3,1,0.21875,0.10581359
1,2,3,1,0.21875,0.10581359
1,2,3,1,0.21875,0.10581359
1,2,3,1,0.21875,0.10581359
1,2,3,1,0.21875,0.10581359
1,3,8,1,0.0625,0.10581359
1,5,7,1,0.0625,0.10581359
1,5,7,1,0.0625,0.10581359
1,4,8,1,0.0625,0.10581359
1,5,8,1,0.0625,0.10581359
1,4,31,1,0.0625,0.10581359
1,4,31,1,0.0625,0.10581359
1,5,31,1,0.0625,0.10581359
1,4,31,1,0.0625,0.10581359
1,4,31,1,0.0625,0.10581359
1,5,31,1,0.0625,0.10581359
1,4,31,1,0.0625,0.10581359
1,5,31,1,0.0625,0.10581359
1,3,5,1,0.0625,0.10581359
1,4,5,1,0.0625,0.10581359
1,3,5,1,0.0625,0.10581359
1,3,5,1,0.0625,0.10581359
1,2,3,1,0.21875,0.10581359
1,4,3,1,0.21875,0.10581359
1,2,3,1,0.09375,0.028188997
1,3,3,1,0.09375,0.028188997
1,3,3,1,0.15625,0.028188997
1,3,3,1,0.15625,0.028188997
1,2,7,1,0.15625,0.028188997
1,3,3,1,0.09375,0.028188997
1,2,7,1,0.09375,0.028188997
1,3,7,1,0.09375,0.028188997
1,3,7,1,0.09375,0.028188997
1,2,7,1,0.09375,0.028188997
1,3,7,1,0.09375,0.028188997
1,3,7,1,0.09375,0.028188997
1,3,7,1,0.09375,0.025529826
1,3,3,1,0.09375,0.028188997
1,3,3,1,0.09375,0.028188997
1,3,3,1,0.09375,0.028188997
1,3,3,1,0.09375,0.028188997
1,3,7,1,0.09375,0.025529826
1,3,7,1,0.09375,0.025529826
1,3,7,1,0.09375,0.025529826
1,3,7,1,0.09375,0.025529826
1,3,7,1,0.09375,0.025529826
1,3,7,1,0.09375,0.025529826
1,3,7,1,0.09375,0.025529826
1,3,7,1,0.14375,0.025529826
1,4,3,1,0.15625,0.018881899
1,3,7,1,0.09375,0.025208584
1,3,7,1,0.09375,0.025208584
1,3,7,1,0.09375,0.025208584
1,3,7,1,0.09375,0.025208584
1,2,7,1,0.09375,0.025208584
1,3,7,1,0.09375,0.025208584
1,3,7,1,0.09375,0.025208584
1,3,7,1,0.09375,0.025208584
1,3,7,1,0.140625,0.025208584
1,3,7,1,0.171875,0.025208584
1,2,7,1,0.15625,0.025208584
1,2,7,1,0.15625,0.025208584
1,3,7,1,0.15625,0.025208584
1,3,7,1,0.15625,0.025208584
1,3,7,1,0.15625,0.025208584
1,3,7,1,0.15625,0.025208584
1,3,7,1,0.15625,0.025208584
1,3,7,1,0.15625,0.025208584
1,3,7,1,0.15625,0.025208584
1,4,7,1,0.15625,0.025208584
1,3,3,1,0.15625,0.018881899
1,3,3,1,0.15625,0.018881899
1,3,3,1,0.15625,0.018881899
1,4,3,1,0.15625,0.018881899
1,3,27,1,0.375,0.018881899
1,4,27,1,0.375,0.018881899
1,4,27,1,0.375,0.018881899
1,4,27,1,0.375,0.018881899
1,4,27,1,0.375,0.011266229
1,4,27,1,0.375,0.008164904
1,4,27,1,0.375,0.008164904
1,5,27,1,0.375,0.008164904
1,5,27,1,0.375,0.008164904
1,5,27,1,0.375,0.012733681
1,5,27,1,0.375,0.017302458
1,5,27,1,0.375,0.017302458
1,4,7,1,0.375,0.017302458
1,4,7,1,0.375,0.017302458
1,4,7,1,0.375,0.010944541
1,4,7,1,0.375,0.009672958
1,4,7,1,0.375,0.009672958
1,3,7,1,0.375,0.004756168
1,4,7,1,0.375,0.04668719
1,5,7,1,0.375,0.04668719
1,5,7,1,0.375,0.04668719
1,5,7,1,0.375,0.04668719
1,3,4,1,0.375,0.04668719
1,3,4,1,0.375,0.04668719
1,4,7,1,0.375,0.04668719
1,3,7,1,0.375,0.04668719
1,3,7,1,0.375,0.04668719
1,3,4,1,0.375,0.04668719
1,3,4,1,0.375,0.04668719
1,3,4,1,0.375,0.04668719
1,3,4,1,0.375,0.04668719
1,3,4,1,0.375,0.04668719
1,3,5,1,0.375,0.04668719
1,4,7,1,0.375,0.04668719
