inspect1,inspect2,interval,x0,x1,x2
1,2,3,1,0.03125,0.933743809
1,2,3,1,0.03125,0.933743809
1,2,3,1,0.03125,0.933743809
1,2,3,1,0.03125,0.933743809
1,2,3,1,0.03125,0.933743809
1,2,3,1,0.03125,0.933743809
1,2,5,1,0.375,0.442448579
1,2,5,1,0.375,0.442448579
1,2,5,1,0.375,0.442448579
1,2,5,1,0.375,0.442448579
1,2,5,1,0.375,0.442448579
1,2,5,1,0.375,0.442448579
1,2,5,1,0.375,0.442448579
1,2,5,1,0.375,0.442448579
1,2,5,1,0.375,0.442448579
1,2,5,1,0.375,0.442448579
1,2,5,1,0.375,0.442448579
1,2,5,1,0.375,0.370204792
1,2,5,1,0.375,0.370204792
1,3,5,1,0.375,0.442448579
1,2,7,1,0.03125,0.442448579
1,2,7,1,0.03125,0.442448579
1,2,5,1,1,0.442448579
1,2,5,1,1,0.442448579
1,2,7,1,0.03125,0.442448579
1,2,5,1,1,0.442448579
1,2,7,1,0.03125,0.442448579
1,2,5,1,0.875,0.442448579
1,2,7,1,0.03125,0.442448579
1,2,5,1,0.875,0.442448579
1,2,7,1,0.03125,0.442448579
1,2,5,1,1,0.442448579
1,2,7,1,0.03125,0.442448579
1,2,5,1,1,0.442448579
1,2,7,1,0.03125,0.442448579
1,2,7,1,0.03125,0.442448579
1,3,5,1,1,0.442448579
1,1,6,1,0.15625,0.212421363
1,1,6,1,0.15625,0.212421363
1,1,6,1,0.15625,0.212421363
1,1,8,1,0.15625,0.064301968
1,2,8,1,0.15625,0.064301968
1,2,8,1,0.15625,0.064301968
1,2,8,1,0.15625,0.064301968
1,2,8,1,0.15625,0.064301968
1,2,8,1,0.15625,0.064301968
1,2,8,1,0.15625,0.064301968
1,2,6,1,0.15625,0.064301968
1,1,6,1,0.15625,0.064301968
1,1,6,1,0.15625,0.064301968
1,1,6,1,0.15625,0.064301968
1,1,6,1,0.15625,0.064301968
1,1,6,1,0.15625,0.064301968
1,1,6,1,0.15625,0.064301968
1,1,6,1,0.15625,0.064301968
1,2,7,1,0.15625,0.161852496
1,2,4,1,0.15625,0.161852496
1,1,5,1,0.10621875,0.161852496
1,2,7,1,0.15625,0.161852496
1,1,7,1,0.09375,0.161852496
1,2,7,1,0.15625,0.161852496
1,2,4,1,0.09375,0.161852496
1,2,7,1,0.09375,0.161852496
1,2,4,1,0.09375,0.112042118
1,1,7,1,0.09375,0.112042118
1,1,7,1,0.09375,0.112042118
1,1,7,1,0.09375,0.112042118
1,2,5,1,0.13003125,0.112042118
1,1,7,1,0.15625,0.112042118
1,2,7,1,0.15625,0.112042118
1,2,7,1,0.09375,0.112042118
1,1,7,1,0.09375,0.112042118
1,2,3,1,0.1435,0.112042118
1,2,7,1,0.09375,0.112042118
1,1,7,1,0.09375,0.112042118
1,1,7,1,0.11325,0.112042118
1,1,7,1,0.09375,0.112042118
1,2,7,1,0.09375,0.112042118
1,1,14,1,0.15625,0.104037835
1,2,4,1,0.15625,0.104037835
1,2,9,1,0.15625,0.104037835
1,2,9,1,0.15625,0.104037835
1,3,14,1,0.15625,0.078954178
1,2,14,1,0.15625,0.078954178
1,2,14,1,0.15625,0.042760898
1,3,14,1,0.15625,0.042760898
1,1,14,1,0.15625,0.042760898
1,5,4,1,0.375,0.007727658
1,4,4,1,0.375,0.007727658
1,4,3,1,0.46875,0.007727658
1,3,3,1,0.46875,0.007727658
1,4,3,1,0.46875,0.007727658
1,3,3,1,0.46875,0.007727658
1,3,3,1,0.46875,0.007727658
1,4,3,1,0.46875,0.007727658
1,3,3,1,0.09375,0.024173471
1,2,3,1,0.09375,0.024173471
1,4,7,1,0.375,0.024173471
1,5,7,1,0.375,0.024173471
1,4,7,1,0.375,0.024173471
1,5,7,1,0.375,0.002141614
1,4,7,1,0.375,0.08727078
1,5,7,1,0.375,0.08727078
1,4,7,1,0.375,0.08727078
1,4,7,1,0.375,0.08727078
1,5,7,1,0.375,0.08727078
1,4,7,1,0.375,0.023959309
1,2,7,1,0.09375,0.026154464
1,2,7,1,0.09375,0.026154464
1,2,3,1,0.09375,0.026154464
1,2,3,1,0.09375,0.026154464
1,3,6,1,0.09375,0.059090706
1,3,6,1,0.09375,0.059090706
1,3,6,1,0.09375,0.059090706
1,3,5,1,0.09375,0.059090706
1,3,29,1,0.0625,0.058876545
1,4,7,1,0.0625,0.058876545
1,3,7,1,0.0625,0.058876545
1,4,7,1,0.0625,0.058876545
1,4,7,1,0.0625,0.058876545
1,3,7,1,0.0625,0.058876545
1,4,7,1,0.0625,0.058876545
1,4,7,1,0.0625,0.058876545
1,5,7,1,0.0625,0.058876545
1,4,7,1,0.0625,0.058876545
1,4,7,1,0.0625,0.058876545
1,4,7,1,0.0625,0.058876545
1,5,7,1,0.0625,0.058876545
1,5,6,1,0.0625,0.058876545
1,3,6,1,0.0625,0.058876545
1,3,6,1,0.0625,0.058876545
1,3,6,1,0.0625,0.058876545
1,4,7,1,0.0625,0.058876545
1,3,7,1,0.0625,0.058876545
1,5,7,1,0.0625,0.058876545
1,5,7,1,0.0625,0.058876545
1,4,29,1,0.0625,0.049988846
1,5,29,1,0.0625,0.049988846
1,4,29,1,0.0625,0.049988846
1,4,29,1,0.0625,0.049988846
1,3,13,1,0.21875,0.049988846
1,3,13,1,0.21875,0.049988846
1,3,7,1,0.09375,0.049988846
1,3,7,1,0.09375,0.049988846
1,3,3,1,0.09375,0.049988846
1,3,5,1,0.09375,0.048525409
1,3,17,1,0.09375,0.048525409
1,5,29,1,0.0625,0.048525409
1,4,12,1,0.0625,0.048525409
1,4,3,1,0.0625,0.048525409
1,4,3,1,0.0625,0.048525409
1,5,3,1,0.0625,0.048525409
1,4,3,1,0.0625,0.048525409
1,4,3,1,0.0625,0.048525409
1,4,3,1,0.0625,0.048525409
1,5,3,1,0.0625,0.048525409
1,3,7,1,0.21875,0.045063133
1,2,7,1,0.21875,0.045063133
1,2,7,1,0.21875,0.045063133
1,3,7,1,0.0625,0.045063133
1,3,7,1,0.21875,0.045063133
1,3,7,1,0.21875,0.045063133
1,2,7,1,0.21875,0.045063133
1,3,7,1,0.0625,0.045063133
1,4,7,1,0.0625,0.045063133
1,3,7,1,0.0625,0.045063133
1,3,7,1,0.0625,0.045063133
1,2,7,1,0.21875,0.045063133
1,2,7,1,0.0625,0.045063133
1,2,7,1,0.21875,0.045063133
1,3,7,1,0.21875,0.045063133
1,2,7,1,0.21875,0.045063133
1,2,7,1,0.21875,0.045063133
1,2,7,1,0.21875,0.045063133
1,3,7,1,0.21875,0.045063133
1,2,7,1,0.21875,0.045063133
1,2,7,1,0.21875,0.045063133
1,2,7,1,0.21875,0.045063133
1,2,7,1,0.21875,0.045063133
1,2,7,1,0.0625,0.045063133
1,3,7,1,0.0625,0.045063133
1,3,7,1,0.0625,0.045063133
1,3,7,1,0.0625,0.045063133
1,3,7,1,0.21875,0.045063133
1,3,7,1,0.21875,0.045063133
1,2,7,1,0.21875,0.045063133
1,2,7,1,0.0625,0.045063133
1,3,7,1,0.0625,0.045063133
1,3,7,1,0.0625,0.045063133
1,3,7,1,0.21875,0.045063133
1,2,6,1,0.21875,0.045063133
1,2,4,1,0.21875,0.045063133
1,3,4,1,0.21875,0.036684067
1,2,4,1,0.21875,0.036684067
1,3,4,1,0.21875,0.036684067
1,2,4,1,0.21875,0.036684067
1,2,4,1,0.21875,0.036684067
1,3,7,1,0.0625,0.045063133
1,2,7,1,0.0625,0.045063133
1,3,4,1,0.21875,0.036684067
1,3,4,1,0.21875,0.036684067
1,2,4,1,0.21875,0.036684067
1,3,29,1,0.375,0.001543747
1,3,29,1,0.375,0.001543747
1,4,29,1,0.375,0.001543747
1,3,29,1,0.375,0.001543747
1,4,29,1,0.375,0.001543747
1,4,29,1,0.375,0.001543747
1,4,29,1,0.375,0.001543747
1,3,29,1,0.375,0.001543747
1,4,29,1,0.375,0.001543747
1,4,29,1,0.375,0.001543747
1,3,29,1,0.375,0.001543747
1,4,29,1,0.375,0.002409316
1,4,29,1,0.375,0.006514077
1,4,29,1,0.375,0.006514077
1,4,29,1,0.375,0.006514077
1,3,29,1,0.375,0.006514077
1,4,29,1,0.375,0.006514077
1,4,29,1,0.375,0.002409316
1,5,29,1,0.375,0.002409316
1,4,29,1,0.375,0.002409316
1,4,29,1,0.375,0.002409316
1,4,29,1,0.375,0.002409316
1,4,29,1,0.375,0.002409316
1,4,29,1,0.375,0.002409316
1,3,29,1,0.375,0.002409316
1,4,29,1,0.375,0.002409316
1,3,29,1,0.375,0.002409316
1,4,29,1,0.375,0.00313104
1,4,29,1,0.375,0.004033373
1,5,29,1,0.375,0.004033373
1,5,29,1,0.375,0.004033373
1,5,29,1,0.375,0.004033373
1,5,29,1,0.375,0.004033373
1,4,29,1,0.375,0.004033373
1,4,29,1,0.375,0.004033373
1,4,29,1,0.375,0.004033373
1,5,29,1,0.375,0.004033373
1,5,29,1,0.375,0.004033373
1,5,29,1,0.375,0.004033373
1,4,29,1,0.375,0.004860304
1,5,29,1,0.375,0.006514077
1,4,29,1,0.375,0.006514077
1,4,29,1,0.375,0.006514077
1,5,29,1,0.375,0.006514077
1,4,29,1,0.375,0.006514077
1,3,7,1,0.0625,0.046972739
1,3,7,1,0.0625,0.046972739
1,3,7,1,0.0625,0.046972739
1,3,7,1,0.0625,0.731450497
1,2,29,1,0.3125,0.731450497
1,2,29,1,0.3125,0.731450497
1,4,7,1,0.0625,0.731450497
1,2,29,1,0.3125,0.731450497
1,2,6,1,0.09375,0.321108285
1,3,5,1,0.09375,0.321108285
1,3,5,1,0.0625,0.321108285
1,2,7,1,0.0625,0.321108285
1,3,8,1,0.09375,0.321108285
1,2,8,1,0.09375,0.321108285
1,3,8,1,0.09375,0.321108285
1,2,8,1,0.0625,0.260268594
1,2,6,1,0.09375,0.321108285
1,2,7,1,0.09375,0.260268594
1,3,5,1,0.09375,0.260268594
1,2,5,1,0.09375,0.260268594
1,3,5,1,0.0625,0.260268594
1,2,5,1,0.09375,0.260268594
1,2,5,1,0.09375,0.260268594
1,2,5,1,0.09375,0.260268594
1,2,5,1,0.09375,0.260268594
1,3,7,1,0.09375,0.321108285
1,2,5,1,0.09375,0.260268594
1,2,5,1,0.09375,0.19750145
1,2,5,1,0.09375,0.19750145
1,3,7,1,0.09375,0.321108285
1,2,5,1,0.09375,0.19750145
1,2,5,1,0.0625,0.19750145
1,3,5,1,0.0625,0.19750145
1,3,5,1,0.0625,0.19750145
1,2,5,1,0.0625,0.184214518
1,2,5,1,0.09375,0.184214518
1,2,5,1,0.09375,0.184214518
1,3,5,1,0.0625,0.321108285
1,4,5,1,0.15625,0.061937269
1,3,5,1,0.15625,0.061937269
1,4,5,1,0.15625,0.061937269
1,3,5,1,0.15625,0.061937269
1,3,5,1,0.15625,0.061937269
1,4,5,1,0.15625,0.061937269
1,3,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,3,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.0625,0.061937269
1,2,5,1,0.0625,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.21875,0.061937269
1,2,5,1,0.21875,0.061937269
1,2,5,1,0.21875,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,7,1,0.21875,0.061937269
1,2,7,1,0.21875,0.061937269
1,2,5,1,0.09375,0.061937269
1,3,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,3,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,3,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,3,5,1,0.07828125,0.061937269
1,4,5,1,0.093,0.061937269
1,2,5,1,0.09375,0.061937269
1,3,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,3,5,1,0.09375,0.061937269
1,3,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,3,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,3,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,3,5,1,0.0625,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.061937269
1,2,5,1,0.09375,0.111765493
1,2,5,1,0.09375,0.111765493
1,4,5,1,0.09375,0.111765493
1,3,5,1,0.09375,0.111765493
1,2,5,1,0.09375,0.111765493
1,2,5,1,0.09375,0.111765493
1,2,5,1,0.09375,0.13132557
1,2,5,1,0.09375,0.13132557
1,3,5,1,0.21875,0.13132557
1,5,5,1,0.21875,0.13132557
1,4,5,1,0.21875,0.13132557
1,3,5,1,0.21875,0.13132557
1,3,5,1,0.21875,0.13132557
1,4,5,1,0.21875,0.13132557
1,4,5,1,0.21875,0.13132557
1,2,5,1,0.3125,0.13132557
1,4,5,1,0.3125,0.13132557
1,5,29,1,0.09375,0.13132557
1,5,29,1,0.09375,0.13132557
1,5,29,1,0.09375,0.13132557
1,5,29,1,0.09375,0.13132557
1,2,7,1,0.125,0.060777228
1,2,4,1,0.15625,0.060777228
1,2,4,1,0.15625,0.060777228
1,2,4,1,0.15625,0.060777228
1,2,4,1,0.15625,0.013795565
1,1,3,1,0.125,0.060777228
1,2,4,1,0.15625,0.013795565
1,2,4,1,0.15625,0.013795565
1,2,4,1,0.15625,0.013795565
1,3,3,1,0.0625,0.013795565
1,3,3,1,0.0625,0.013795565
1,2,4,1,0.15625,0.060777228
1,3,3,1,0.0625,0.013795565
1,4,3,1,0.0625,0.013795565
1,4,3,1,0.0625,0.013795565
1,3,3,1,0.0625,0.013795565
1,4,3,1,0.0625,0.013795565
1,3,3,1,0.0625,0.013795565
1,4,3,1,0.0625,0.013795565
1,3,4,1,0.15625,0.03953063
1,2,5,1,0.375,0.069566769
1,2,5,1,0.375,0.069566769
1,2,5,1,0.375,0.069566769
1,2,5,1,0.375,0.401418819
1,2,5,1,0.375,0.401418819
1,2,5,1,0.375,0.401418819
1,2,5,1,0.375,0.401418819
1,2,5,1,0.375,0.401418819
1,2,5,1,0.375,0.401418819
1,2,5,1,0.375,0.0756436
1,2,5,1,0.375,0.0756436
1,2,3,1,0.15625,0.065310311
1,4,7,1,0.0625,0.065310311
1,3,6,1,0.0625,0.065310311
1,3,8,1,0.0625,0.065310311
1,3,7,1,0.0625,0.065310311
1,2,9,1,0.0625,0.065310311
1,3,7,1,0.0625,0.065310311
1,5,3,1,0.0625,0.065310311
1,3,4,1,0.0625,0.065310311
1,4,6,1,0.0625,0.065310311
1,5,7,1,0.0625,0.065310311
1,5,32,1,0.21875,0.065310311
1,5,3,1,0.0625,0.065310311
1,5,32,1,0.21875,0.065310311
1,5,3,1,0.0625,0.065310311
1,5,32,1,0.21875,0.065310311
1,5,32,1,0.21875,0.065310311
1,5,32,1,0.21875,0.065310311
1,4,32,1,0.21875,0.065310311
1,5,7,1,0.0625,0.065310311
1,5,7,1,0.0625,0.065310311
1,5,7,1,0.0625,0.065310311
1,5,7,1,0.0625,0.065310311
1,5,3,1,0.0625,0.065310311
1,5,3,1,0.0625,0.065310311
1,5,6,1,0.0625,0.065310311
1,5,6,1,0.0625,0.065310311
1,5,6,1,0.0625,0.065310311
1,4,7,1,0.0625,0.065310311
1,4,7,1,0.0625,0.065310311
1,5,3,1,0.0625,0.065310311
1,5,3,1,0.0625,0.065310311
1,4,3,1,0.0625,0.065310311
1,5,3,1,0.0625,0.065310311
1,3,7,1,0.0625,0.065310311
1,4,7,1,0.0625,0.065310311
1,5,7,1,0.0625,0.065310311
1,4,6,1,0.0625,0.065310311
1,5,6,1,0.0625,0.065310311
1,4,5,1,0.0625,0.065310311
1,5,5,1,0.0625,0.065310311
1,5,5,1,0.0625,0.065310311
1,4,5,1,0.0625,0.065310311
1,4,32,1,0.46875,0.065310311
1,4,32,1,0.46875,0.065310311
1,4,4,1,0.0625,0.065310311
1,5,4,1,0.0625,0.029224111
1,5,4,1,0.0625,0.029224111
1,4,4,1,0.0625,0.029224111
1,3,7,1,0.0625,0.029224111
1,3,7,1,0.0625,0.029224111
1,4,7,1,0.0625,0.029224111
1,3,32,1,0.21875,0.029224111
1,4,32,1,0.21875,0.029224111
1,4,32,1,0.21875,0.029224111
1,4,3,1,0.0625,0.029224111
1,4,7,1,0.0625,0.029224111
1,4,7,1,0.0625,0.029224111
1,4,7,1,0.0625,0.029224111
1,4,7,1,0.0625,0.029224111
1,3,7,1,0.0625,0.029224111
1,2,7,1,0.0625,0.029224111
1,3,7,1,0.0625,0.029224111
1,4,7,1,0.0625,0.029224111
1,4,7,1,0.0625,0.029224111
1,4,9,1,0.21875,0.029224111
1,2,4,1,0.21875,0.065747557
1,2,4,1,0.21875,0.065747557
1,2,4,1,0.21875,0.065747557
1,2,4,1,0.21875,0.065747557
1,3,4,1,0.21875,0.065747557
1,2,4,1,0.21875,0.065747557
1,2,4,1,0.21875,0.065747557
1,2,4,1,0.21875,0.065747557
1,2,4,1,0.21875,0.065747557
1,2,4,1,0.21875,0.065747557
1,2,4,1,0.21875,0.065747557
1,2,4,1,0.21875,0.065747557
1,2,4,1,0.21875,0.065747557
1,5,7,1,0.0625,0.041181457
1,2,4,1,0.21875,0.065747557
1,5,4,1,0.0625,0.041181457
1,5,4,1,0.0625,0.041181457
1,5,4,1,0.0625,0.041181457
1,5,4,1,0.0625,0.041181457
