1,0,0,0,0
0.9999,0.0001,0,0,0
0.99405,0.00595,0,0,0
0.9668,0.03295,0.0002495125,0.000000487,0
0.91305,0.08545,0.001493925,0.00000607,0
0.84275,0.1521,0.0051152375,0.0000345,0.000000257
0.7656,0.2221,0.01216593,0.00013284,0.00000123
0.69135,0.2838,0.0244039425,0.000434875,0.0000112
0.6219,0.3352,0.04176744,0.001087515,0.000045
0.556,0.37945,0.0621196925,0.0022689325,0.000161375
0.495,0.4159,0.084221775,0.004468365,0.00040986
0.4438,0.44065,0.10727662,0.0073894225,0.0008839575
0.4012,0.4542,0.13107267,0.01181382,0.00171351
0.3595,0.46625,0.1539063125,0.0174511375,0.00289255
0.3221,0.47225,0.1766841975,0.02414331,0.0048224925
0.2927,0.47335,0.19478677,0.03186399,0.00729924
0.2663,0.46985,0.2128609875,0.0395115375,0.011477475
0.24265,0.46625,0.22662135,0.048104275,0.016374375
0.2206,0.46085,0.239517745,0.057243435,0.02178882
0.20195,0.4536,0.2488823475,0.06640996,0.0291576925
0.1863,0.4432,0.25738635,0.0753597,0.03775395
0.1713,0.4332,0.263818275,0.084023975,0.04765775
0.1588,0.4227,0.2665845,0.09370215,0.05821335
0.1474,0.41035,0.26986095,0.103176925,0.069212125
0.1371,0.39795,0.2717400275,0.111913465,0.0812965075
0.12655,0.3881,0.272038675,0.1184496675,0.0948616575
0.11745,0.3784,0.270375645,0.1247015025,0.1090728525
0.11035,0.3662,0.2682419525,0.13044374,0.1247643075
0.1035,0.3553,0.26556684,0.13581414,0.13981902
0.09685,0.344,0.2627166275,0.1403746075,0.156058765
0.0903,0.3324,0.25909224,0.145219815,0.172987945
0.08425,0.32375,0.2535536,0.1485624,0.189884
0.07965,0.3141,0.2482896875,0.1502590625,0.20770125
0.07465,0.30495,0.24468576,0.15038496,0.22532928
0.07085,0.29445,0.23947231,0.15283576,0.24239193
0.06665,0.28485,0.233622125,0.155348175,0.2595297
0.06315,0.2768,0.2269581925,0.1549467375,0.27814507
0.05955,0.26895,0.222098625,0.1537735,0.295627875
0.05585,0.2616,0.21664137,0.153368985,0.312539645
0.05325,0.2526,0.21199341,0.15312949,0.3290271
0.0503,0.24615,0.206351215,0.15252964,0.344669145
0.0474,0.2395,0.20095158,0.151141545,0.361006875
0.0456,0.23155,0.1966152,0.1485095325,0.3777252675
0.04365,0.225,0.19175997,0.1460140275,0.3935760025
0.0416,0.2186,0.1864296,0.14437197,0.40899843
0.03935,0.2137,0.18061251,0.1432276625,0.4231098275
0.038,0.2079,0.175818415,0.14071506,0.437566525
0.0364,0.20235,0.17158575,0.138775875,0.450888375
0.03505,0.197,0.1673747025,0.1355815725,0.464993725
0.03375,0.1912,0.1625667375,0.1328048175,0.479678445
0.0324,0.1869,0.15863824,0.129713305,0.492348455
0.03125,0.18175,0.1544881,0.1276514,0.5048605
0.0299,0.17665,0.150834845,0.1242145975,0.5184005575
0.0289,0.1724,0.14688093,0.121602075,0.530216995
0.02795,0.1678,0.1429554375,0.119431125,0.5418634375
0.02695,0.163,0.139895635,0.11680921,0.553345155
0.02615,0.15925,0.1364455,0.11469568,0.56345882
0.02515,0.1555,0.1334311475,0.112005145,0.5739137075
0.02455,0.15145,0.1301508,0.1103748,0.5834744
0.02395,0.14745,0.12714867,0.10804944,0.59340189
0.02325,0.14385,0.123977165,0.10544514,0.603477695
0.0226,0.1401,0.12124104,0.10265298,0.61340598
0.0218,0.13725,0.11806938,0.1004514775,0.6224291425
0.021,0.1348,0.11540214,0.0983493,0.63044856
0.0202,0.13075,0.113687795,0.0948813375,0.6404808675
0.01975,0.12835,0.11168409,0.09251634,0.64769957
0.01925,0.1249,0.1092492525,0.0907628925,0.655837855
0.01865,0.1214,0.1071067725,0.0897357825,0.663107445
0.01825,0.1188,0.10493472,0.08750313,0.67051215
0.01755,0.1164,0.10254032,0.0858688575,0.6776408225
0.017,0.1137,0.100621475,0.08388745,0.684791075
0.0165,0.11135,0.0985965575,0.08180767,0.6917457725
0.016,0.1091,0.09685143,0.07917845,0.69887012
0.0156,0.1069,0.09477,0.07783425,0.70489575
0.0151,0.1045,0.0926621,0.07685892,0.71087898
0.0148,0.10215,0.09095415,0.0754566225,0.7166392275
0.01415,0.10005,0.08906719,0.07405288,0.72267993
0.0137,0.09855,0.0873989875,0.0721296875,0.728221325
0.01355,0.09665,0.08582121,0.07091706,0.73306173
0.0135,0.09475,0.0844933125,0.0690660375,0.73819065
