51,0
26,1
51,0
54,0
37,1
50,0
41,0
44,1
47,0
43,0
36,1
63,1
47,0
34,1
41,0
47,0
71,0
29,1
41,0
59,1
52,1
21,1
43,0
46,0
43,0
38,1
43,0
45,0
73,0
37,1
29,1
24,1
48,0
49,0
38,1
41,0
74,0
37,1
38,1
45,0
27,1
45,0
41,0
54,0
42,0
44,0
73,0
46,0
47,0
73,0
43,0
43,0
48,0
27,1
43,1
35,0
35,0
43,0
73,0
56,1
48,0
48,0
43,0
53,1
55,0
41,0
45,0
45,0
45,0
42,0
27,1
42,0
42,0
47,0
19,1
49,0
49,0
41,0
41,0
41,0
35,0
42,0
53,0
35,0
45,0
49,1
46,0
55,0
41,0
49,0
48,0
46,0
47,1
43,0
46,0
48,0
53,0
53,0
41,0
19,1
41,0
41,0
35,1
41,0
48,0
42,0
44,1
53,0
46,0
43,1
42,0
53,0
44,0
43,0
43,0
47,0
45,1
43,0
30,1
25,1
43,0
45,0
36,1
45,0
43,0
49,0
32,1
47,0
57,0
47,0
44,0
74,0
53,0
53,0
44,0
41,0
43,0
21,1
43,0
47,1
74,0
53,0
26,1
26,1
43,1
39,0
49,0
47,0
45,0
44,0
31,1
42,1
44,0
46,0
42,0
48,0
41,1
48,0
43,0
42,0
45,0
46,0
42,0
47,0
42,0
50,0
66,0
52,0
41,0
41,0
40,1
41,0
41,0
42,0
47,0
41,0
48,0
52,1
53,0
53,0
53,0
53,0
45,0
44,0
44,0
42,0
42,0
44,0
48,0
42,0
42,0
48,0
47,0
42,0
42,0
47,0
42,0
52,0
45,0
42,0
48,0
42,0
14,1
25,1
27,1
25,1
33,1
46,0
46,0
41,0
53,0
27,1
26,1
53,0
42,0
42,0
42,0
50,0
42,0
48,1
46,0
42,0
40,1
42,0
50,0
50,1
53,0
53,0
42,0
48,0
42,0
42,0
26,1
53,0
47,1
48,0
53,0
53,0
53,0
53,0
53,0
44,0
41,0
53,0
71,0
45,0
65,0
47,0
26,1
42,0
53,0
53,0
54,0
41,0
53,0
41,0
42,0
53,0
31,1
26,1
46,0
46,0
70,1
73,0
45,0
40,1
54,0
37,1
53,0
53,0
56,1
29,1
56,0
47,0
53,0
44,0
48,1
27,1
46,0
43,0
23,1
45,0
46,0
66,0
44,1
51,1
44,0
32,1
28,1
49,0
49,0
71,0
53,0
47,0
30,1
45,0
23,1
46,0
47,0
43,0
43,0
20,1
35,1
43,0
37,1
53,0
49,0
41,0
43,0
45,0
54,0
53,0
47,0
53,0
26,1
54,0
43,0
48,0
48,0
43,0
42,0
42,0
42,0
41,0
43,0
54,0
28,1
43,0
44,0
41,1
48,0
44,1
39,1
39,1
42,0
30,1
42,0
54,0
43,0
41,0
41,0
47,0
43,0
43,0
28,1
47,0
53,0
45,0
47,0
51,0
51,0
47,0
41,0
47,0
43,0
43,0
54,0
46,0
43,0
50,0
27,1
42,0
46,0
49,0
46,0
45,0
47,0
45,0
42,0
45,1
47,0
46,0
41,0
43,0
41,0
42,0
41,0
34,1
22,1
41,0
27,1
41,0
49,0
44,1
53,0
47,1
73,0
29,1
42,0
49,0
46,0
45,1
45,1
37,1
45,0
43,0
45,0
45,0
34,1
30,1
49,0
34,1
42,0
45,0
47,1
43,0
53,0
67,0
43,0
30,1
44,0
36,1
27,1
43,0
47,0
32,1
45,0
37,1
50,0
41,0
41,0
45,0
18,1
41,0
26,1
27,1
51,0
41,0
39,1
41,0
42,0
44,0
47,0
31,1
46,0
47,0
46,0
47,0
52,0
38,1
52,0
53,0
45,0
33,1
26,1
44,1
43,0
43,0
36,1
53,0
52,0
45,0
27,1
53,0
47,0
48,0
73,0
48,0
53,0
38,1
53,0
70,0
72,0
72,0
53,1
43,1
53,0
72,0
67,0
44,0
49,1
55,1
48,0
53,0
53,0
50,0
33,1
49,0
47,0
71,0
48,0
47,0
53,0
28,1
37,1
36,1
53,0
30,1
51,1
42,0
40,1
41,0
33,1
45,1
49,0
27,1
69,0
53,0
53,0
53,0
46,0
46,0
36,1
43,0
42,0
46,0
55,1
22,1
41,1
37,1
48,0
61,1
46,0
44,0
42,0
53,0
53,0
44,0
36,1
42,0
41,0
41,0
41,0
41,0
41,0
41,0
36,1
46,0
45,1
46,0
46,0
47,0
48,0
48,0
53,0
41,0
44,0
42,1
41,0
44,0
45,0
44,0
42,0
42,0
30,1
53,0
41,0
53,0
42,0
19,1
73,0
49,0
62,1
47,0
42,1
44,0
69,0
41,1
39,1
33,0
47,0
35,1
45,0
41,1
53,0
53,0
53,0
54,0
24,1
50,1
44,1
34,1
45,0
73,0
32,1
42,0
48,0
53,0
53,0
53,0
40,1
53,0
48,1
53,0
76,0
42,0
47,0
48,0
39,1
55,1
76,0
45,0
53,0
76,0
45,0
48,0
41,0
35,1
49,0
49,0
40,1
49,1
42,0
42,0
44,0
38,1
47,1
42,0
46,0
44,0
44,0
42,1
44,0
53,0
47,0
46,0
44,0
53,0
44,0
32,1
53,0
43,0
43,0
37,1
42,0
41,0
43,0
43,0
48,0
51,0
42,0
44,0
48,0
41,1
29,1
44,0
53,0
43,0
43,0
42,1
42,1
41,0
44,0
53,0
46,0
41,1
52,0
52,0
51,1
48,0
42,1
28,1
41,0
45,0
49,1
42,0
39,1
43,0
34,1
