 hazard function***********
     0.3052,    0.4896,    0.8941,    0.6112,    0.0000,
 transition probabilities**************************
     0.5431,    0.2773,    0.0998,    0.0574,    0.0224,
     0.0000,    0.3756,    0.2522,    0.2348,    0.1374,
     0.0000,    0.0000,    0.1673,    0.4022,    0.4305,
     0.0000,    0.0000,    0.0000,    0.2945,    0.7055,
     0.0000,    0.0000,    0.0000,    0.0000,    1.0000,
