     0.3541,    0.2225,    0.0919,    0.1168,    0.2147,
     0.0000,    0.1173,    0.0745,    0.1625,    0.6457,
     0.0000,    0.0000,    0.0046,    0.0593,    0.9361,
     0.0000,    0.0000,    0.0000,    0.0217,    0.9783,
     0.0000,    0.0000,    0.0000,    0.0000,    1.0000,
