33	1	1.22363996
24	1	1.755272008
51	0	1.648945598
53	0	1.67021088
26	1	1.665957824
46	0	0.866808435
54	0	1.026638313
51	0	1.794672337
51	0	1.641065533
54	0	1.671786893
37	1	1.665642621
50	0	1.666871476
50	0	1.466625705
41	0	1.506674859
53	0	1.098665028
47	0	1.180266994
53	0	0.963946601
29	1	1.80721068
26	1	1.638557864
53	0	1.072288427
47	1	1.185542315
44	0	1.162891537
53	0	0.967421693
47	0	1.806515661
53	0	0.838696868
47	0	1.032260626
59	1	0.993547875
48	0	1.001290425
71	0	0.999741915
53	0	1.600051617
47	1	0.879989677
41	0	1.824002065
44	0	1.235199587
43	0	1.352960083
43	0	1.729407983
41	0	1.654118403
44	0	1.669176319
43	0	1.666164736
44	0	1.666767053
44	0	1.266646589
36	1	1.746670682
51	0	1.050665864
51	0	1.789866827
52	1	1.642026635
47	0	1.071594673
25	1	1.785681065
19	1	1.042863787
41	0	0.991427243
47	0	1.201714551
53	0	0.95965709
71	0	1.008068582
71	0	1.798386284
19	1	1.640322743
41	0	1.671935451
43	0	1.46561291
42	0	0.906877418
59	1	1.818624516
53	0	1.636275097
49	1	1.472744981
72	0	1.705451004
21	1	1.258909799
43	0	1.74821804
46	0	1.650356392
21	1	1.669928722
44	0	1.266014256
43	0	1.546797149
43	0	1.49064057
43	0	1.501871886
39	1	1.699625623
43	0	1.660074875
38	1	1.667985025
43	0	1.466402995
43	0	1.706719401
43	0	1.65865612
43	0	1.668268776
39	1	1.066346245
44	1	1.786730751
43	0	0.84265385
46	0	1.03146923
45	0	1.793706154
73	0	1.641258769
49	0	0.871748246
73	0	1.825650351
40	0	0.63486993
49	0	1.073026014
49	0	0.985394797
49	0	1.002921041
49	0	0.999415792
49	0	1.200116842
40	1	1.559976632
37	1	0.888004674
29	1	1.822399065
43	0	1.435520187
50	0	1.712895963
43	0	1.457420807
24	1	1.708515839
29	1	1.658296832
39	0	1.668340634
48	0	1.066331873
48	0	0.986733625
44	0	1.402653275
41	0	1.319469345
18	1	1.136106131
66	0	1.772778774
48	0	1.045444245
43	0	1.590911151
41	0	1.48181777
49	0	0.903636446
43	0	1.819272711
20	1	1.436145458
27	1	1.712770908
38	1	1.657445818
44	0	1.668510836
22	1	1.666297833
45	0	1.666740433
41	0	1.666651913
45	0	1.666669617
44	0	1.666666077
50	0	1.666666785
43	0	1.666666643
55	1	1.666666671
46	0	1.666666666
38	1	0.866666667
41	0	1.426666667
74	0	1.714666667
41	0	1.657066667
28	1	1.268586667
39	1	1.746282667
42	0	0.850743467
43	0	1.429851307
32	1	1.514029739
26	1	1.697194052
45	0	1.46056119
45	0	1.707887762
27	1	1.658422448
44	0	0.66831551
50	0	1.866336898
73	0	1.62673262
45	0	1.074653476
41	0	0.985069305
54	0	1.802986139
42	0	1.439402772
72	0	1.712119446
72	0	1.657576111
44	0	1.668484778
73	0	1.666303044
46	0	1.466739391
47	0	1.506652122
73	0	1.698669576
43	0	1.660266085
43	0	1.667946783
42	0	1.266410643
46	0	1.346717871
48	0	1.130656426
27	1	1.773868715
50	0	1.245226257
42	0	1.750954749
44	0	1.64980905
44	0	1.07003819
43	0	1.785992362
48	0	1.642801528
27	1	1.671439694
15	1	1.265712061
15	1	1.346857588
44	0	1.330628482
50	0	1.733874304
43	0	1.653225139
35	0	1.469354972
35	0	0.906129006
35	0	1.018774199
41	0	1.19624516
41	0	1.160750968
44	0	1.767849806
44	0	1.446430039
43	0	1.710713992
73	0	1.457857202
56	1	1.70842856
41	0	0.858314288
73	0	1.828337142
48	0	1.234332572
48	0	1.353133486
43	0	1.729373303
39	0	1.654125339
28	1	1.669174932
55	0	1.666165014
41	0	1.466766997
45	0	1.306646601
45	0	1.53867068
45	0	1.292265864
45	0	1.341546827
46	0	1.331690635
45	0	1.533661873
