48	1	1	0.093496678	0.8	0.513554019
48	1	1	0.196759647	1	0.402321432
53	0	1	0.062826399	0.2	0.554592316
36	1	1	0.041307404	0.2	0.554592316
41	1	1	0.065087499	1	0.554592316
53	0	1	0.027081194	1	0.513554019
27	1	1	0.26290103	0.8	0.519026695
39	1	1	0.176254144	1	0.472464653
53	0	1	0.018679434	1	0.472464653
53	0	1	0.050198338	0.4	0.574728972
53	0	1	0.044527901	0.8	0.513554019
53	0	1	0.005549716	1	0.513554019
53	0	1	0.040043738	0.8	0.574728972
53	0	1	0.133408115	0.8	0.519026695
37	1	1	0.155965299	0.8	0.574728972
53	0	1	0.025880626	0.8	0.472464653
29	1	1	0.06427515	1	0.402321432
34	1	1	0.047845871	0.4	0.402321432
31	1	1	0.128055471	0.6	0.432496712
53	0	1	0.007234663	1	0.432496712
41	1	1	0.095551073	1	0.432496712
31	1	1	0.109800214	0.4	0.602719767
53	0	1	0.022075608	1	0.575168787
38	1	1	0.082243642	0.6	0.542430698
53	0	1	0.05291763	0.4	0.493412153
53	0	1	0.016783619	1	0.519026695
53	0	1	0.029174488	0.4	0.493412153
31	1	1	0.023980922	0.2	0.493412153
53	0	1	0.040445345	0.2	0.493412153
41	1	1	0.129072266	1	0.493412153
53	0	1	0.01793475	0.2	0.519026695
27	1	1	0.085075106	1	0.443473331
38	1	1	0.057427167	1	0.519026695
53	0	1	0.100796067	0.4	0.402321432
53	0	1	0.060128366	0.6	0.402321432
53	0	1	0.02029857	1	0.402321432
34	1	1	0.07895082	0.4	0.429479496
53	0	1	0.010742332	1	0.52990743
53	0	1	0.057976272	0.4	0.492052061
53	0	1	0.003738261	0.4	0.429479496
53	0	1	0.067279849	1	0.492052061
53	0	1	0.0021232	1	0.52990743
53	0	1	0.012971048	1	0.492052061
53	0	1	0.059977294	1	0.472202015
40	1	1	0.023605006	0.2	0.570151559
53	0	1	0.064483212	0.2	0.544565156
37	1	1	0.01787898	0.2	0.570151559
53	0	1	0.047694799	0.4	0.474759613
38	1	1	0.119345778	0.8	0.402321432
28	1	1	0.042125996	0.8	0.402321432
31	1	1	0.020661188	1	1
53	0	1	0.159241837	1	1
53	0	1	0.030567559	0.4	0.436905285
53	0	1	0.014658076	0.2	0.402321432
53	0	1	0.021391488	0.6	0.419104236
36	1	1	0.215572603	0.4	0.512898465
53	0	1	0.103514001	1	0.544565156
53	0	1	0.25564461	1	0.544565156
53	0	1	0.001778047	0.4	0.610546809
53	0	1	0.017195041	1	0.610546809
53	0	1	0.036705596	1	0.610546809
53	0	1	0.015606571	0.4	0.602218461
53	0	1	0.008623619	0.8	0.602218461
53	0	1	0.030269125	1	0.464145685
53	0	1	0.017664765	1	0.606477998
53	0	1	0.007203318	0.4	0.45826446
53	0	1	0.011743341	1	0.464145685
25	1	1	0.109785288	0.6	0.538639116
53	0	1	0.025526693	0.6	0.538639116
37	1	1	0.204274788	0.6	0.500208443
41	1	1	0.177436937	0.8	0.456637561
53	0	1	0.073823427	1	0.500208443
53	0	1	0.051817158	0.6	0.538639116
53	0	1	0.029926545	0.6	0.538639116
53	0	1	0.000541208	0.6	0.500208443
53	0	1	0.025553063	0.2	0.500208443
36	1	1	0.050935152	0.4	0.462513575
53	0	1	0.018771434	0.2	0.500208443
49	1	1	0.073568776	1	0.60493656
53	0	1	0.017964466	0.6	0.570151559
50	0	1	0.008184742	0.2	0.45826446
40	1	1	0.033097242	0.4	0.510669165
53	0	1	0.050167129	0.2	0.495058854
53	0	1	0.05409228	0.2	0.570151559
53	0	1	0.021055919	0.8	0.502525289
55	1	1	0.033418926	0.8	0.798818961
53	0	1	0.087758665	0.2	0.570663287
53	0	1	0.047096392	1	0.581615935
25	1	1	0.084149226	0.6	0.498009367
53	0	1	0.042035307	1	0.581615935
53	0	1	0.017755861	0.6	0.581615935
53	0	1	0.007112223	0.2	0.464145685
72	0	1	0.081407319	0.4	0.575923351
31	1	1	0.024914807	0.2	0.570663287
53	0	1	0.024348062	1	0.570663287
36	1	1	0.048108663	0.8	0.456637561
39	1	1	0.084044743	0.6	0.456637561
53	0	1	0.039436104	0.6	0.456637561
53	0	1	0.041562145	0.4	0.462513575
37	1	1	0.106448593	0.6	0.462513575
31	1	1	0.164002859	1	0.467146225
53	0	1	0.062299909	0.2	0.535921017
53	0	1	0.026603599	0.8	0.541558363
41	1	1	0.028751849	0.8	0.541558363
53	0	1	0.102513942	0.8	0.541558363
53	0	1	0.053625948	1	0.535921017
53	0	1	0.017775039	0.6	0.541558363
53	0	1	0.013479761	0.8	0.462513575
53	0	1	0.090531782	1	0.469452649
53	0	1	0.009964629	0.4	0.469452649
53	0	1	0.03600474	0.2	0.469452649
53	0	1	0.101933176	1	0.454196691
53	0	1	0.001050989	1	0.517348728
31	1	1	0.267423684	1	0.517348728
53	0	1	0.040254108	0.4	0.467146225
53	0	1	0.001948423	1	0.517348728
53	0	1	0.045412439	0.2	0.467146225
28	1	1	0.073415443	0.4	0.469452649
52	0	1	0.052283038	0.2	0.467146225
53	0	1	0.084137466	0.6	0.60493656
53	0	1	0.073474243	0.6	0.544387979
69	0	1	0.048859951	0.4	0.577599235
53	0	1	0.051229606	0.2	0.469452649
53	0	1	0.04073704	0.6	0.402321432
53	0	1	0.000980225	0.6	0.402321432
53	0	1	0.03834011	0.6	0.454196691
53	0	1	0.007573218	0.6	0.454196691
53	0	1	0.038082293	0.4	0.454196691
32	1	1	0.06057163	0.4	0.454196691
32	1	1	0.016508795	0.6	0.594895851
53	0	1	0.314004442	1	0.594895851
39	1	1	0.313992682	1	0.594895851
53	0	1	0.023772361	0.2	0.4638893
53	0	1	0.044576886	0.4	0.476300008
53	0	1	0.078618824	0.4	0.402321432
53	0	1	0.093239765	0.4	0.460514605
53	0	1	0.062134363	0.2	0.589714996
53	0	1	0.040350088	0.2	0.490047879
53	0	1	0.000564479	1	0.46786327
53	0	1	0.00925622	0.2	0.46786327
53	0	1	0.086849068	0.6	0.52565102
53	0	1	0.033282509	0.6	0.502525289
53	0	1	0.13107962	1	0.52565102
39	1	1	0.198179902	1	0.55248704
53	0	1	0.026874036	0.2	0.502525289
53	0	1	0.045471692	0.6	0.490047879
30	1	1	0.058242683	0.2	0.589714996
53	0	1	0.044379272	0.2	0.55248704
53	0	1	0.010241941	0.2	0.502525289
35	1	1	0.06302632	1	0.585035446
53	0	1	0.078692551	1	0.585035446
53	0	1	0.035756648	1	0.585035446
53	0	1	0.171814715	1	0.585035446
74	0	1	0.02955565	0.6	0.657023389
46	1	1	0.013920629	1	0.684898499
53	0	1	0.090434987	1	0.402321432
53	0	1	0.116767607	0.4	0.486436601
52	0	1	0.05463641	0.2	0.486436601
53	0	1	0.057533007	0.2	0.402321432
53	0	1	0.009110215	0.8	0.492942113
28	1	1	0.095312253	0.4	0.402321432
53	0	1	0.028542203	0.4	0.486436601
53	0	1	0.023695468	0.2	0.486436601
53	0	1	0.065470154	0.4	0.402321432
53	0	1	0.030026686	0.2	0.402321432
38	1	1	0.039805235	0.2	0.486436601
53	0	1	0.00756485	0.2	0.486436601
53	0	1	0.030636672	0.4	0.486436601
53	0	1	0.031865193	0.4	0.486436601
53	0	1	0.032429315	0.2	0.486436601
53	0	1	0.032266212	0.4	0.486436601
40	1	1	0.200378132	1	0.441089783
53	0	1	0.046896018	1	0.441089783
53	0	1	0.018778038	1	0.441089783
31	1	1	0.112607706	0.6	0.541896041
36	1	1	0.116199957	1	0.479884189
39	1	1	0.043759063	0.4	0.541896041
53	0	1	0.110788061	0.4	0.541896041
48	1	1	0.113923026	1	0.541896041
53	0	1	0.010863778	0.4	0.594895851
53	0	1	0.028826932	0.4	0.594895851
33	1	1	0.21461687	0.4	0.505890605
30	1	1	0.040244564	0.6	0.452324871
53	0	1	0.136141881	0.4	0.402321432
30	1	1	0.182013868	0.6	0.636131127
