48,1,1.040385639,1
53,0,0.994334091,1
36,1,0.962023234,1
41,1,0.997729143,1
53,0,0.940662523,1
53,0,0.928047245,1
53,0,0.975373007,1
53,0,0.966858823,1
53,0,0.960125835,1
53,0,1.100312824,1
37,1,1.134182525,1
53,0,0.938859865,1
29,1,0.996509397,1
34,1,0.971840768,1
31,1,1.092275807,1
41,1,1.043470321,1
31,1,1.064865465,1
53,0,0.933146615,1
38,1,1.02348916,1
53,0,0.979456035,1
53,0,0.925200672,1
53,0,0.943805611,1
31,1,0.93600745,1
53,0,0.960728849,1
41,1,1.093802528,1
53,0,0.926929099,1
27,1,1.027740615,1
38,1,0.986227123,1
53,0,1.051345701,1
53,0,0.990282984,1
53,0,0.930478385,1
34,1,1.018544975,1
53,0,0.987051606,1
53,0,1.001020965,1
53,0,0.990056149,1
40,1,0.935443012,1
53,0,0.996821804,1
37,1,0.92684536,1
53,0,0.971613933,1
38,1,1.079198167,1
28,1,0.963252352,1
31,1,0.931022857,1
53,0,1.139102261,1
53,0,0.945897314,1
53,0,0.92200916,1
53,0,0.932119406,1
53,0,1.055426691,1
53,0,0.925818423,1
53,0,0.9551136,1
53,0,0.92343333,1
53,0,0.945449213,1
53,0,0.926523717,1
25,1,1.064843053,1
53,0,0.938328433,1
53,0,1.010846174,1
53,0,0.977803672,1
53,0,0.944934828,1
53,0,0.938368027,1
36,1,0.976479337,1
53,0,0.928185384,1
49,1,1.010463814,1
53,0,0.926973719,1
40,1,0.949695643,1
53,0,0.975326146,1
53,0,0.981219777,1
53,0,0.931615548,1
55,1,0.950178652,1
53,0,1.03176999,1
53,0,0.970715423,1
25,1,1.026350403,1
53,0,0.963116184,1
53,0,0.926660497,1
72,0,1.022233418,1
31,1,0.937409684,1
53,0,0.936558713,1
36,1,0.972235352,1
39,1,1.02619352,1
53,0,0.95921347,1
53,0,0.962405729,1
37,1,1.059832991,1
53,0,0.993543565,1
53,0,0.939945412,1
41,1,0.943171017,1
53,0,1.053925098,1
53,0,0.980519578,1
53,0,0.926689292,1
53,0,0.920239916,1
53,0,1.035933835,1
53,0,0.954061263,1
53,0,1.053053075,1
53,0,0.960441706,1
53,0,0.968186961,1
28,1,1.010233584,1
52,0,0.978503192,1
53,0,1.026332745,1
53,0,1.010321873,1
69,0,0.973363414,1
53,0,0.976921461,1
53,0,0.96116683,1
53,0,0.957567831,1
53,0,0.957180717,1
32,1,0.990948547,1
32,1,0.924788023,1
53,0,0.935694296,1
53,0,0.966932374,1
53,0,1.018046482,1
53,0,1.039999884,1
53,0,0.993294997,1
53,0,0.960585821,1
53,0,1.030404227,1
53,0,0.949973821,1
53,0,1.096816579,1
53,0,0.940351474,1
53,0,0.968275929,1
30,1,0.987451623,1
53,0,0.966635655,1
35,1,0.994634274,1
53,0,1.018157183,1
53,0,0.953688751,1
74,0,0.944377928,1
46,1,0.92090188,1
53,0,1.035788498,1
53,0,1.075327034,1
52,0,0.98203679,1
53,0,0.986386043,1
28,1,1.043111732,1
53,0,0.942856233,1
53,0,0.935578841,1
53,0,0.998303701,1
53,0,0.945085191,1
38,1,0.959767721,1
53,0,0.946001087,1
53,0,0.947845716,1
53,0,0.948692748,1
53,0,0.948447847,1
53,0,0.970414561,1
53,0,0.928195299,1
31,1,1.069080926,1
36,1,1.074474705,1
39,1,0.96570441,1
53,0,1.06634872,1
48,1,1.071055883,1
53,0,0.943283755,1
30,1,0.960427376,1
53,0,1.104417583,1
29,1,0.936818623,1
53,0,0.922109538,1
53,0,0.927178482,1
53,0,0.946637923,1
53,0,1.11597869,1
40,1,1.053926457,1
38,1,0.959784971,1
53,0,1.060334201,1
53,0,1.005204506,1
39,1,0.943698782,1
53,0,0.943663941,1
53,0,1.006883355,1
53,0,0.955461323,1
53,0,0.945747902,1
53,0,1.127253196,1
53,0,1.03713117,1
53,0,0.96319836,1
53,0,1.0445848,1
56,1,1.130043808,1
76,0,1.003565726,1
76,0,0.925722188,1
76,0,0.9383829,1
53,0,0.923182725,1
53,0,1.045397059,1
49,1,1.055830104,1
53,0,0.931526036,1
53,0,0.941043456,1
77,0,0.971903928,1
53,0,0.956962643,1
74,0,0.935558059,1
77,0,0.964131575,1
77,0,0.994436642,1
52,0,1.069351905,1
77,0,1.09812054,1
76,0,0.940851257,1
53,0,0.920502134,1
53,0,0.942063873,1
53,0,0.92297966,1
53,0,0.937215991,1
53,0,0.955938423,1
29,1,0.945834629,1
53,0,0.994650573,1
53,0,1.004348102,1
53,0,1.058543293,1
53,0,0.95899852,1
53,0,1.071308525,1
53,0,0.982787247,1
53,0,1.025176838,1
53,0,1.006758392,1
53,0,0.950568142,1
33,1,1.097133061,1
53,0,1.016930645,1
53,0,0.945293824,1
