   0.06300000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
   0.09000000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
   0.09000000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
   0.09000000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
   0.06300000,  0.06300000,  0.06300000
