  2685,    3,    2,    3,    2,  1.00000000
  2687,    3,    2,    3,    2,  1.00000000
  2689,    3,    2,    3,    2,  1.00000000
  2691,    3,    2,    3,    2,  1.00000000
  2692,    3,    2,    3,    2,  1.00000000
  2693,    3,    2,    3,    2,  1.00000000
  2700,    3,    2,    3,    2,  1.00000000
  2701,    3,    2,    3,    2,  1.00000000
  2702,    3,    2,    3,    2,  1.00000000
  2703,    3,    2,    3,    2,  1.00000000
  2704,    3,    2,    3,    2,  1.00000000
  2705,    3,    2,    3,    2,  1.00000000
  2706,    3,    2,    3,    2,  1.00000000
  2707,    3,    2,    3,    2,  1.00000000
  2712,    3,    2,    3,    2,  1.00000000
  2713,    3,    2,    3,    2,  1.00000000
  2714,    3,    2,    3,    2,  1.00000000
  2715,    3,    2,    3,    2,  1.00000000
  2716,    3,    2,    3,    2,  1.00000000
  2717,    3,    2,    3,    2,  1.00000000
  2718,    3,    2,    3,    2,  1.00000000
  2719,    3,    2,    3,    2,  1.00000000
  2720,    3,    2,    3,    2,  1.00000000
  2721,    3,    2,    3,    2,  1.00000000
  2722,    3,    2,    3,    2,  1.00000000
  2723,    3,    2,    3,    2,  1.00000000
  2724,    3,    2,    3,    2,  1.00000000
  2727,    3,    2,    3,    2,  1.00000000
