 t’l********
   9.143883       1.603734       3.003812    
   16.19201       4.550756       2.915453    
   5.872025      -2.685780      0.0000000E+00
   3.558868       4.888067      0.0000000E+00
   7.385087      0.0000000E+00  0.0000000E+00
   1.692669      -2.193383       2.451668    
   4.129733       6.261462      0.0000000E+00
   9.991025       6.271951      0.0000000E+00
   2.605349      0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00
   6.905393      0.0000000E+00   22.46548    
   4.061494      0.0000000E+00  0.0000000E+00
   2.956277      0.0000000E+00  0.0000000E+00
   1.173176       3.846982      0.0000000E+00
