   0.84972690,  0.05489599,  0.07611804,  0.00333674,  0.00508715,  0.00652133,  0.00031906,  0.00093421,  0.00306059,  0.00000000,
   0.00000000,  0.75053519,  0.06315258,  0.00276838,  0.13470553,  0.00627078,  0.00030680,  0.03920015,  0.00306059,  0.00000000,
   0.00000000,  0.00000000,  0.78188160,  0.00266017,  0.00406281,  0.11740305,  0.00029032,  0.00085246,  0.09284959,  0.00000000,
   0.00000000,  0.00000000,  0.00000000,  0.81950825,  0.00427191,  0.00543926,  0.16680305,  0.00093683,  0.00306872,  0.00000000,
   0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.59263933,  0.00391321,  0.00019153,  0.40018720,  0.00306872,  0.00000000,
   0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.28801705,  0.00009247,  0.00027100,  0.71161949,  0.00000000,
   0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.99599444,  0.00093683,  0.00306873,  0.00000000,
   0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.99693127,  0.00306873,  0.00000000,
   0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  1.00000000,  0.00000000,
   0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  1.00000000,
   0.72191811,  0.08787237,  0.12708729,  0.00585350,  0.01551599,  0.01676797,  0.00117954,  0.00614387,  0.01766135,  0.00000000,
   0.00000000,  0.56314128,  0.08837854,  0.00407062,  0.18674598,  0.01473969,  0.00103686,  0.12422569,  0.01766135,  0.00000000,
   0.00000000,  0.00000000,  0.60486327,  0.00377911,  0.01002518,  0.12576178,  0.00090059,  0.00469712,  0.24997295,  0.00000000,
   0.00000000,  0.00000000,  0.00000000,  0.65404260,  0.01096162,  0.01164054,  0.29970964,  0.00615186,  0.01768237,  0.00000000,
   0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.34531116,  0.00604620,  0.00042546,  0.63053481,  0.01768237,  0.00000000,
