 乱数の種,   842674226
 サンプル数,       30000
 全試行回数
   83921,  83435,  93889,  84716,
 拒否回数
   53921,  53435,  63889,  54716,
 状態1,,,状態2,,,状態3,,,状態4
 B1,B2,B3,B1,B2,B3,B1,B2,B3,B1,B2,B3,
 -0.25702610E+00,-0.67861156E+00,-0.38769020E+01,-0.59754084E+00,
  0.15991423E+00,-0.46198501E+00,-0.14983863E+01, 0.17969576E+00,
 -0.13429324E+01,-0.12576238E+01,-0.37878408E+01, 0.48684770E+00,
  0.42650349E+00,-0.15267809E+01,-0.46135089E+01,-0.36694566E+01,
 -0.15245598E+01,-0.15728049E+01,-0.24992022E+01, 0.15826401E+01,
 -0.10086653E+01,-0.11113933E+01,-0.35822353E+01, 0.86290157E+00,
 -0.10774592E+01,-0.62957713E-01,-0.38577545E+01,-0.22667276E+01,
 -0.79340408E+00,-0.21427757E+01,-0.22502755E+01, 0.29349135E+00,
 -0.23375123E+01,-0.64996908E+00,-0.50691133E+01,-0.74927501E+00,
 -0.70933838E-01,-0.31657873E+01,-0.20836968E+01,-0.17916798E+01,
 -0.90042539E+00,-0.27904581E+01,-0.20729382E+01,-0.22995300E+01,
 -0.75117147E-01,-0.26991445E+01,-0.26936687E+01,-0.11979578E+01,
 -0.14257109E+01,-0.79813186E+00,-0.17047462E+01,-0.25734252E+00,
 -0.15927049E+01,-0.10009702E+01,-0.32510051E+01,-0.23560301E+01,
 -0.20203142E+01,-0.15501838E+01,-0.34954431E+01,-0.25456513E+01,
 -0.28549905E+01,-0.37636622E+00,-0.20512753E+01, 0.81405874E+00,
 -0.44780060E+00,-0.30015838E+00,-0.21717016E+01,-0.18004877E+00,
 -0.20446298E+01,-0.14302466E+01,-0.30415628E+01,-0.17355913E+01,
 -0.79151664E+00,-0.95630728E-01,-0.37496603E+01,-0.19115511E+01,
 -0.26438871E+01, 0.57074492E+00,-0.19587415E+01, 0.57859941E+00,
 -0.10419441E+00,-0.20763765E+01,-0.34963038E+01,-0.14470752E+01,
  0.84090136E+00,-0.26243935E+00,-0.40388309E+01,-0.11744261E+01,
 -0.11064588E+01,-0.16683042E+01,-0.28836462E+01,-0.12179523E+01,
 -0.10539400E+01,-0.31880202E+01,-0.33239429E+01,-0.18763796E+01,
 -0.12609837E+01,-0.12355292E+01,-0.37099368E+01,-0.78535632E+00,
 -0.12427521E+01,-0.14140535E+01,-0.20717572E+01,-0.16465938E+01,
 -0.19402356E+01,-0.81608251E+00,-0.43127596E+01,-0.13483359E+01,
 -0.31438793E+01,-0.32755613E+00,-0.28318822E+01, 0.10389286E+01,
 -0.29272545E+01,-0.16391819E+01,-0.17495862E+01, 0.12096751E+01,
 -0.18252387E+01,-0.53816269E+00,-0.10180981E+01,-0.16120019E+01,
 -0.13657663E+01, 0.44712697E+00,-0.14706489E+01,-0.13049545E+01,
 -0.10260434E+01,-0.60325568E+00,-0.51013647E+01,-0.28667011E+01,
 -0.10783658E+01,-0.12400654E+01,-0.22819853E+01,-0.21047725E+01,
 -0.90506978E+00,-0.13034059E+01,-0.56391635E+00,-0.22542973E-01,
 -0.14400492E+01,-0.20008697E+01,-0.93731816E+00,-0.14654628E+01,
  0.38968657E+00,-0.14192979E+01,-0.12112874E+01,-0.45601273E+00,
 -0.25411645E+01,-0.21842428E+01,-0.22861594E+01, 0.10808619E+01,
 -0.10596387E+01, 0.12487061E+01,-0.26922862E+01,-0.66205915E+00,
 -0.28261523E+01,-0.28301708E+01,-0.33652752E+01,-0.12842032E+00,
 -0.24215567E+01,-0.24022158E+00,-0.33242258E+01,-0.43229152E+00,
 -0.28463319E+01,-0.11696550E+01,-0.34725156E+01,-0.20574028E+01,
 -0.31329824E+01,-0.11964988E+01,-0.18719025E+01,-0.18569735E+01,
 -0.16891910E+01,-0.10984866E+01,-0.33475799E+01,-0.28861048E+01,
  0.43129792E+00,-0.10327420E+01,-0.37866465E+01,-0.52541956E+00,
 -0.27926910E+01, 0.14574513E+01,-0.20746184E+01, 0.55731656E+00,
 -0.36294412E+00,-0.29719599E+00,-0.35746044E+01,-0.48063635E+00,
 -0.19908360E+01,-0.29830327E+01,-0.38591860E+01, 0.91620916E+00,
 -0.10076241E+00, 0.67107688E+00,-0.26652326E+01, 0.13870914E+01,
 -0.19580749E+00,-0.30281851E+01,-0.91268729E+00,-0.21623037E+01,
  0.10011734E+01, 0.30229193E+00,-0.61149100E+01,-0.15050538E+01,
  0.53121903E+00,-0.15336865E+01,-0.29851036E+01,-0.10802237E+00,
 -0.28374334E+01,-0.59485623E+00,-0.23393498E+01,-0.13599347E+01,
  0.79234721E+00,-0.10973787E+01,-0.46255092E+01,-0.11394316E+01,
 -0.26710438E+01,-0.10853883E+00,-0.45205609E+00,-0.11309429E+01,
 -0.18872986E+01,-0.19194273E+01,-0.42100104E+01,-0.12677558E+01,
 -0.31894074E+00,-0.34010821E+01,-0.15765698E+01,-0.62021950E+00,
 -0.17366181E+01,-0.13021246E+01,-0.36455579E+01,-0.12092570E+01,
 -0.16236022E+01,-0.16561389E+01,-0.57204064E+01,-0.22759215E+00,
