 無情報
 サンプリング手法,独立MH
 提案分布のタイプ,テイラー近似
 事後情報
 ,状態1,,,状態2,,,状態3,,,状態4,,,
 標本平均,-0.11007964E+01,-0.10029039E+01,-0.28952812E+01,-0.10109753E+01,
 標本分散, 0.13514259E+01, 0.13336999E+01, 0.13232945E+01, 0.13199387E+01,
 信頼区間,-0.29847030E+01,-0.28747171E+01,-0.47598941E+01,-0.28891009E+01,
 信頼区間, 0.80587765E+00, 0.86506244E+00,-0.10216993E+01, 0.85972788E+00,
 収束判定, 0.38351619E+00, 0.28711188E+00, 0.30486587E+00, 0.13946961E+01,
