     1 -2.291324,  0.298939,  0.000000, -1.442073,  0.597424,  0.000000,  0.070152,  0.000000,  0.000000,
     2 -2.291324,  0.298939,  0.000000, -1.442073,  0.571267,  0.000000,  0.070152,  0.000000,  0.000000,
     3 -2.291324,  0.298939,  0.000000, -1.365395,  0.571267,  0.000000,  0.108954,  0.000000,  0.000000,
     4 -2.291324,  0.275769,  0.000000, -1.432588,  0.583142,  0.000000,  0.140880,  0.000000,  0.000000,
     5 -2.291324,  0.275769,  0.000000, -1.432588,  0.568951,  0.000000,  0.140880,  0.000000,  0.000000,
     6 -2.299085,  0.192320,  0.000000, -1.432588,  0.568951,  0.000000,  0.140880,  0.000000,  0.000000,
     7 -2.224930,  0.192320,  0.000000, -1.395866,  0.568951,  0.000000,  0.167218,  0.000000,  0.000000,
     8 -2.224930,  0.255983,  0.000000, -1.324919,  0.568951,  0.000000,  0.167218,  0.000000,  0.000000,
     9 -2.224930,  0.255983,  0.000000, -1.324919,  0.568951,  0.000000,  0.261803,  0.000000,  0.000000,
    10 -2.224930,  0.255983,  0.000000, -1.324919,  0.368885,  0.000000,  0.256101,  0.000000,  0.000000,
    11 -2.224930,  0.255983,  0.000000, -1.324919,  0.368885,  0.000000,  0.165159,  0.000000,  0.000000,
    12 -2.224930,  0.252315,  0.000000, -1.244243,  0.273962,  0.000000,  0.141176,  0.000000,  0.000000,
    13 -2.224930,  0.252315,  0.000000, -1.253283,  0.379710,  0.000000,  0.141176,  0.000000,  0.000000,
    14 -2.311741,  0.252315,  0.000000, -1.292445,  0.379710,  0.000000,  0.141176,  0.000000,  0.000000,
    15 -2.311741,  0.252315,  0.000000, -1.292445,  0.319885,  0.000000,  0.141176,  0.000000,  0.000000,
    16 -2.311741,  0.369854,  0.000000, -1.292445,  0.456581,  0.000000,  0.141176,  0.000000,  0.000000,
    17 -2.311741,  0.369854,  0.000000, -1.388658,  0.457449,  0.000000,  0.141176,  0.000000,  0.000000,
    18 -2.311741,  0.285955,  0.000000, -1.302269,  0.553133,  0.000000,  0.119214,  0.000000,  0.000000,
    19 -2.282835,  0.285955,  0.000000, -1.302269,  0.553133,  0.000000,  0.119214,  0.000000,  0.000000,
    20 -2.282835,  0.297866,  0.000000, -1.302269,  0.463676,  0.000000,  0.177577,  0.000000,  0.000000,
    21 -2.282835,  0.301706,  0.000000, -1.302269,  0.463676,  0.000000,  0.179630,  0.000000,  0.000000,
    22 -2.282835,  0.301706,  0.000000, -1.302269,  0.408884,  0.000000,  0.179630,  0.000000,  0.000000,
    23 -2.282835,  0.301706,  0.000000, -1.302269,  0.416731,  0.000000,  0.179630,  0.000000,  0.000000,
    24 -2.282835,  0.301706,  0.000000, -1.302269,  0.416731,  0.000000,  0.179630,  0.000000,  0.000000,
    25 -2.282835,  0.301706,  0.000000, -1.246854,  0.416731,  0.000000,  0.275625,  0.000000,  0.000000,
    26 -2.282835,  0.301706,  0.000000, -1.246854,  0.416731,  0.000000,  0.275625,  0.000000,  0.000000,
    27 -2.282835,  0.301706,  0.000000, -1.293674,  0.363919,  0.000000,  0.275625,  0.000000,  0.000000,
    28 -2.282835,  0.301706,  0.000000, -1.293674,  0.424987,  0.000000,  0.229381,  0.000000,  0.000000,
    29 -2.282835,  0.301706,  0.000000, -1.240965,  0.362983,  0.000000,  0.229381,  0.000000,  0.000000,
    30 -2.282835,  0.301706,  0.000000, -1.240965,  0.362983,  0.000000,  0.229381,  0.000000,  0.000000,
    31 -2.282835,  0.301706,  0.000000, -1.240965,  0.362983,  0.000000,  0.169709,  0.000000,  0.000000,
    32 -2.282835,  0.301706,  0.000000, -1.240965,  0.362983,  0.000000,  0.195921,  0.000000,  0.000000,
    33 -2.282835,  0.301706,  0.000000, -1.240965,  0.362983,  0.000000,  0.195921,  0.000000,  0.000000,
    34 -2.282835,  0.292795,  0.000000, -1.240965,  0.362983,  0.000000,  0.195921,  0.000000,  0.000000,
    35 -2.282835,  0.292795,  0.000000, -1.260527,  0.362983,  0.000000,  0.306724,  0.000000,  0.000000,
    36 -2.282835,  0.292795,  0.000000, -1.260527,  0.454091,  0.000000,  0.306724,  0.000000,  0.000000,
    37 -2.282835,  0.292795,  0.000000, -1.260527,  0.468958,  0.000000,  0.306724,  0.000000,  0.000000,
    38 -2.282835,  0.262662,  0.000000, -1.304370,  0.468958,  0.000000,  0.417781,  0.000000,  0.000000,
    39 -2.292561,  0.262662,  0.000000, -1.329467,  0.468958,  0.000000,  0.417781,  0.000000,  0.000000,
    40 -2.292561,  0.262662,  0.000000, -1.329467,  0.468958,  0.000000,  0.188768,  0.000000,  0.000000,
    41 -2.292561,  0.262662,  0.000000, -1.329467,  0.468958,  0.000000,  0.188768,  0.000000,  0.000000,
    42 -2.292561,  0.262662,  0.000000, -1.329467,  0.624383,  0.000000,  0.277659,  0.000000,  0.000000,
    43 -2.300382,  0.262662,  0.000000, -1.554289,  0.624383,  0.000000,  0.277659,  0.000000,  0.000000,
    44 -2.300382,  0.262662,  0.000000, -1.554289,  0.688363,  0.000000,  0.216081,  0.000000,  0.000000,
    45 -2.300382,  0.262662,  0.000000, -1.468774,  0.681145,  0.000000,  0.131631,  0.000000,  0.000000,
    46 -2.315532,  0.262662,  0.000000, -1.468774,  0.681145,  0.000000,  0.152940,  0.000000,  0.000000,
    47 -2.255091,  0.262662,  0.000000, -1.474873,  0.681145,  0.000000,  0.274970,  0.000000,  0.000000,
    48 -2.255091,  0.262662,  0.000000, -1.474873,  0.681145,  0.000000,  0.274970,  0.000000,  0.000000,
    49 -2.255091,  0.262662,  0.000000, -1.474873,  0.681145,  0.000000,  0.274970,  0.000000,  0.000000,
    50 -2.255091,  0.262662,  0.000000, -1.474873,  0.681145,  0.000000,  0.274970,  0.000000,  0.000000,
    51 -2.255091,  0.262662,  0.000000, -1.474873,  0.681145,  0.000000,  0.256593,  0.000000,  0.000000,
    52 -2.221925,  0.262662,  0.000000, -1.474873,  0.654223,  0.000000,  0.256593,  0.000000,  0.000000,
    53 -2.221925,  0.197093,  0.000000, -1.474873,  0.654223,  0.000000,  0.256593,  0.000000,  0.000000,
    54 -2.221925,  0.266734,  0.000000, -1.440066,  0.548759,  0.000000,  0.256593,  0.000000,  0.000000,
    55 -2.221925,  0.266734,  0.000000, -1.440066,  0.548759,  0.000000,  0.294782,  0.000000,  0.000000,
    56 -2.221925,  0.249021,  0.000000, -1.453426,  0.548759,  0.000000,  0.294782,  0.000000,  0.000000,
    57 -2.221925,  0.252874,  0.000000, -1.453426,  0.515101,  0.000000,  0.294782,  0.000000,  0.000000,
    58 -2.221925,  0.252874,  0.000000, -1.453426,  0.716384,  0.000000,  0.160793,  0.000000,  0.000000,
    59 -2.271773,  0.243185,  0.000000, -1.453426,  0.716384,  0.000000,  0.160793,  0.000000,  0.000000,
    60 -2.279233,  0.243185,  0.000000, -1.658980,  0.716384,  0.000000,  0.146910,  0.000000,  0.000000,
    61 -2.289410,  0.272832,  0.000000, -1.608442,  0.716384,  0.000000,  0.305051,  0.000000,  0.000000,
    62 -2.289410,  0.335082,  0.000000, -1.484730,  0.598149,  0.000000,  0.443594,  0.000000,  0.000000,
    63 -2.281378,  0.329933,  0.000000, -1.524560,  0.598149,  0.000000,  0.538189,  0.000000,  0.000000,
    64 -2.281378,  0.329933,  0.000000, -1.381917,  0.526339,  0.000000,  0.538189,  0.000000,  0.000000,
    65 -2.281378,  0.329933,  0.000000, -1.406898,  0.531347,  0.000000,  0.433615,  0.000000,  0.000000,
    66 -2.295530,  0.329933,  0.000000, -1.406898,  0.531347,  0.000000,  0.433615,  0.000000,  0.000000,
    67 -2.295530,  0.254568,  0.000000, -1.406898,  0.579334,  0.000000,  0.433615,  0.000000,  0.000000,
    68 -2.295530,  0.254568,  0.000000, -1.355602,  0.601202,  0.000000,  0.433615,  0.000000,  0.000000,
    69 -2.267553,  0.254568,  0.000000, -1.401166,  0.601202,  0.000000,  0.431810,  0.000000,  0.000000,
    70 -2.267553,  0.254568,  0.000000, -1.401166,  0.579710,  0.000000,  0.205566,  0.000000,  0.000000,
    71 -2.276282,  0.322003,  0.000000, -1.401166,  0.579710,  0.000000,  0.226911,  0.000000,  0.000000,
    72 -2.276282,  0.322003,  0.000000, -1.401166,  0.579710,  0.000000,  0.226911,  0.000000,  0.000000,
    73 -2.276282,  0.322003,  0.000000, -1.401166,  0.579710,  0.000000,  0.256359,  0.000000,  0.000000,
    74 -2.276282,  0.322003,  0.000000, -1.401166,  0.543414,  0.000000,  0.256359,  0.000000,  0.000000,
    75 -2.276282,  0.322003,  0.000000, -1.401166,  0.587492,  0.000000,  0.297410,  0.000000,  0.000000,
    76 -2.276282,  0.322003,  0.000000, -1.401166,  0.587492,  0.000000,  0.297410,  0.000000,  0.000000,
    77 -2.261712,  0.322003,  0.000000, -1.401166,  0.587492,  0.000000,  0.319252,  0.000000,  0.000000,
    78 -2.331728,  0.322003,  0.000000, -1.401166,  0.587492,  0.000000,  0.319252,  0.000000,  0.000000,
