     1 -6.024813,  0.000000,  0.000000, -2.205376,  0.000000,  0.000000,-23.216511,  0.000000,  0.000000,
     2 -5.880792,  0.000000,  0.000000, -2.228274,  0.000000,  0.000000,-23.116654,  0.000000,  0.000000,
     3 -5.880792,  0.000000,  0.000000, -2.271087,  0.000000,  0.000000,-23.088625,  0.000000,  0.000000,
     4 -5.880792,  0.000000,  0.000000, -2.327317,  0.000000,  0.000000,-23.272341,  0.000000,  0.000000,
     5 -5.881266,  0.000000,  0.000000, -2.331280,  0.000000,  0.000000,-23.444279,  0.000000,  0.000000,
     6 -5.881266,  0.000000,  0.000000, -2.258728,  0.000000,  0.000000,-23.547973,  0.000000,  0.000000,
     7 -5.881266,  0.000000,  0.000000, -2.122671,  0.000000,  0.000000,-23.527151,  0.000000,  0.000000,
     8 -5.779481,  0.000000,  0.000000, -2.075575,  0.000000,  0.000000,-23.728350,  0.000000,  0.000000,
     9 -5.779481,  0.000000,  0.000000, -2.031900,  0.000000,  0.000000,-23.774628,  0.000000,  0.000000,
    10 -5.810058,  0.000000,  0.000000, -2.031900,  0.000000,  0.000000,-23.797637,  0.000000,  0.000000,
    11 -5.601264,  0.000000,  0.000000, -2.031900,  0.000000,  0.000000,-23.618589,  0.000000,  0.000000,
    12 -5.646573,  0.000000,  0.000000, -1.818934,  0.000000,  0.000000,-23.690907,  0.000000,  0.000000,
    13 -5.646573,  0.000000,  0.000000, -1.834105,  0.000000,  0.000000,-23.748552,  0.000000,  0.000000,
    14 -5.523754,  0.000000,  0.000000, -1.700986,  0.000000,  0.000000,-23.908808,  0.000000,  0.000000,
    15 -5.676865,  0.000000,  0.000000, -1.555521,  0.000000,  0.000000,-23.972949,  0.000000,  0.000000,
    16 -5.690392,  0.000000,  0.000000, -1.620800,  0.000000,  0.000000,-24.038981,  0.000000,  0.000000,
    17 -5.505198,  0.000000,  0.000000, -1.549912,  0.000000,  0.000000,-24.022826,  0.000000,  0.000000,
    18 -5.575840,  0.000000,  0.000000, -1.547476,  0.000000,  0.000000,-24.041807,  0.000000,  0.000000,
    19 -5.672866,  0.000000,  0.000000, -1.547476,  0.000000,  0.000000,-23.674069,  0.000000,  0.000000,
    20 -5.700401,  0.000000,  0.000000, -1.626267,  0.000000,  0.000000,-23.862758,  0.000000,  0.000000,
    21 -5.576176,  0.000000,  0.000000, -1.585486,  0.000000,  0.000000,-24.151778,  0.000000,  0.000000,
    22 -5.608234,  0.000000,  0.000000, -1.606540,  0.000000,  0.000000,-24.055193,  0.000000,  0.000000,
    23 -5.608234,  0.000000,  0.000000, -1.695332,  0.000000,  0.000000,-23.904627,  0.000000,  0.000000,
    24 -5.640872,  0.000000,  0.000000, -1.877847,  0.000000,  0.000000,-23.736419,  0.000000,  0.000000,
    25 -5.640872,  0.000000,  0.000000, -1.789224,  0.000000,  0.000000,-23.435046,  0.000000,  0.000000,
    26 -5.640872,  0.000000,  0.000000, -1.791564,  0.000000,  0.000000,-23.431207,  0.000000,  0.000000,
    27 -5.667179,  0.000000,  0.000000, -1.656745,  0.000000,  0.000000,-23.241927,  0.000000,  0.000000,
    28 -5.652773,  0.000000,  0.000000, -1.316633,  0.000000,  0.000000,-23.189314,  0.000000,  0.000000,
    29 -5.652773,  0.000000,  0.000000, -1.509321,  0.000000,  0.000000,-23.081347,  0.000000,  0.000000,
    30 -5.652773,  0.000000,  0.000000, -1.414454,  0.000000,  0.000000,-22.947729,  0.000000,  0.000000,
    31 -5.746426,  0.000000,  0.000000, -1.281335,  0.000000,  0.000000,-22.765878,  0.000000,  0.000000,
    32 -5.838423,  0.000000,  0.000000, -1.285348,  0.000000,  0.000000,-22.702899,  0.000000,  0.000000,
    33 -5.967763,  0.000000,  0.000000, -1.313882,  0.000000,  0.000000,-22.653032,  0.000000,  0.000000,
    34 -6.000272,  0.000000,  0.000000, -1.381923,  0.000000,  0.000000,-22.750421,  0.000000,  0.000000,
    35 -5.809783,  0.000000,  0.000000, -1.280967,  0.000000,  0.000000,-22.512509,  0.000000,  0.000000,
    36 -5.700369,  0.000000,  0.000000, -1.425679,  0.000000,  0.000000,-22.029540,  0.000000,  0.000000,
    37 -5.878172,  0.000000,  0.000000, -1.529988,  0.000000,  0.000000,-22.112901,  0.000000,  0.000000,
    38 -6.025590,  0.000000,  0.000000, -1.577213,  0.000000,  0.000000,-22.157519,  0.000000,  0.000000,
    39 -6.025590,  0.000000,  0.000000, -1.411857,  0.000000,  0.000000,-21.898936,  0.000000,  0.000000,
    40 -6.025590,  0.000000,  0.000000, -1.519556,  0.000000,  0.000000,-21.862611,  0.000000,  0.000000,
    41 -5.983989,  0.000000,  0.000000, -1.452688,  0.000000,  0.000000,-22.118441,  0.000000,  0.000000,
    42 -5.914899,  0.000000,  0.000000, -1.648097,  0.000000,  0.000000,-22.185811,  0.000000,  0.000000,
    43 -5.873487,  0.000000,  0.000000, -1.416153,  0.000000,  0.000000,-22.121199,  0.000000,  0.000000,
    44 -5.873487,  0.000000,  0.000000, -1.576212,  0.000000,  0.000000,-22.500170,  0.000000,  0.000000,
    45 -5.873487,  0.000000,  0.000000, -1.467851,  0.000000,  0.000000,-22.505378,  0.000000,  0.000000,
    46 -5.901561,  0.000000,  0.000000, -1.506328,  0.000000,  0.000000,-22.854189,  0.000000,  0.000000,
    47 -5.929733,  0.000000,  0.000000, -1.506328,  0.000000,  0.000000,-23.008143,  0.000000,  0.000000,
    48 -5.929733,  0.000000,  0.000000, -1.469995,  0.000000,  0.000000,-22.930696,  0.000000,  0.000000,
    49 -5.963004,  0.000000,  0.000000, -1.642264,  0.000000,  0.000000,-22.544209,  0.000000,  0.000000,
    50 -6.042232,  0.000000,  0.000000, -1.691192,  0.000000,  0.000000,-22.530283,  0.000000,  0.000000,
    51 -5.862436,  0.000000,  0.000000, -1.858311,  0.000000,  0.000000,-22.554215,  0.000000,  0.000000,
    52 -5.862436,  0.000000,  0.000000, -1.733739,  0.000000,  0.000000,-22.544466,  0.000000,  0.000000,
    53 -5.862436,  0.000000,  0.000000, -1.719913,  0.000000,  0.000000,-22.611093,  0.000000,  0.000000,
    54 -6.017392,  0.000000,  0.000000, -1.937448,  0.000000,  0.000000,-22.487921,  0.000000,  0.000000,
    55 -6.088493,  0.000000,  0.000000, -1.856038,  0.000000,  0.000000,-22.370257,  0.000000,  0.000000,
    56 -6.088493,  0.000000,  0.000000, -1.782227,  0.000000,  0.000000,-22.021105,  0.000000,  0.000000,
    57 -6.119968,  0.000000,  0.000000, -1.985543,  0.000000,  0.000000,-21.997747,  0.000000,  0.000000,
    58 -6.119968,  0.000000,  0.000000, -1.921812,  0.000000,  0.000000,-22.123825,  0.000000,  0.000000,
    59 -5.960790,  0.000000,  0.000000, -1.955814,  0.000000,  0.000000,-21.846598,  0.000000,  0.000000,
    60 -6.055047,  0.000000,  0.000000, -1.955814,  0.000000,  0.000000,-21.641657,  0.000000,  0.000000,
