 Random seed base course,   876228657
 No. of Samples base course ,        2000
 All trial frequency base course
       0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 Refusal frequency base course
       0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 state1,,,state2,,,state3,,,state4
 B1,B2,B3,B1,B2,B3,B1,B2,B3,B1,B2,B3,
  0.74298882E+00, 0.70432225E+00, 0.19372713E+00, 0.82963254E+00, 0.56916033E+00, 0.67760033E+00, 0.57141907E-01, 0.95687350E+00, 0.00000000E+00, 0.00000000E+00,
  0.74298882E+00, 0.70432225E+00, 0.19372713E+00, 0.80115262E+00, 0.51504861E+00, 0.74974242E+00, 0.13579792E+00, 0.91772781E+00, 0.00000000E+00, 0.00000000E+00,
  0.71948783E+00, 0.70150405E+00, 0.13797832E+00, 0.88860618E+00, 0.51504861E+00, 0.62866736E+00, 0.16199206E+00, 0.94339272E+00, 0.00000000E+00, 0.00000000E+00,
  0.76469216E+00, 0.70150405E+00, 0.38871949E-01, 0.85549318E+00, 0.48396262E+00, 0.56544456E+00, 0.19500816E+00, 0.92196316E+00, 0.00000000E+00, 0.00000000E+00,
  0.64802911E+00, 0.56721705E+00, 0.13476280E+00, 0.85549318E+00, 0.43454089E+00, 0.58951845E+00, 0.19500816E+00, 0.99739634E+00, 0.00000000E+00, 0.00000000E+00,
  0.64802911E+00, 0.56721705E+00, 0.13476280E+00, 0.83305367E+00, 0.43454089E+00, 0.59564093E+00, 0.34930488E+00, 0.10036954E+01, 0.00000000E+00, 0.00000000E+00,
  0.60764146E+00, 0.55342305E+00, 0.15398816E+00, 0.85374547E+00, 0.43454089E+00, 0.53273889E+00, 0.33757765E+00, 0.95942084E+00, 0.00000000E+00, 0.00000000E+00,
  0.62452427E+00, 0.62001528E+00, 0.20227417E+00, 0.83273429E+00, 0.50336934E+00, 0.53273889E+00, 0.29452500E+00, 0.95942084E+00, 0.00000000E+00, 0.00000000E+00,
  0.62452427E+00, 0.63765013E+00, 0.20227417E+00, 0.83273429E+00, 0.50336934E+00, 0.68130956E+00, 0.28017132E+00, 0.95942084E+00, 0.00000000E+00, 0.00000000E+00,
  0.65608215E+00, 0.61375533E+00, 0.17086797E+00, 0.86900007E+00, 0.53690135E+00, 0.72106428E+00, 0.23198583E+00, 0.91220390E+00, 0.00000000E+00, 0.00000000E+00,
  0.66074756E+00, 0.71846381E+00, 0.19460214E+00, 0.88109549E+00, 0.42174513E+00, 0.77852134E+00, 0.28205781E+00, 0.95502833E+00, 0.00000000E+00, 0.00000000E+00,
  0.66074756E+00, 0.71846381E+00, 0.26317700E+00, 0.88109549E+00, 0.42675837E+00, 0.74289629E+00, 0.32480364E+00, 0.95436439E+00, 0.00000000E+00, 0.00000000E+00,
  0.66074756E+00, 0.68102129E+00, 0.28176894E+00, 0.75978921E+00, 0.40047743E+00, 0.79747604E+00, 0.32480364E+00, 0.10286124E+01, 0.00000000E+00, 0.00000000E+00,
  0.74045699E+00, 0.58689691E+00, 0.26925689E+00, 0.75978921E+00, 0.32094075E+00, 0.77358481E+00, 0.34881560E+00, 0.10156682E+01, 0.00000000E+00, 0.00000000E+00,
  0.65028151E+00, 0.58689691E+00, 0.26496398E+00, 0.72134044E+00, 0.27470443E+00, 0.75727293E+00, 0.34881560E+00, 0.92995850E+00, 0.00000000E+00, 0.00000000E+00,
  0.65028151E+00, 0.59996809E+00, 0.26496398E+00, 0.85487715E+00, 0.41059366E+00, 0.75727293E+00, 0.40809308E+00, 0.92995850E+00, 0.00000000E+00, 0.00000000E+00,
  0.65028151E+00, 0.68569471E+00, 0.23018155E+00, 0.87088175E+00, 0.39987217E+00, 0.72057919E+00, 0.42391385E+00, 0.82965776E+00, 0.00000000E+00, 0.00000000E+00,
  0.61897008E+00, 0.63658701E+00, 0.30557490E+00, 0.81955879E+00, 0.23803355E+00, 0.67476630E+00, 0.42391385E+00, 0.85297932E+00, 0.00000000E+00, 0.00000000E+00,
  0.73578639E+00, 0.69030643E+00, 0.30557490E+00, 0.81955879E+00, 0.28874793E+00, 0.70933872E+00, 0.43893488E+00, 0.82616723E+00, 0.00000000E+00, 0.00000000E+00,
  0.78769155E+00, 0.69030643E+00, 0.28603358E+00, 0.81955879E+00, 0.28874793E+00, 0.76957822E+00, 0.30292238E+00, 0.82616723E+00, 0.00000000E+00, 0.00000000E+00,
  0.78769155E+00, 0.52353450E+00, 0.19301464E+00, 0.85930787E+00, 0.51627779E+00, 0.77739935E+00, 0.31114330E+00, 0.89657784E+00, 0.00000000E+00, 0.00000000E+00,
  0.78769155E+00, 0.60225784E+00, 0.19301464E+00, 0.94482806E+00, 0.47055394E+00, 0.77739935E+00, 0.31114330E+00, 0.85122902E+00, 0.00000000E+00, 0.00000000E+00,
  0.78769155E+00, 0.60225784E+00, 0.16390514E+00, 0.88023552E+00, 0.48524355E+00, 0.73937149E+00, 0.32933965E+00, 0.88534177E+00, 0.00000000E+00, 0.00000000E+00,
  0.78769155E+00, 0.60225784E+00, 0.16390514E+00, 0.84466637E+00, 0.53490504E+00, 0.73500879E+00, 0.37533216E+00, 0.92568756E+00, 0.00000000E+00, 0.00000000E+00,
  0.83736748E+00, 0.62770951E+00, 0.16390514E+00, 0.84466637E+00, 0.50887011E+00, 0.72677165E+00, 0.35257458E+00, 0.94664257E+00, 0.00000000E+00, 0.00000000E+00,
  0.73508639E+00, 0.62266496E+00, 0.18793248E+00, 0.80081809E+00, 0.58591652E+00, 0.65856252E+00, 0.35257458E+00, 0.98281405E+00, 0.00000000E+00, 0.00000000E+00,
  0.82293753E+00, 0.56173323E+00, 0.28796250E+00, 0.74311524E+00, 0.51134433E+00, 0.72977189E+00, 0.35257458E+00, 0.94319572E+00, 0.00000000E+00, 0.00000000E+00,
  0.82293753E+00, 0.62987200E+00, 0.28796250E+00, 0.74311524E+00, 0.51134433E+00, 0.73187068E+00, 0.37776381E+00, 0.85039841E+00, 0.00000000E+00, 0.00000000E+00,
  0.78924219E+00, 0.66102305E+00, 0.17181643E+00, 0.74311524E+00, 0.49921609E+00, 0.72922521E+00, 0.34790106E+00, 0.83079884E+00, 0.00000000E+00, 0.00000000E+00,
